RECORDNAME,INTID,NBL2,NBL,NBT,NBR,SBL,SBT,SBR,EBU,EBL,EBT,EBR,EBR2,WBU,WBL,WBT,WBR,NEL,NET,NER,NWL2,NWL,NWT,NWR,SEL,SET,SER,SER2,SWL,SWT,SWR,PED,HOLD
HeavyVehicles,268,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,2,,2,,
BusStops,268,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,0,,
Midblock,268,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,
Distance,268,,,151,,,519,,,,,,,,,,,,,,,,,,,,,,626,,,,
TravelTime,268,,,3.4,,,7.9,,,,,,,,,,,,,,,,,,,,,,14.2,,,,
Right Channeled,268,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,
Alignment,268,,,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,0,,1,,
Enter Blocked,268,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,0,,
HeadwayFact,268,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,1,,1,,
Turning Speed,268,,,60,9,15,60,,,,,,,,,,,,,,,,,,,,,,15,,9,,
FirstDetect,268,,,,,,50,,,,,,,,,,,,,,,,,,,,,,50,,,,
LastDetect,268,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,
Exit Lanes,268,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,
CBD,268,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lane Group Flow,268,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,0,,
Up Node,280,,,411,411,370,370,,,,,,,,,,,,,,,,,,,,,,371,,371,,
Dest Node,280,,,370,371,371,411,,,,,,,,,,,,,,,,,,,,,,411,,370,,
Lanes,280,,,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,2,,0,,
Shared,280,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,
Width,280,,,12,12,12,12,,,,,,,,,,,,,,,,,,,,,,12,,12,,
Storage,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taper,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StLanes,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grade,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speed,280,,,30,,,40,,,,,,,,,,,,,,,,,,,,,,30,,,,
SignControl,280,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,0,,,,
IdealFlow,280,,,1900,1900,1900,1900,,,,,,,,,,,,,,,,,,,,,,1900,,1900,,
SatFlow,280,,,0,0,0,3539,,,,,,,,,,,,,,,,,,,,,,3614,,0,,
SatFlowPerm,280,,,0,0,0,3539,,,,,,,,,,,,,,,,,,,,,,3614,,0,,
Allow RTOR,280,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,1,,1,,
SatFlowRTOR,280,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,0,,
Volume,280,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,0,,
Peds,280,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,0,,
Bicycles,280,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,0,,
PHF,280,,,0.92,0.92,0.92,0.92,,,,,,,,,,,,,,,,,,,,,,0.92,,0.92,,
Growth,280,,,100,100,100,100,,,,,,,,,,,,,,,,,,,,,,100,,100,,
HeavyVehicles,280,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,2,,2,,
BusStops,280,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,0,,
Midblock,280,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,
Distance,280,,,447,,,1148,,,,,,,,,,,,,,,,,,,,,,723,,,,
TravelTime,280,,,10.2,,,19.6,,,,,,,,,,,,,,,,,,,,,,16.4,,,,
Right Channeled,280,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,
Alignment,280,,,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,0,,1,,
Enter Blocked,280,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,0,,
HeadwayFact,280,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,1,,1,,
Turning Speed,280,,,60,9,15,60,,,,,,,,,,,,,,,,,,,,,,15,,9,,
FirstDetect,280,,,,,,50,,,,,,,,,,,,,,,,,,,,,,50,,,,
LastDetect,280,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,
Exit Lanes,280,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,
CBD,280,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lane Group Flow,280,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,0,,
Up Node,303,,5290,5290,5290,5282,5282,5282,103,103,103,103,,79,79,79,79,,,,,,,,,,,,,,,,
Dest Node,303,,103,5282,79,79,5290,103,103,5282,79,5290,,79,5290,103,5282,,,,,,,,,,,,,,,,
Lanes,303,,1,2,1,0,0,0,0,2,3,0,,0,0,5,0,,,,,,,,,,,,,,,,
Shared,303,,0,3,,0,0,,,0,0,,,,0,2,,,,,,,,,,,,,,,,,
Width,303,,12,12,12,12,12,12,12,12,12,12,,12,12,12,12,,,,,,,,,,,,,,,,
Storage,303,,,,230,,,,,,,,,,110,,,,,,,,,,,,,,,,,,
Taper,303,,,,25,,,,,,,,,,25,,,,,,,,,,,,,,,,,,
StLanes,303,,,,1,,,,,,,,,,2,,,,,,,,,,,,,,,,,,
Grade,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speed,303,,,30,,,30,,,,45,,,,,45,,,,,,,,,,,,,,,,,
Phase1,303,,,1,,,,,,4,2,,,,,2,,,,,,,,,,,,,,,,,
Phase2,303,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,
PermPhase1,303,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LostTime,303,,3,3,3,3,3,3,3,3,3,3,,3,3,3,3,,,,,,,,,,,,,,,,
Lost Time Adjust,303,,-3,-3,-3,-1,-1,-1,-1,-3,-3,-1,,-1,-1,-3,-1,,,,,,,,,,,,,,,,
IdealFlow,303,,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,,1900,1900,1900,1900,,,,,,,,,,,,,,,,
SatFlow,303,,1610,3185,1441,0,0,0,0,3433,5085,0,,0,0,7027,0,,,,,,,,,,,,,,,,
SatFlowPerm,303,,1610,3185,1413,0,0,0,0,3433,5085,0,,0,0,7027,0,,,,,,,,,,,,,,,,
Allow RTOR,303,,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,,,,,,,,,,,,,,,
SatFlowRTOR,303,,0,0,153,0,0,0,0,0,0,0,,0,0,38,0,,,,,,,,,,,,,,,,
Volume,303,,642,951,243,0,0,0,0,442,661,0,,0,0,859,540,,,,,,,,,,,,,,,,
Peds,303,,0,0,9,0,0,0,0,0,0,0,,0,0,0,9,,,,,,,,,,,,,,,,
Bicycles,303,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,
PHF,303,,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,,0.9,0.9,0.9,0.9,,,,,,,,,,,,,,,,
Growth,303,,100,100,100,100,100,100,100,100,100,100,,100,100,100,100,,,,,,,,,,,,,,,,
HeavyVehicles,303,,2,2,2,2,2,2,2,2,2,2,,2,2,2,2,,,,,,,,,,,,,,,,
BusStops,303,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,
Midblock,303,,,0,,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,,
Distance,303,,,330,,,300,,,,500,,,,,564,,,,,,,,,,,,,,,,,
TravelTime,303,,,7.5,,,6.8,,,,7.6,,,,,8.5,,,,,,,,,,,,,,,,,
Right Channeled,303,,,,0,,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,
Alignment,303,,0,0,1,0,0,1,3,0,0,1,,3,0,0,1,,,,,,,,,,,,,,,,
Enter Blocked,303,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,
HeadwayFact,303,,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,,,,,,,,,,,,,,,
Turning Speed,303,,15,60,9,15,60,9,9,15,60,9,,9,15,60,9,,,,,,,,,,,,,,,,
FirstDetect,303,,50,50,50,,,,,50,50,,,,,50,,,,,,,,,,,,,,,,,
LastDetect,303,,0,0,0,,,,,0,0,,,,,0,,,,,,,,,,,,,,,,,
DetectPhase1,303,,1,1,1,,,,,4,2,,,,,2,,,,,,,,,,,,,,,,,
DetectPhase2,303,,0,0,0,,,,,0,4,,,,,0,,,,,,,,,,,,,,,,,
DetectPhase3,303,,0,0,0,,,,,0,0,,,,,0,,,,,,,,,,,,,,,,,
DetectPhase4,303,,0,0,0,,,,,0,0,,,,,0,,,,,,,,,,,,,,,,,
SwitchPhase,303,,0,0,0,,,,,0,0,,,,,0,,,,,,,,,,,,,,,,,
numDetects,303,,1,1,1,,,,,1,1,,,,,1,,,,,,,,,,,,,,,,,
DetectPos1,303,,0,0,0,,,,,0,0,,,,,0,,,,,,,,,,,,,,,,,
DetectSize1,303,,50,50,50,,,,,50,50,,,,,50,,,,,,,,,,,,,,,,,
DetectType1,303,,3,3,3,,,,,3,3,,,,,3,,,,,,,,,,,,,,,,,
DetectExtend1,303,,0,0,0,,,,,0,0,,,,,0,,,,,,,,,,,,,,,,,
DetectQueue1,303,,0,0,0,,,,,0,0,,,,,0,,,,,,,,,,,,,,,,,
DetectDelay1,303,,0,0,0,,,,,0,0,,,,,0,,,,,,,,,,,,,,,,,
Exit Lanes,303,,,0,,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,,
CBD,303,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Traffic in shared lane,303,,*20,,*0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lane Group Flow,303,,570,1200,270,0,0,0,0,491,734,0,,0,0,1554,0,,,,,,,,,,,,,,,,
Up Node,306,,6,6,6,307,307,307,347,347,347,347,,346,346,346,346,,,,,,,,,,,,,,,,
Dest Node,306,,347,307,346,346,6,347,347,307,346,6,,346,6,347,307,,,,,,,,,,,,,,,,
Lanes,306,,2,3,0,0,4,1,0,0,0,0,,0,1,2,1,,,,,,,,,,,,,,,,
Shared,306,,0,0,,0,0,,,0,0,,,,0,3,,,,,,,,,,,,,,,,,
Width,306,,12,12,12,12,12,12,12,12,12,12,,12,12,12,12,,,,,,,,,,,,,,,,
Storage,306,,380,,,170,,,,,,,,,315,,315,,,,,,,,,,,,,,,,
Taper,306,,25,,,25,,,,,,,,,25,,25,,,,,,,,,,,,,,,,
StLanes,306,,1,,,1,,,,,,,,,1,,1,,,,,,,,,,,,,,,,
Grade,306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speed,306,,,45,,,45,,,,30,,,,,30,,,,,,,,,,,,,,,,,
Phase1,306,,4,2,,,2,,,,,,,,,1,,,,,,,,,,,,,,,,,
Phase2,306,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PermPhase1,306,,,,,,,4,,,,,,,1,,1,,,,,,,,,,,,,,,,
LostTime,306,,4,4,4,4,4,4,4,4,4,4,,4,4,4,4,,,,,,,,,,,,,,,,
Lost Time Adjust,306,,-2.5,-2.5,0,0,-2.5,-2.5,0,0,0,0,,0,-2.6,-2.6,-2.6,,,,,,,,,,,,,,,,
IdealFlow,306,,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,,1900,1900,1900,1900,,,,,,,,,,,,,,,,
SatFlow,306,,3433,5085,0,0,6408,1583,0,0,0,0,,0,1610,2974,1441,,,,,,,,,,,,,,,,
SatFlowPerm,306,,3433,5085,0,0,6408,1583,0,0,0,0,,0,1610,2974,1441,,,,,,,,,,,,,,,,
Allow RTOR,306,,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,,,,,,,,,,,,,,,
SatFlowRTOR,306,,0,0,0,0,0,185,0,0,0,0,,0,0,40,188,,,,,,,,,,,,,,,,
Volume,306,,376,753,0,0,492,170,0,0,0,0,,0,634,29,389,,,,,,,,,,,,,,,,
Peds,306,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,
Bicycles,306,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,
PHF,306,,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,,0.92,0.92,0.92,0.92,,,,,,,,,,,,,,,,
Growth,306,,100,100,100,100,100,100,100,100,100,100,,100,100,100,100,,,,,,,,,,,,,,,,
HeavyVehicles,306,,2,2,2,2,2,2,2,2,2,2,,2,2,2,2,,,,,,,,,,,,,,,,
BusStops,306,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,
Midblock,306,,,0,,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,,
Distance,306,,,525,,,1611,,,,691,,,,,1244,,,,,,,,,,,,,,,,,
TravelTime,306,,,8,,,24.4,,,,15.7,,,,,28.3,,,,,,,,,,,,,,,,,
Right Channeled,306,,,,0,,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,
Alignment,306,,0,0,1,0,0,1,3,0,0,1,,3,0,0,1,,,,,,,,,,,,,,,,
Enter Blocked,306,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,
HeadwayFact,306,,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,,,,,,,,,,,,,,,
Turning Speed,306,,15,60,9,15,60,9,9,15,60,9,,9,15,60,9,,,,,,,,,,,,,,,,
FirstDetect,306,,50,50,,,50,50,,,,,,,50,50,50,,,,,,,,,,,,,,,,
LastDetect,306,,0,0,,,0,0,,,,,,,0,0,0,,,,,,,,,,,,,,,,
DetectPhase1,306,,4,2,,,2,4,,,,,,,1,1,1,,,,,,,,,,,,,,,,
DetectPhase2,306,,0,4,,,0,0,,,,,,,0,0,0,,,,,,,,,,,,,,,,
DetectPhase3,306,,0,0,,,0,0,,,,,,,0,0,0,,,,,,,,,,,,,,,,
DetectPhase4,306,,0,0,,,0,0,,,,,,,0,0,0,,,,,,,,,,,,,,,,
SwitchPhase,306,,0,0,,,0,0,,,,,,,0,0,0,,,,,,,,,,,,,,,,
numDetects,306,,1,1,,,1,1,,,,,,,1,1,1,,,,,,,,,,,,,,,,
DetectPos1,306,,0,0,,,0,0,,,,,,,0,0,0,,,,,,,,,,,,,,,,
DetectSize1,306,,50,50,,,50,50,,,,,,,50,50,50,,,,,,,,,,,,,,,,
DetectType1,306,,3,3,,,3,3,,,,,,,3,3,3,,,,,,,,,,,,,,,,
DetectExtend1,306,,0,0,,,0,0,,,,,,,0,0,0,,,,,,,,,,,,,,,,
DetectQueue1,306,,0,0,,,0,0,,,,,,,0,0,0,,,,,,,,,,,,,,,,
DetectDelay1,306,,0,0,,,0,0,,,,,,,0,0,0,,,,,,,,,,,,,,,,
Exit Lanes,306,,,0,,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,,
CBD,306,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Traffic in shared lane,306,,,,,,,,,,,,,,*50,,*32,,,,,,,,,,,,,,,,
Lane Group Flow,306,,409,818,0,0,535,185,0,0,0,0,,0,344,512,288,,,,,,,,,,,,,,,,
Up Node,317,,,,,,,,390,,390,390,,17,17,17,,386,,386,,,,,,,,,,,,,
Dest Node,317,,,,,,,,390,,17,386,,17,386,390,,390,,17,,,,,,,,,,,,,
Lanes,317,,,,,,,,0,,1,0,,0,0,2,,0,,1,,,,,,,,,,,,,
Shared,317,,,,,,,,,,0,,,,0,0,,0,,,,,,,,,,,,,,,
Width,317,,,,,,,,12,,12,12,,12,12,12,,12,,12,,,,,,,,,,,,,
Storage,317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taper,317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StLanes,317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grade,317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speed,317,,,,,,,,,,30,,,,,30,,30,,,,,,,,,,,,,,,
SignControl,317,,,,,,,,,,1,,,,,1,,1,,,,,,,,,,,,,,,
IdealFlow,317,,,,,,,,1900,,1900,1900,,1900,1900,1900,,1900,,1900,,,,,,,,,,,,,
SatFlow,317,,,,,,,,0,,1863,0,,0,0,3539,,0,,1863,,,,,,,,,,,,,
SatFlowPerm,317,,,,,,,,0,,1863,0,,0,0,3539,,0,,1863,,,,,,,,,,,,,
Allow RTOR,317,,,,,,,,1,,1,1,,1,1,1,,1,,1,,,,,,,,,,,,,
SatFlowRTOR,317,,,,,,,,0,,0,0,,0,0,0,,0,,0,,,,,,,,,,,,,
Volume,317,,,,,,,,0,,0,0,,0,0,0,,0,,0,,,,,,,,,,,,,
Peds,317,,,,,,,,0,,0,0,,0,0,0,,0,,0,,,,,,,,,,,,,
Bicycles,317,,,,,,,,0,,0,0,,0,0,0,,0,,0,,,,,,,,,,,,,
PHF,317,,,,,,,,0.92,,0.92,0.92,,0.92,0.92,0.92,,0.92,,0.92,,,,,,,,,,,,,
Growth,317,,,,,,,,100,,100,100,,100,100,100,,100,,100,,,,,,,,,,,,,
HeavyVehicles,317,,,,,,,,2,,2,2,,2,2,2,,2,,2,,,,,,,,,,,,,
BusStops,317,,,,,,,,0,,0,0,,0,0,0,,0,,0,,,,,,,,,,,,,
Midblock,317,,,,,,,,,,0,,,,,0,,0,,,,,,,,,,,,,,,
Distance,317,,,,,,,,,,387,,,,,1029,,397,,,,,,,,,,,,,,,
TravelTime,317,,,,,,,,,,8.8,,,,,23.4,,9,,,,,,,,,,,,,,,
Right Channeled,317,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,,,,
Alignment,317,,,,,,,,3,,0,1,,3,0,0,,0,,1,,,,,,,,,,,,,
Enter Blocked,317,,,,,,,,0,,0,0,,0,0,0,,0,,0,,,,,,,,,,,,,
HeadwayFact,317,,,,,,,,1,,1,1,,1,1,1,,1,,1,,,,,,,,,,,,,
Turning Speed,317,,,,,,,,9,,60,9,,9,15,60,,15,,9,,,,,,,,,,,,,
FirstDetect,317,,,,,,,,,,50,,,,,50,,,,50,,,,,,,,,,,,,
LastDetect,317,,,,,,,,,,0,,,,,0,,,,0,,,,,,,,,,,,,
Exit Lanes,317,,,,,,,,,,0,,,,,0,,0,,,,,,,,,,,,,,,
CBD,317,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
Lane Group Flow,317,,,,,,,,0,,0,0,,0,0,0,,0,,0,,,,,,,,,,,,,
Up Node,322,,8055,8055,8055,7010,7010,7010,22,22,22,22,,5216,5216,5216,5216,,,,,,,,,,,,,,,,
Dest Node,322,,22,7010,5216,5216,8055,22,22,7010,5216,8055,,5216,8055,22,7010,,,,,,,,,,,,,,,,
Lanes,322,,1,2,1,0,0,0,0,1,2,0,,0,0,3,0,,,,,,,,,,,,,,,,
Shared,322,,0,3,,0,0,,,0,0,,,,0,2,,,,,,,,,,,,,,,,,
Width,322,,12,12,12,12,12,12,12,12,12,12,,12,12,12,12,,,,,,,,,,,,,,,,
Storage,322,,280,,280,,,,,,,,,,240,,,,,,,,,,,,,,,,,,
Taper,322,,25,,25,,,,,,,,,,25,,,,,,,,,,,,,,,,,,
StLanes,322,,1,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
Grade,322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speed,322,,,30,,,30,,,,40,,,,,40,,,,,,,,,,,,,,,,,
Phase1,322,,,1,,,,,,4,2,,,,,2,,,,,,,,,,,,,,,,,
Phase2,322,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,
PermPhase1,322,,1,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,
PermPhase2,322,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,
LostTime,322,,3,3,3,3,3,3,3,3,3,3,,3,3,3,3,,,,,,,,,,,,,,,,
Lost Time Adjust,322,,-3,-3,-3,-1,-1,-1,-1,-3,-3,-1,,-1,-1,-3,-1,,,,,,,,,,,,,,,,
IdealFlow,322,,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,,1900,1900,1900,1900,,,,,,,,,,,,,,,,
SatFlow,322,,1610,3133,1441,0,0,0,0,1770,3539,0,,0,0,5019,0,,,,,,,,,,,,,,,,
SatFlowPerm,322,,1610,3133,1418,0,0,0,0,263,3539,0,,0,0,5019,0,,,,,,,,,,,,,,,,
Allow RTOR,322,,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,,,,,,,,,,,,,,,
SatFlowRTOR,322,,0,0,89,0,0,0,0,0,0,0,,0,0,17,0,,,,,,,,,,,,,,,,
Volume,322,,517,302,52,0,0,0,0,50,106,0,,0,0,1046,97,,,,,,,,,,,,,,,,
Peds,322,,0,0,4,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,
Bicycles,322,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,
PHF,322,,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,,0.9,0.9,0.9,0.9,,,,,,,,,,,,,,,,
Growth,322,,100,100,100,100,100,100,100,100,100,100,,100,100,100,100,,,,,,,,,,,,,,,,
HeavyVehicles,322,,2,2,2,2,2,2,2,2,2,2,,2,2,2,2,,,,,,,,,,,,,,,,
BusStops,322,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,
Midblock,322,,,0,,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,,
Distance,322,,,2690,,,1007,,,,500,,,,,300,,,,,,,,,,,,,,,,,
TravelTime,322,,,61.1,,,22.9,,,,8.5,,,,,5.1,,,,,,,,,,,,,,,,,
Right Channeled,322,,,,0,,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,
Alignment,322,,0,0,1,0,0,1,3,0,0,1,,3,0,0,1,,,,,,,,,,,,,,,,
Enter Blocked,322,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,
HeadwayFact,322,,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,,,,,,,,,,,,,,,
Turning Speed,322,,15,60,9,15,60,9,9,15,60,9,,9,15,60,9,,,,,,,,,,,,,,,,
FirstDetect,322,,50,50,50,,,,,50,50,,,,,50,,,,,,,,,,,,,,,,,
LastDetect,322,,0,0,0,,,,,0,0,,,,,0,,,,,,,,,,,,,,,,,
DetectPhase1,322,,1,1,1,,,,,4,2,,,,,2,,,,,,,,,,,,,,,,,
DetectPhase2,322,,0,0,0,,,,,0,4,,,,,0,,,,,,,,,,,,,,,,,
DetectPhase3,322,,0,0,0,,,,,0,0,,,,,0,,,,,,,,,,,,,,,,,
DetectPhase4,322,,0,0,0,,,,,0,0,,,,,0,,,,,,,,,,,,,,,,,
SwitchPhase,322,,0,0,0,,,,,0,0,,,,,0,,,,,,,,,,,,,,,,,
numDetects,322,,1,1,1,,,,,1,1,,,,,1,,,,,,,,,,,,,,,,,
DetectPos1,322,,0,0,0,,,,,0,0,,,,,0,,,,,,,,,,,,,,,,,
DetectSize1,322,,50,50,50,,,,,50,50,,,,,50,,,,,,,,,,,,,,,,,
DetectType1,322,,3,3,3,,,,,3,3,,,,,3,,,,,,,,,,,,,,,,,
DetectExtend1,322,,0,0,0,,,,,0,0,,,,,0,,,,,,,,,,,,,,,,,
DetectQueue1,322,,0,0,0,,,,,0,0,,,,,0,,,,,,,,,,,,,,,,,
DetectDelay1,322,,0,0,0,,,,,0,0,,,,,0,,,,,,,,,,,,,,,,,
Exit Lanes,322,,,0,,,0,,,,0,,,,,0,,,,,,,,,,,,,,,,,
CBD,322,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Traffic in shared lane,322,,*47,,*0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lane Group Flow,322,,304,606,58,0,0,0,0,56,118,0,,0,0,1270,0,,,,,,,,,,,,,,,,
Up Node,329,,,7004,7004,8,8,,,,,,,,,,,,,,,330,,330,,,,,,,,,
Dest Node,329,,,8,330,330,7004,,,,,,,,,,,,,,,7004,,8,,,,,,,,,
Lanes,329,,,0,0,0,2,,,,,,,,,,,,,,,0,,2,,,,,,,,,
Shared,329,,,0,,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,
Width,329,,,12,12,12,12,,,,,,,,,,,,,,,12,,12,,,,,,,,,
Storage,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taper,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StLanes,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grade,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speed,329,,,35,,,35,,,,,,,,,,,,,,,35,,,,,,,,,,,
SignControl,329,,,1,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,
IdealFlow,329,,,1900,1900,1900,1900,,,,,,,,,,,,,,,1900,,1900,,,,,,,,,
SatFlow,329,,,0,0,0,3539,,,,,,,,,,,,,,,0,,3278,,,,,,,,,
SatFlowPerm,329,,,0,0,0,3539,,,,,,,,,,,,,,,0,,3278,,,,,,,,,
Allow RTOR,329,,,1,1,1,1,,,,,,,,,,,,,,,1,,1,,,,,,,,,
SatFlowRTOR,329,,,0,0,0,0,,,,,,,,,,,,,,,0,,0,,,,,,,,,
Volume,329,,,0,0,0,0,,,,,,,,,,,,,,,0,,0,,,,,,,,,
Peds,329,,,0,0,0,0,,,,,,,,,,,,,,,0,,0,,,,,,,,,
Bicycles,329,,,0,0,0,0,,,,,,,,,,,,,,,0,,0,,,,,,,,,
PHF,329,,,0.92,0.92,0.92,0.92,,,,,,,,,,,,,,,0.92,,0.92,,,,,,,,,
Growth,329,,,100,100,100,100,,,,,,,,,,,,,,,100,,100,,,,,,,,,
HeavyVehicles,329,,,2,2,2,2,,,,,,,,,,,,,,,2,,2,,,,,,,,,
BusStops,329,,,0,0,0,0,,,,,,,,,,,,,,,0,,0,,,,,,,,,
Midblock,329,,,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,
Distance,329,,,2358,,,342,,,,,,,,,,,,,,,1236,,,,,,,,,,,
TravelTime,329,,,45.9,,,6.7,,,,,,,,,,,,,,,24.1,,,,,,,,,,,
Right Channeled,329,,,,0,,0,,,,,,,,,,,,,,,,,0,,,,,,,,,
Alignment,329,,,0,1,0,0,,,,,,,,,,,,,,,0,,1,,,,,,,,,
Enter Blocked,329,,,0,0,0,0,,,,,,,,,,,,,,,0,,0,,,,,,,,,
HeadwayFact,329,,,1,1,1,1,,,,,,,,,,,,,,,1,,1,,,,,,,,,
Turning Speed,329,,,60,9,15,60,,,,,,,,,,,,,,,15,,9,,,,,,,,,
FirstDetect,329,,,,,,50,,,,,,,,,,,,,,,,,50,,,,,,,,,
LastDetect,329,,,,,,0,,,,,,,,,,,,,,,,,0,,,,,,,,,
Exit Lanes,329,,,0,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,
CBD,329,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lane Group Flow,329,,,0,0,0,0,,,,,,,,,,,,,,,0,,0,,,,,,,,,
Up Node,331,,,,,334,,334,332,332,332,,,333,,333,333,,,,,,,,,,,,,,,,
Dest Node,331,,,,,333,,332,332,334,333,,,333,,332,334,,,,,,,,,,,,,,,,
Lanes,331,,,,,2,,0,0,1,1,,,0,,0,0,,,,,,,,,,,,,,,,
