lane_id,link_id,lane_num,length_feet,speed_mph,volume,numDetects,type,up_node,dest_node
7297_89_-1,7297_89,-1,42.672000000000004,13.4112,88,1,left,7297,88
7296_89_1,7296_89,-1,243.84,13.4112,22,1,thru,7296,7297
7296_89_-1,7296_89,-1,45.72,13.4112,49,1,left,7296,91
88_89_1,88_89,-1,399.288,17.8816,808,1,thru,88,91
88_89_2,88_89,-1,399.288,17.8816,808,1,thru,88,91
88_89_3,88_89,-1,399.288,17.8816,808,1,thru,88,91
88_89_-1,88_89,-1,45.72,17.8816,21,1,left,88,7296
91_89_1,91_89,-1,746.76,15.6464,1593,1,thru,91,88
91_89_2,91_89,-1,746.76,15.6464,1593,1,thru,91,88
91_89_-1,91_89,-1,45.72,15.6464,137,1,left,91,7297
83_90_1,83_90,-1,483.4128,20.1168,1124,1,thru,83,80
83_90_2,83_90,-1,483.4128,20.1168,1124,1,thru,83,80
83_90_3,83_90,-1,483.4128,20.1168,1124,1,thru,83,80
83_90_4,83_90,-1,147.828,20.1168,366,1,right,83,305
80_90_1,80_90,-1,370.332,20.1168,923,1,thru,80,83
80_90_2,80_90,-1,370.332,20.1168,923,1,thru,80,83
80_90_3,80_90,-1,370.332,20.1168,923,1,thru,80,83
80_90_-1,80_90,-1,141.732,20.1168,324,1,left,80,305
84_90_1,84_90,-1,480.06,20.1168,0,1,thru,84,305
84_90_-1,84_90,-1,480.06,20.1168,429,1,left,84,80
117_91_1,117_91,-1,538.8864,15.6464,953,1,thru,117,71
117_91_2,117_91,-1,538.8864,15.6464,953,1,thru,117,71
117_91_-1,117_91,-1,45.72,15.6464,261,1,left,117,89
71_91_1,71_91,-1,804.672,15.6464,325,1,thru,71,117
71_91_2,71_91,-1,804.672,15.6464,325,1,thru,71,117
71_91_3,71_91,-1,51.816,15.6464,186,1,right,71,89
71_91_-1,71_91,-1,51.816,15.6464,87,1,left,71,548
89_91_1,89_91,-1,746.76,15.6464,463,1,thru,89,548
89_91_2,89_91,-1,746.76,15.6464,463,1,thru,89,548
89_91_3,89_91,-1,746.76,15.6464,463,1,thru,89,548
89_91_4,89_91,-1,53.34,15.6464,148,1,right,89,117
89_91_-1,89_91,-1,53.34,15.6464,174,1,left,89,71
548_91_1,548_91,-1,140.8176,15.6464,1015,1,thru,548,89
548_91_2,548_91,-1,140.8176,15.6464,1015,1,thru,548,89
548_91_3,548_91,-1,60.96,15.6464,155,1,right,548,71
548_91_-1,548_91,-1,60.96,15.6464,51,1,left,548,117
112_92_1,112_92,-1,804.672,13.4112,199,1,thru,112,74
112_92_-1,112_92,-1,22.86,13.4112,55,1,left,112,548
74_92_1,74_92,-1,804.672,13.4112,71,1,thru,74,112
74_92_-1,74_92,-1,45.72,13.4112,37,1,left,74,95
548_92_1,548_92,-1,313.3344,15.6464,672,1,thru,548,95
548_92_2,548_92,-1,313.3344,15.6464,672,1,thru,548,95
548_92_-1,548_92,-1,28.956000000000003,15.6464,52,1,left,548,74
95_92_1,95_92,-1,402.336,17.8816,1395,1,thru,95,548
95_92_2,95_92,-1,402.336,17.8816,1395,1,thru,95,548
95_92_-1,95_92,-1,32.004000000000005,17.8816,75,1,left,95,112
94_93_1,94_93,-1,292.608,15.6464,2188,1,thru,94,82
94_93_2,94_93,-1,292.608,15.6464,2188,1,thru,94,82
94_93_3,94_93,-1,292.608,15.6464,2188,1,thru,94,82
82_93_1,82_93,-1,307.848,15.6464,580,1,thru,82,94
82_93_2,82_93,-1,307.848,15.6464,580,1,thru,82,94
82_93_3,82_93,-1,307.848,15.6464,580,1,thru,82,94
82_93_-1,82_93,-1,30.48,15.6464,45,1,left,82,7244
7244_93_1,7244_93,-1,243.84,13.4112,99,1,right,7244,82
7244_93_-1,7244_93,-1,243.84,13.4112,0,1,left,7244,94
106_94_1,106_94,-1,441.96000000000004,15.6464,1730,1,thru,106,93
106_94_2,106_94,-1,441.96000000000004,15.6464,1730,1,thru,106,93
106_94_3,106_94,-1,441.96000000000004,15.6464,1730,1,thru,106,93
106_94_-1,106_94,-1,76.2,15.6464,317,1,left,106,549
106_94_-2,106_94,-2,76.2,15.6464,317,1,left,106,549
93_94_1,93_94,-1,292.608,15.6464,450,1,thru,93,106
93_94_2,93_94,-1,292.608,15.6464,450,1,thru,93,106
93_94_3,93_94,-1,292.608,15.6464,450,1,thru,93,106
93_94_-1,93_94,-1,73.152,15.6464,128,1,left,93,96
93_94_-2,93_94,-2,73.152,15.6464,128,1,left,93,96
549_94_1,549_94,-1,68.8848,20.1168,405,1,thru,549,96
549_94_2,549_94,-1,68.8848,20.1168,405,1,thru,549,96
549_94_3,549_94,-1,68.8848,20.1168,405,1,thru,549,96
549_94_-1,549_94,-1,45.72,20.1168,153,1,left,549,93
96_94_1,96_94,-1,344.42400000000004,20.1168,1128,1,thru,96,549
96_94_2,96_94,-1,344.42400000000004,20.1168,1128,1,thru,96,549
96_94_3,96_94,-1,344.42400000000004,20.1168,442,1,right,96,93
96_94_-1,96_94,-1,30.48,20.1168,138,1,left,96,106
92_95_1,92_95,-1,402.336,17.8816,653,1,thru,92,549
92_95_2,92_95,-1,402.336,17.8816,653,1,thru,92,549
549_95_1,549_95,-1,342.59520000000003,20.1168,1369,1,thru,549,92
549_95_2,549_95,-1,342.59520000000003,20.1168,1369,1,thru,549,92
7298_96_1,7298_96,-1,243.84,13.4112,7,1,thru,7298,7272
7298_96_2,7298_96,-1,7.62,13.4112,23,1,right,7298,97
7272_96_1,7272_96,-1,121.92,13.4112,9,1,thru,7272,7298
7272_96_2,7272_96,-1,6.096,13.4112,90,1,right,7272,94
94_96_1,94_96,-1,344.42400000000004,20.1168,652,1,thru,94,97
94_96_2,94_96,-1,344.42400000000004,20.1168,652,1,thru,94,97
94_96_3,94_96,-1,344.42400000000004,20.1168,652,1,thru,94,97
94_96_-1,94_96,-1,21.336000000000002,20.1168,56,1,left,94,7272
97_96_1,97_96,-1,454.15200000000004,20.1168,1399,1,thru,97,94
97_96_2,97_96,-1,454.15200000000004,20.1168,1399,1,thru,97,94
97_96_3,97_96,-1,454.15200000000004,20.1168,1399,1,thru,97,94
97_96_-1,97_96,-1,39.624,20.1168,27,1,left,97,7298
7304_97_1,7304_97,-1,213.36,13.4112,34,1,thru,7304,7271
7304_97_2,7304_97,-1,30.48,13.4112,30,1,right,7304,99
7271_97_1,7271_97,-1,182.88,13.4112,18,1,thru,7271,7304
7271_97_-1,7271_97,-1,36.576,13.4112,74,1,left,7271,99
96_97_1,96_97,-1,454.15200000000004,20.1168,691,1,thru,96,99
96_97_2,96_97,-1,454.15200000000004,20.1168,691,1,thru,96,99
96_97_3,96_97,-1,454.15200000000004,20.1168,691,1,thru,96,99
96_97_-1,96_97,-1,45.72,20.1168,26,1,left,96,7271
99_97_1,99_97,-1,801.624,20.1168,1504,1,thru,99,96
99_97_2,99_97,-1,801.624,20.1168,1504,1,thru,99,96
99_97_3,99_97,-1,801.624,20.1168,1504,1,thru,99,96
99_97_-1,99_97,-1,45.72,20.1168,46,1,left,99,7304
114_99_1,114_99,-1,816.864,17.8816,1048,1,thru,114,525
114_99_2,114_99,-1,816.864,17.8816,1048,1,thru,114,525
114_99_-1,114_99,-1,53.34,17.8816,245,1,left,114,97
114_99_-2,114_99,-2,53.34,17.8816,245,1,left,114,97
525_99_1,525_99,-1,804.672,17.8816,371,1,thru,525,114
525_99_2,525_99,-1,804.672,17.8816,371,1,thru,525,114
525_99_3,525_99,-1,91.44,17.8816,112,1,right,525,97
525_99_-1,525_99,-1,57.912000000000006,17.8816,124,1,left,525,102
525_99_-2,525_99,-2,57.912000000000006,17.8816,124,1,left,525,102
97_99_1,97_99,-1,801.624,20.1168,548,1,thru,97,102
97_99_2,97_99,-1,801.624,20.1168,548,1,thru,97,102
97_99_3,97_99,-1,801.624,20.1168,548,1,thru,97,102
97_99_-1,97_99,-1,57.912000000000006,20.1168,130,1,left,97,525
97_99_-2,97_99,-2,57.912000000000006,20.1168,130,1,left,97,525
102_99_1,102_99,-1,1057.656,20.1168,1132,1,thru,102,97
102_99_2,102_99,-1,1057.656,20.1168,1132,1,thru,102,97
102_99_3,102_99,-1,1057.656,20.1168,1132,1,thru,102,97
102_99_-1,102_99,-1,59.436,20.1168,114,1,left,102,114
102_99_-2,102_99,-2,59.436,20.1168,114,1,left,102,114
2_101_1,2_101,-1,808.3296,15.6464,0,1,thru,2,360
2_101_-1,2_101,-1,30.48,15.6464,0,1,left,2,362
360_101_1,360_101,-1,293.5224,15.6464,0,1,thru,360,2
360_101_-1,360_101,-1,16.764,15.6464,0,1,left,360,361
362_101_1,362_101,-1,231.34320000000002,15.6464,0,1,thru,362,361
362_101_-1,362_101,-1,30.48,15.6464,0,1,left,362,360
361_101_1,361_101,-1,267.6144,15.6464,0,1,thru,361,362
361_101_-1,361_101,-1,30.48,15.6464,0,1,left,361,2
7299_102_1,7299_102,-1,152.4,13.4112,1,1,thru,7299,5276
5276_102_1,5276_102,-1,86.86800000000001,13.4112,1,1,thru,5276,7299
99_102_1,99_102,-1,1057.656,20.1168,1052,1,thru,99,103
99_102_2,99_102,-1,1057.656,20.1168,1052,1,thru,99,103
99_102_3,99_102,-1,1057.656,20.1168,1052,1,thru,99,103
99_102_-1,99_102,-1,42.672000000000004,20.1168,25,1,left,99,5276
103_102_1,103_102,-1,521.208,20.1168,1850,1,thru,103,99
103_102_2,103_102,-1,521.208,20.1168,1850,1,thru,103,99
103_102_3,103_102,-1,521.208,20.1168,1850,1,thru,103,99
103_102_-1,103_102,-1,42.672000000000004,20.1168,105,1,left,103,7299
5277_103_1,5277_103,-1,176.47920000000002,17.8816,539,1,thru,5277,5291
5277_103_2,5277_103,-1,176.47920000000002,17.8816,539,1,thru,5277,5291
5277_103_3,5277_103,-1,67.056,17.8816,421,1,right,5277,102
5277_103_-1,5277_103,-1,176.47920000000002,17.8816,428,1,left,5277,303
102_103_1,102_103,-1,521.208,20.1168,568,1,thru,102,303
102_103_2,102_103,-1,521.208,20.1168,568,1,thru,102,303
102_103_3,102_103,-1,521.208,20.1168,568,1,thru,102,303
102_103_4,102_103,-1,521.208,20.1168,568,1,thru,102,303
102_103_5,102_103,-1,521.208,20.1168,568,1,thru,102,303
102_103_6,102_103,-1,64.00800000000001,20.1168,320,1,right,102,5291
303_103_1,303_103,-1,152.4,20.1168,1152,1,thru,303,102
303_103_2,303_103,-1,152.4,20.1168,1152,1,thru,303,102
303_103_3,303_103,-1,152.4,20.1168,1152,1,thru,303,102
303_103_-1,303_103,-1,152.4,20.1168,349,1,left,303,5291
303_103_-2,303_103,-2,152.4,20.1168,349,1,left,303,5291
109_104_1,109_104,-1,396.24,17.8816,1198,1,thru,109,86
109_104_2,109_104,-1,396.24,17.8816,1198,1,thru,109,86
109_104_-1,109_104,-1,45.72,17.8816,94,1,left,109,7057
86_104_1,86_104,-1,414.528,17.8816,640,1,thru,86,109
86_104_2,86_104,-1,414.528,17.8816,640,1,thru,86,109
86_104_-1,86_104,-1,45.72,17.8816,62,1,left,86,7251
7057_104_1,7057_104,-1,243.84,13.4112,3,1,thru,7057,7251
7057_104_2,7057_104,-1,36.576,13.4112,11,1,right,7057,109
7057_104_-1,7057_104,-1,36.576,13.4112,19,1,left,7057,86
7251_104_1,7251_104,-1,243.84,13.4112,7,1,thru,7251,7057
7251_104_-1,7251_104,-1,30.48,13.4112,20,1,left,7251,109
5243_105_1,5243_105,-1,286.8168,20.1168,1556,1,thru,5243,109
5243_105_2,5243_105,-1,286.8168,20.1168,1556,1,thru,5243,109
5243_105_-1,5243_105,-1,44.196000000000005,20.1168,281,1,left,5243,5242
109_105_1,109_105,-1,402.336,20.1168,453,1,thru,109,5243
109_105_2,109_105,-1,402.336,20.1168,453,1,thru,109,5243
109_105_3,109_105,-1,182.88,20.1168,15,1,right,109,5242
109_105_-1,109_105,-1,32.004000000000005,20.1168,58,1,left,109,7252
5242_105_1,5242_105,-1,130.1496,13.4112,3,1,thru,5242,7252
5242_105_2,5242_105,-1,45.72,13.4112,14,1,right,5242,5243
5242_105_-1,5242_105,-1,45.72,13.4112,5,1,left,5242,109
7252_105_1,7252_105,-1,243.84,13.4112,19,1,thru,7252,5242
7252_105_-1,7252_105,-1,32.004000000000005,13.4112,15,1,left,7252,5243
113_106_1,113_106,-1,362.71200000000005,15.6464,2026,1,thru,113,94
113_106_2,113_106,-1,362.71200000000005,15.6464,2026,1,thru,113,94
113_106_3,113_106,-1,362.71200000000005,15.6464,2026,1,thru,113,94
113_106_-1,113_106,-1,30.48,15.6464,51,1,left,113,7255
94_106_1,94_106,-1,441.96000000000004,15.6464,653,1,thru,94,113
94_106_2,94_106,-1,441.96000000000004,15.6464,653,1,thru,94,113
94_106_3,94_106,-1,441.96000000000004,15.6464,653,1,thru,94,113
94_106_-1,94_106,-1,45.72,15.6464,5,1,left,94,7256
7255_106_1,7255_106,-1,243.84,13.4112,1,1,thru,7255,7256
7255_106_-1,7255_106,-1,15.24,13.4112,13,1,left,7255,94
7256_106_1,7256_106,-1,243.84,13.4112,3,1,thru,7256,7255
7256_106_-1,7256_106,-1,18.288,13.4112,1,1,left,7256,113
108_107_1,108_107,-1,387.096,20.1168,0,1,thru,108,456
108_107_2,108_107,-1,387.096,20.1168,0,1,thru,108,456
108_107_3,108_107,-1,387.096,20.1168,0,1,thru,108,456
108_107_-1,108_107,-1,45.72,20.1168,0,1,left,108,430
456_107_1,456_107,-1,283.464,20.1168,0,1,thru,456,108
456_107_2,456_107,-1,283.464,20.1168,0,1,thru,456,108
456_107_3,456_107,-1,79.248,20.1168,0,1,right,456,430
456_107_-1,456_107,-1,45.72,20.1168,0,1,left,456,431
430_107_1,430_107,-1,187.7568,13.4112,0,1,thru,430,431
430_107_2,430_107,-1,187.7568,13.4112,0,1,right,430,108
430_107_-1,430_107,-1,77.724,13.4112,0,1,left,430,456
431_107_1,431_107,-1,128.32080000000002,13.4112,0,1,thru,431,430
431_107_2,431_107,-1,128.32080000000002,13.4112,0,1,right,431,456
118_108_1,118_108,-1,804.672,20.1168,0,1,thru,118,107
118_108_2,118_108,-1,804.672,20.1168,0,1,thru,118,107
118_108_3,118_108,-1,804.672,20.1168,0,1,thru,118,107
118_108_4,118_108,-1,59.436,20.1168,0,1,right,118,473
118_108_-1,118_108,-1,59.436,20.1168,0,1,left,118,363
107_108_1,107_108,-1,387.096,20.1168,0,1,thru,107,118
107_108_2,107_108,-1,387.096,20.1168,0,1,thru,107,118
107_108_3,107_108,-1,59.436,20.1168,0,1,right,107,363
107_108_-1,107_108,-1,59.436,20.1168,0,1,left,107,473
363_108_1,363_108,-1,303.276,13.4112,0,1,thru,363,473
363_108_2,363_108,-1,303.276,13.4112,0,1,thru,363,473
363_108_-1,363_108,-1,50.292,13.4112,0,1,left,363,107
473_108_1,473_108,-1,422.4528,13.4112,0,1,thru,473,363
473_108_2,473_108,-1,76.2,13.4112,0,1,right,473,107
473_108_-1,473_108,-1,59.436,13.4112,0,1,left,473,118
105_109_1,105_109,-1,402.336,20.1168,1207,1,thru,105,104
105_109_2,105_109,-1,402.336,20.1168,1207,1,thru,105,104
105_109_-1,105_109,-1,45.72,20.1168,174,1,left,105,478
104_109_1,104_109,-1,396.24,17.8816,504,1,thru,104,105
104_109_2,104_109,-1,396.24,17.8816,504,1,thru,104,105
104_109_-1,104_109,-1,44.196000000000005,17.8816,63,1,left,104,5240
478_109_1,478_109,-1,436.77840000000003,13.4112,2,1,thru,478,5240
478_109_2,478_109,-1,436.77840000000003,13.4112,2,1,thru,478,5240
478_109_-1,478_109,-1,21.336000000000002,13.4112,19,1,left,478,104
5240_109_1,5240_109,-1,649.224,15.6464,31,1,thru,5240,478
5240_109_2,5240_109,-1,649.224,15.6464,31,1,thru,5240,478
5240_109_-1,5240_109,-1,60.96,15.6464,36,1,left,5240,105
5244_110_1,5244_110,-1,579.12,15.6464,0,1,thru,5244,5239
5244_110_2,5244_110,-1,60.96,15.6464,0,1,right,5244,5241
5244_110_-1,5244_110,-1,45.72,15.6464,0,1,left,5244,5240
5239_110_1,5239_110,-1,749.808,15.6464,0,1,thru,5239,5244
5239_110_-1,5239_110,-1,45.72,15.6464,0,1,left,5239,5241
5240_110_1,5240_110,-1,152.4,15.6464,0,1,thru,5240,5241
5240_110_2,5240_110,-1,152.4,15.6464,0,1,thru,5240,5241
5240_110_-1,5240_110,-1,47.244,15.6464,0,1,left,5240,5239
5241_110_1,5241_110,-1,91.44,15.6464,0,1,thru,5241,5240
5241_110_2,5241_110,-1,91.44,15.6464,0,1,thru,5241,5240
5241_110_-1,5241_110,-1,59.436,15.6464,0,1,left,5241,5244
124_111_1,124_111,-1,798.576,13.4112,0,1,thru,124,117
124_111_2,124_111,-1,798.576,13.4112,0,1,thru,124,117
124_111_-1,124_111,-1,45.72,13.4112,0,1,left,124,7254
117_111_1,117_111,-1,272.1864,13.4112,0,1,thru,117,124
117_111_2,117_111,-1,272.1864,13.4112,0,1,thru,117,124
117_111_-1,117_111,-1,44.196000000000005,13.4112,0,1,left,117,112
7254_111_1,7254_111,-1,326.136,13.4112,0,1,thru,7254,112
7254_111_-1,7254_111,-1,22.86,13.4112,0,1,left,7254,117
112_111_1,112_111,-1,441.96000000000004,13.4112,0,1,thru,112,7254
112_111_2,112_111,-1,24.384,13.4112,0,1,right,112,117
112_111_-1,112_111,-1,24.384,13.4112,0,1,left,112,124
5265_112_1,5265_112,-1,728.472,13.4112,0,,thru,5265,92
5265_112_2,5265_112,-1,28.956000000000003,13.4112,0,,right,5265,113
5265_112_-1,5265_112,-1,28.956000000000003,13.4112,0,,left,5265,111
92_112_1,92_112,-1,804.672,13.4112,0,,thru,92,5265
92_112_-1,92_112,-1,30.48,13.4112,0,,left,92,113
111_112_1,111_112,-1,441.96000000000004,13.4112,0,,thru,111,113
111_112_2,111_112,-1,30.48,13.4112,0,,right,111,5265
111_112_-1,111_112,-1,30.48,13.4112,0,,left,111,92
113_112_1,113_112,-1,813.816,13.4112,0,,thru,113,111
113_112_-1,113_112,-1,32.004000000000005,13.4112,0,,left,113,5265
127_113_1,127_113,-1,804.672,17.8816,2119,1,thru,127,106
127_113_2,127_113,-1,804.672,17.8816,2119,1,thru,127,106
127_113_3,127_113,-1,804.672,17.8816,2119,1,thru,127,106
127_113_-1,127_113,-1,45.72,17.8816,52,1,left,127,112
106_113_1,106_113,-1,362.71200000000005,15.6464,704,1,thru,106,127
106_113_2,106_113,-1,362.71200000000005,15.6464,704,1,thru,106,127
106_113_3,106_113,-1,362.71200000000005,15.6464,704,1,thru,106,127
106_113_-1,106_113,-1,33.528,15.6464,13,1,left,106,7257
112_113_1,112_113,-1,813.816,13.4112,6,1,thru,112,7257
112_113_-1,112_113,-1,27.432000000000002,13.4112,13,1,left,112,106
7257_113_1,7257_113,-1,1033.5768,13.4112,31,1,thru,7257,112
7257_113_2,7257_113,-1,30.48,13.4112,49,1,right,7257,106
115_114_1,115_114,-1,195.072,15.6464,1369,1,thru,115,99
115_114_2,115_114,-1,195.072,15.6464,1369,1,thru,115,99
115_114_-1,115_114,-1,44.196000000000005,15.6464,30,1,left,115,7258
99_114_1,99_114,-1,816.864,17.8816,609,1,thru,99,115
99_114_2,99_114,-1,816.864,17.8816,609,1,thru,99,115
99_114_-1,99_114,-1,45.72,17.8816,22,1,left,99,7259
7258_114_1,7258_114,-1,243.84,13.4112,27,1,thru,7258,7259
7258_114_-1,7258_114,-1,22.86,13.4112,17,1,left,7258,99
7259_114_1,7259_114,-1,1086.9168,13.4112,26,1,thru,7259,7258
7259_114_-1,7259_114,-1,35.052,13.4112,13,1,left,7259,115
116_115_1,116_115,-1,192.024,15.6464,1385,1,thru,116,114
116_115_2,116_115,-1,192.024,15.6464,1385,1,thru,116,114
116_115_3,116_115,-1,192.024,15.6464,38,1,right,116,7305
116_115_-1,116_115,-1,30.48,15.6464,17,1,left,116,7292
114_115_1,114_115,-1,195.072,15.6464,619,1,thru,114,116
114_115_2,114_115,-1,195.072,15.6464,619,1,thru,114,116
114_115_-1,114_115,-1,30.48,15.6464,17,1,left,114,7305
7292_115_1,7292_115,-1,243.84,13.4112,0,1,thru,7292,7305
7292_115_-1,7292_115,-1,22.86,13.4112,10,1,left,7292,114
7305_115_1,7305_115,-1,39.0144,13.4112,0,1,thru,7305,7292
7305_115_-1,7305_115,-1,9.144,13.4112,8,1,left,7305,116
130_116_1,130_116,-1,405.384,15.6464,1272,1,thru,130,115
130_116_2,130_116,-1,405.384,15.6464,1272,1,thru,130,115
130_116_3,130_116,-1,405.384,15.6464,245,1,right,130,7288
115_116_1,115_116,-1,192.024,15.6464,605,1,thru,115,130
115_116_2,115_116,-1,192.024,15.6464,605,1,thru,115,130
115_116_-1,115_116,-1,45.72,15.6464,46,1,left,115,7288
7288_116_1,7288_116,-1,243.84,13.4112,139,1,right,7288,115
7288_116_-1,7288_116,-1,30.48,13.4112,196,1,left,7288,130
111_117_1,111_117,-1,272.1864,13.4112,2026,1,thru,111,91
111_117_2,111_117,-1,272.1864,13.4112,2026,1,thru,111,91
111_117_-1,111_117,-1,38.1,13.4112,51,1,left,111,452
91_117_1,91_117,-1,538.8864,15.6464,653,1,thru,91,111
91_117_2,91_117,-1,538.8864,15.6464,653,1,thru,91,111
91_117_-1,91_117,-1,36.576,15.6464,5,1,left,91,451
452_117_1,452_117,-1,173.73600000000002,13.4112,0,1,thru,452,451
452_117_-1,452_117,-1,6.096,13.4112,13,1,left,452,91
451_117_1,451_117,-1,170.07840000000002,13.4112,3,1,thru,451,452
451_117_-1,451_117,-1,32.004000000000005,13.4112,1,1,left,451,111
744_118_1,744_118,-1,1621.2312000000002,20.1168,1415,1,thru,744,108
744_118_2,744_118,-1,1621.2312000000002,20.1168,1415,1,thru,744,108
744_118_3,744_118,-1,1621.2312000000002,20.1168,1415,1,thru,744,108
744_118_-1,744_118,-1,59.436,20.1168,163,1,left,744,296
108_118_1,108_118,-1,804.672,20.1168,337,1,thru,108,744
108_118_2,108_118,-1,804.672,20.1168,337,1,thru,108,744
108_118_3,108_118,-1,30.48,20.1168,75,1,right,108,296
108_118_-1,108_118,-1,60.96,20.1168,122,1,left,108,476
296_118_1,296_118,-1,443.78880000000004,20.1168,516,1,thru,296,476
296_118_2,296_118,-1,443.78880000000004,20.1168,516,1,thru,296,476
296_118_-1,296_118,-1,73.152,20.1168,161,1,left,296,108
476_118_1,476_118,-1,301.752,20.1168,672,1,thru,476,296
476_118_2,476_118,-1,301.752,20.1168,672,1,thru,476,296
476_118_3,476_118,-1,62.484,20.1168,405,1,right,476,108
476_118_-1,476_118,-1,60.96,20.1168,106,1,left,476,744
365_119_1,365_119,-1,176.17440000000002,13.4112,0,1,thru,365,278
278_119_1,278_119,-1,187.7568,13.4112,0,1,thru,278,365
278_119_2,278_119,-1,45.72,13.4112,0,1,right,278,476
476_119_1,476_119,-1,259.08000000000004,20.1168,0,1,thru,476,120
476_119_2,476_119,-1,259.08000000000004,20.1168,0,1,thru,476,120
476_119_-1,476_119,-1,44.196000000000005,20.1168,0,1,left,476,278
120_119_1,120_119,-1,1058.8752,20.1168,0,1,thru,120,476
120_119_2,120_119,-1,1058.8752,20.1168,0,1,thru,120,476
120_119_3,120_119,-1,1058.8752,20.1168,0,1,thru,120,476
120_119_-1,120_119,-1,42.672000000000004,20.1168,0,1,left,120,365
5275_120_1,5275_120,-1,329.184,17.8816,1146,1,thru,5275,5243
5275_120_2,5275_120,-1,329.184,17.8816,1146,1,thru,5275,5243
5275_120_3,5275_120,-1,64.00800000000001,17.8816,117,1,right,5275,121
5275_120_-1,5275_120,-1,64.00800000000001,17.8816,464,1,left,5275,119
5275_120_-2,5275_120,-2,64.00800000000001,17.8816,464,1,left,5275,119
5243_120_1,5243_120,-1,109.42320000000001,20.1168,352,1,thru,5243,5275
5243_120_2,5243_120,-1,109.42320000000001,20.1168,352,1,thru,5243,5275
5243_120_3,5243_120,-1,109.42320000000001,20.1168,352,1,thru,5243,5275
5243_120_4,5243_120,-1,59.436,20.1168,67,1,right,5243,119
5243_120_-1,5243_120,-1,32.004000000000005,20.1168,71,1,left,5243,121
5243_120_-2,5243_120,-2,32.004000000000005,20.1168,71,1,left,5243,121
119_120_1,119_120,-1,1058.8752,20.1168,668,1,thru,119,121
119_120_2,119_120,-1,1058.8752,20.1168,668,1,thru,119,121
119_120_3,119_120,-1,68.58,20.1168,296,1,right,119,5275
119_120_-1,119_120,-1,48.768,20.1168,185,1,left,119,5243
119_120_-2,119_120,-2,48.768,20.1168,185,1,left,119,5243
121_120_1,121_120,-1,819.912,20.1168,1022,1,thru,121,119
121_120_2,121_120,-1,819.912,20.1168,1022,1,thru,121,119
121_120_3,121_120,-1,819.912,20.1168,1022,1,thru,121,119
121_120_4,121_120,-1,62.484,20.1168,494,1,right,121,5243
121_120_-1,121_120,-1,62.484,20.1168,121,1,left,121,5275
121_120_-2,121_120,-2,62.484,20.1168,121,1,left,121,5275
388_121_1,388_121,-1,75.2856,13.4112,479,1,thru,388,5245
388_121_2,388_121,-1,75.2856,13.4112,479,1,thru,388,5245
388_121_-1,388_121,-1,24.384,13.4112,165,1,left,388,120
5245_121_1,5245_121,-1,133.5024,15.6464,133,1,thru,5245,388
5245_121_2,5245_121,-1,133.5024,15.6464,133,1,thru,5245,388
5245_121_-1,5245_121,-1,47.244,15.6464,82,1,left,5245,122
120_121_1,120_121,-1,819.912,20.1168,641,1,thru,120,122
120_121_2,120_121,-1,819.912,20.1168,641,1,thru,120,122
120_121_-1,120_121,-1,59.436,20.1168,86,1,left,120,5245
122_121_1,122_121,-1,384.048,20.1168,1442,1,thru,122,120
122_121_2,122_121,-1,384.048,20.1168,1442,1,thru,122,120
122_121_3,122_121,-1,384.048,20.1168,1442,1,thru,122,120
122_121_-1,122_121,-1,59.436,20.1168,57,1,left,122,388
7051_122_1,7051_122,-1,243.84,13.4112,15,1,thru,7051,7268
7051_122_-1,7051_122,-1,30.48,13.4112,23,1,left,7051,121
7268_122_1,7268_122,-1,243.84,13.4112,1,1,thru,7268,7051
7268_122_2,7268_122,-1,48.768,13.4112,21,1,right,7268,121
7268_122_-1,7268_122,-1,60.96,13.4112,49,1,left,7268,123
121_122_1,121_122,-1,384.048,20.1168,631,1,thru,121,123
121_122_2,121_122,-1,384.048,20.1168,631,1,thru,121,123
121_122_-1,121_122,-1,44.196000000000005,20.1168,28,1,left,121,7268
123_122_1,123_122,-1,387.096,20.1168,1878,1,thru,123,121
123_122_2,123_122,-1,387.096,20.1168,1878,1,thru,123,121
123_122_3,123_122,-1,387.096,20.1168,1878,1,thru,123,121
123_122_-1,123_122,-1,39.624,20.1168,8,1,left,123,7051
7050_123_1,7050_123,-1,30.48,13.4112,197,1,right,7050,124
7050_123_-1,7050_123,-1,30.48,13.4112,368,1,left,7050,122
7050_123_-2,7050_123,-2,30.48,13.4112,368,1,left,7050,122
122_123_1,122_123,-1,387.096,20.1168,886,1,thru,122,124
122_123_2,122_123,-1,387.096,20.1168,886,1,thru,122,124
124_123_1,124_123,-1,377.952,17.8816,2209,1,thru,124,122
124_123_2,124_123,-1,377.952,17.8816,2209,1,thru,124,122
124_123_3,124_123,-1,377.952,17.8816,2209,1,thru,124,122
124_123_-1,124_123,-1,47.244,17.8816,49,1,left,124,7050
139_124_1,139_124,-1,518.1600000000001,13.4112,877,1,thru,139,111
139_124_2,139_124,-1,518.1600000000001,13.4112,877,1,thru,139,111
139_124_3,139_124,-1,76.2,13.4112,119,1,right,139,125
139_124_-1,139_124,-1,60.96,13.4112,309,1,left,139,123
139_124_-2,139_124,-2,60.96,13.4112,309,1,left,139,123
111_124_1,111_124,-1,798.576,13.4112,408,1,thru,111,139
111_124_2,111_124,-1,798.576,13.4112,408,1,thru,111,139
