lane_id,link_id,lane_num,length_feet,speed_mph,volume,numDetects,type,up_node,dest_node
522_50_1,522_50,-1,804.672,13.4112,0,1,thru,522,7221
522_50_-1,522_50,-1,24.384,13.4112,26,1,left,522,49
7221_50_1,7221_50,-1,219.45600000000002,13.4112,0,1,thru,7221,522
7221_50_2,7221_50,-1,7.62,13.4112,1,1,right,7221,49
7221_50_-1,7221_50,-1,7.62,13.4112,1,1,left,7221,51
49_50_1,49_50,-1,798.576,17.8816,440,1,thru,49,51
49_50_2,49_50,-1,798.576,17.8816,440,1,thru,49,51
49_50_-1,49_50,-1,30.48,17.8816,3,1,left,49,7221
51_50_1,51_50,-1,801.624,17.8816,1183,1,thru,51,49
51_50_2,51_50,-1,801.624,17.8816,1183,1,thru,51,49
51_50_-1,51_50,-1,30.48,17.8816,113,1,left,51,522
66_51_1,66_51,-1,505.968,17.8816,917,1,thru,66,20
66_51_2,66_51,-1,505.968,17.8816,917,1,thru,66,20
66_51_3,66_51,-1,56.388000000000005,17.8816,126,1,right,66,53
66_51_-1,66_51,-1,36.576,17.8816,162,1,left,66,50
66_51_-2,66_51,-2,36.576,17.8816,162,1,left,66,50
20_51_1,20_51,-1,798.576,20.1168,440,1,thru,20,66
20_51_2,20_51,-1,798.576,20.1168,440,1,thru,20,66
20_51_3,20_51,-1,798.576,20.1168,440,1,thru,20,66
20_51_-1,20_51,-1,76.2,20.1168,100,1,left,20,53
20_51_-2,20_51,-2,76.2,20.1168,100,1,left,20,53
50_51_1,50_51,-1,801.624,17.8816,282,1,thru,50,53
50_51_2,50_51,-1,801.624,17.8816,282,1,thru,50,53
50_51_3,50_51,-1,83.82000000000001,17.8816,57,1,right,50,66
50_51_-1,50_51,-1,71.628,17.8816,95,1,left,50,20
50_51_-2,50_51,-2,71.628,17.8816,95,1,left,50,20
53_51_1,53_51,-1,798.576,17.8816,921,1,thru,53,50
53_51_2,53_51,-1,798.576,17.8816,921,1,thru,53,50
53_51_3,53_51,-1,60.96,17.8816,199,1,right,53,20
53_51_-1,53_51,-1,60.96,17.8816,94,1,left,53,66
53_51_-2,53_51,-2,60.96,17.8816,94,1,left,53,66
7247_52_1,7247_52,-1,225.55200000000002,13.4112,0,1,right,7247,75
7246_52_1,7246_52,-1,231.64800000000002,13.4112,0,1,right,7246,74
74_52_1,74_52,-1,201.168,15.6464,0,1,thru,74,75
74_52_2,74_52,-1,201.168,15.6464,0,1,thru,74,75
74_52_3,74_52,-1,13.716000000000001,15.6464,0,1,right,74,7247
74_52_-1,74_52,-1,54.864000000000004,15.6464,0,1,left,74,7246
75_52_1,75_52,-1,198.12,15.6464,0,1,thru,75,74
75_52_2,75_52,-1,198.12,15.6464,0,1,thru,75,74
75_52_3,75_52,-1,60.96,15.6464,0,1,right,75,7246
75_52_-1,75_52,-1,42.672000000000004,15.6464,0,1,left,75,7247
7226_53_1,7226_53,-1,263.9568,13.4112,6,1,thru,7226,7225
7226_53_2,7226_53,-1,12.192,13.4112,31,1,right,7226,5272
7226_53_-1,7226_53,-1,12.192,13.4112,7,1,left,7226,51
7225_53_1,7225_53,-1,270.0528,13.4112,4,1,thru,7225,7226
7225_53_-1,7225_53,-1,16.764,13.4112,24,1,left,7225,5272
51_53_1,51_53,-1,798.576,17.8816,541,1,thru,51,5272
51_53_2,51_53,-1,798.576,17.8816,541,1,thru,51,5272
51_53_-1,51_53,-1,45.72,17.8816,23,1,left,51,7225
5272_53_1,5272_53,-1,499.872,17.8816,1387,1,thru,5272,51
5272_53_2,5272_53,-1,499.872,17.8816,1387,1,thru,5272,51
5272_53_-1,5272_53,-1,45.72,17.8816,26,1,left,5272,7226
75_54_1,75_54,-1,133.5024,15.6464,0,1,thru,75,76
75_54_2,75_54,-1,133.5024,15.6464,0,1,thru,75,76
76_54_1,76_54,-1,281.0256,15.6464,0,1,thru,76,75
76_54_2,76_54,-1,281.0256,15.6464,0,1,thru,76,75
22_55_1,22_55,-1,819.912,17.8816,307,1,thru,22,5279
22_55_2,22_55,-1,819.912,17.8816,307,1,thru,22,5279
22_55_3,22_55,-1,45.72,17.8816,152,1,right,22,5214
22_55_-1,22_55,-1,45.72,17.8816,51,1,left,22,8055
5214_55_1,5214_55,-1,91.44,17.8816,339,1,thru,5214,8055
5214_55_2,5214_55,-1,91.44,17.8816,339,1,thru,5214,8055
5214_55_3,5214_55,-1,91.44,17.8816,339,1,thru,5214,8055
5214_55_4,5214_55,-1,91.44,17.8816,339,1,thru,5214,8055
5214_55_5,5214_55,-1,91.44,17.8816,339,1,thru,5214,8055
5214_55_6,5214_55,-1,64.00800000000001,17.8816,281,1,right,5214,5279
8055_55_1,8055_55,-1,152.4,17.8816,1527,1,thru,8055,5214
8055_55_2,8055_55,-1,152.4,17.8816,1527,1,thru,8055,5214
8055_55_3,8055_55,-1,152.4,17.8816,1527,1,thru,8055,5214
8055_55_-1,8055_55,-1,152.4,17.8816,373,1,left,8055,5279
8055_55_-2,8055_55,-2,152.4,17.8816,373,1,left,8055,5279
499_56_1,499_56,-1,131.6736,6.7056,29,1,right,499,5205
499_56_-1,499_56,-1,131.6736,6.7056,31,1,left,499,58
499_56_-2,499_56,-2,131.6736,6.7056,31,1,left,499,58
5205_56_1,5205_56,-1,124.6632,15.6464,186,1,thru,5205,58
5205_56_2,5205_56,-1,124.6632,15.6464,186,1,thru,5205,58
5205_56_-1,5205_56,-1,124.6632,15.6464,134,1,left,5205,499
58_56_1,58_56,-1,198.7296,15.6464,958,1,thru,58,5205
58_56_2,58_56,-1,198.7296,15.6464,958,1,thru,58,5205
58_56_3,58_56,-1,198.7296,15.6464,250,1,right,58,499
7227_57_1,7227_57,-1,165.5064,13.4112,2,1,thru,7227,7016
7227_57_-1,7227_57,-1,30.48,13.4112,22,1,left,7227,5280
7016_57_1,7016_57,-1,219.45600000000002,13.4112,4,1,thru,7016,7227
7016_57_2,7016_57,-1,45.72,13.4112,9,1,right,7016,5280
7016_57_-1,7016_57,-1,45.72,13.4112,11,1,left,7016,78
5280_57_1,5280_57,-1,426.72,17.8816,213,1,thru,5280,78
5280_57_2,5280_57,-1,426.72,17.8816,213,1,thru,5280,78
5280_57_-1,5280_57,-1,45.72,17.8816,23,1,left,5280,7016
78_57_1,78_57,-1,396.24,17.8816,1055,1,thru,78,5280
78_57_2,78_57,-1,396.24,17.8816,1055,1,thru,78,5280
78_57_-1,78_57,-1,48.768,17.8816,22,1,left,78,7227
535_58_1,535_58,-1,26.2128,13.4112,0,1,thru,535,529
535_58_2,535_58,-1,26.2128,13.4112,0,1,thru,535,529
535_58_-1,535_58,-1,26.2128,13.4112,0,1,left,535,56
535_58_-2,535_58,-2,26.2128,13.4112,0,1,left,535,56
529_58_1,529_58,-1,121.0056,13.4112,0,1,thru,529,535
529_58_-1,529_58,-1,121.0056,13.4112,0,1,left,529,5208
529_58_-2,529_58,-2,121.0056,13.4112,0,1,left,529,5208
56_58_1,56_58,-1,198.7296,15.6464,0,1,thru,56,5208
56_58_2,56_58,-1,198.7296,15.6464,0,1,thru,56,5208
56_58_3,56_58,-1,198.7296,15.6464,0,1,right,56,535
56_58_-1,56_58,-1,198.7296,15.6464,0,1,left,56,529
56_58_-2,56_58,-2,198.7296,15.6464,0,1,left,56,529
5208_58_1,5208_58,-1,162.1536,15.6464,0,1,thru,5208,56
5208_58_2,5208_58,-1,162.1536,15.6464,0,1,thru,5208,56
5208_58_3,5208_58,-1,162.1536,15.6464,0,1,right,5208,529
5208_58_-1,5208_58,-1,162.1536,15.6464,0,1,left,5208,535
5208_58_-2,5208_58,-2,162.1536,15.6464,0,1,left,5208,535
538_59_1,538_59,-1,41.4528,13.4112,0,1,thru,538,531
538_59_-1,538_59,-1,41.4528,13.4112,0,1,left,538,5208
531_59_1,531_59,-1,99.9744,13.4112,0,1,thru,531,538
531_59_-1,531_59,-1,99.9744,13.4112,0,1,left,531,21
531_59_-2,531_59,-2,99.9744,13.4112,0,1,left,531,21
5208_59_1,5208_59,-1,242.6208,15.6464,0,1,thru,5208,21
5208_59_2,5208_59,-1,242.6208,15.6464,0,1,thru,5208,21
5208_59_3,5208_59,-1,242.6208,15.6464,0,1,right,5208,538
5208_59_-1,5208_59,-1,242.6208,15.6464,0,1,left,5208,531
5208_59_-2,5208_59,-2,242.6208,15.6464,0,1,left,5208,531
21_59_1,21_59,-1,202.0824,15.6464,0,1,thru,21,5208
21_59_2,21_59,-1,202.0824,15.6464,0,1,thru,21,5208
21_59_3,21_59,-1,202.0824,15.6464,0,1,right,21,531
21_59_-1,21_59,-1,202.0824,15.6464,0,1,left,21,538
5270_60_1,5270_60,-1,121.92,15.6464,840,1,thru,5270,43
5270_60_2,5270_60,-1,25.908,15.6464,249,1,right,5270,7208
5270_60_-1,5270_60,-1,27.432000000000002,15.6464,26,1,left,5270,7207
43_60_1,43_60,-1,320.04,15.6464,462,1,thru,43,5270
43_60_2,43_60,-1,320.04,15.6464,462,1,thru,43,5270
43_60_3,43_60,-1,320.04,15.6464,462,1,thru,43,5270
43_60_-1,43_60,-1,30.48,15.6464,16,1,left,43,7208
7207_60_1,7207_60,-1,152.4,13.4112,10,1,thru,7207,7208
7208_60_1,7208_60,-1,152.4,13.4112,7,1,thru,7208,7207
460_61_1,460_61,-1,233.47680000000003,13.4112,12,1,thru,460,459
460_61_-1,460_61,-1,30.48,13.4112,27,1,left,460,37
459_61_1,459_61,-1,251.1552,13.4112,3,1,thru,459,460
459_61_2,459_61,-1,251.1552,13.4112,13,1,right,459,37
459_61_-1,459_61,-1,36.576,13.4112,15,1,left,459,5217
37_61_1,37_61,-1,397.4592,17.8816,268,1,thru,37,5217
37_61_2,37_61,-1,397.4592,17.8816,268,1,thru,37,5217
37_61_-1,37_61,-1,60.96,17.8816,9,1,left,37,459
5217_61_1,5217_61,-1,726.6432000000001,17.8816,1342,1,thru,5217,37
5217_61_2,5217_61,-1,726.6432000000001,17.8816,1342,1,thru,5217,37
5217_61_-1,5217_61,-1,28.956000000000003,17.8816,60,1,left,5217,460
7054_62_1,7054_62,-1,194.7672,13.4112,4,1,thru,7054,516
7054_62_-1,7054_62,-1,28.956000000000003,13.4112,0,1,left,7054,7219
516_62_1,516_62,-1,396.24,13.4112,4,1,thru,516,7054
516_62_-1,516_62,-1,32.004000000000005,13.4112,143,1,left,516,63
7219_62_1,7219_62,-1,302.3616,13.4112,81,1,thru,7219,63
63_62_1,63_62,-1,258.47040000000004,13.4112,45,1,thru,63,7219
64_63_1,64_63,-1,256.03200000000004,15.6464,1288,1,thru,64,517
64_63_2,64_63,-1,256.03200000000004,15.6464,1288,1,thru,64,517
64_63_3,64_63,-1,256.03200000000004,15.6464,1288,1,thru,64,517
64_63_-1,64_63,-1,30.48,15.6464,110,1,left,64,62
517_63_1,517_63,-1,121.92,15.6464,958,1,thru,517,64
517_63_2,517_63,-1,121.92,15.6464,958,1,thru,517,64
517_63_3,517_63,-1,121.92,15.6464,958,1,thru,517,64
62_63_1,62_63,-1,42.672000000000004,13.4112,31,1,right,62,64
62_63_-1,62_63,-1,47.244,13.4112,14,1,left,62,517
62_63_-2,62_63,-2,47.244,13.4112,14,1,left,62,517
76_64_1,76_64,-1,228.60000000000002,15.6464,1400,1,thru,76,63
76_64_2,76_64,-1,228.60000000000002,15.6464,1400,1,thru,76,63
76_64_3,76_64,-1,228.60000000000002,15.6464,1400,1,thru,76,63
76_64_-1,76_64,-1,36.576,15.6464,285,1,left,76,5288
63_64_1,63_64,-1,256.03200000000004,15.6464,642,1,thru,63,76
63_64_2,63_64,-1,256.03200000000004,15.6464,642,1,thru,63,76
63_64_3,63_64,-1,256.03200000000004,15.6464,642,1,thru,63,76
63_64_-1,63_64,-1,45.72,15.6464,31,1,left,63,520
5288_64_1,5288_64,-1,179.22240000000002,13.4112,15,1,thru,5288,520
5288_64_-1,5288_64,-1,27.432000000000002,13.4112,31,1,left,5288,63
520_64_1,520_64,-1,356.61600000000004,13.4112,37,1,thru,520,5288
520_64_-1,520_64,-1,24.384,13.4112,40,1,left,520,76
75_65_1,75_65,-1,128.62560000000002,13.4112,0,1,thru,75,7054
7054_65_1,7054_65,-1,131.6736,13.4112,0,1,thru,7054,75
525_66_1,525_66,-1,298.704,17.8816,1230,1,thru,525,51
525_66_2,525_66,-1,298.704,17.8816,1230,1,thru,525,51
525_66_-1,525_66,-1,18.288,17.8816,2,1,left,525,7222
51_66_1,51_66,-1,505.968,17.8816,546,1,thru,51,525
51_66_2,51_66,-1,505.968,17.8816,546,1,thru,51,525
51_66_3,51_66,-1,505.968,17.8816,546,1,thru,51,525
51_66_-1,51_66,-1,21.336000000000002,17.8816,22,1,left,51,7223
7222_66_1,7222_66,-1,103.632,13.4112,4,1,thru,7222,7223
7223_66_1,7223_66,-1,243.84,13.4112,9,1,thru,7223,7222
80_67_1,80_67,-1,483.4128,15.6464,0,1,thru,80,35
80_67_-1,80_67,-1,45.72,15.6464,0,1,left,80,304
35_67_1,35_67,-1,920.4960000000001,15.6464,0,1,thru,35,80
35_67_-1,35_67,-1,47.244,15.6464,0,1,left,35,7059
304_67_1,304_67,-1,354.17760000000004,13.4112,0,1,thru,304,7059
304_67_-1,304_67,-1,48.768,13.4112,0,1,left,304,35
7059_67_1,7059_67,-1,616.9152,15.6464,0,1,thru,7059,304
7059_67_-1,7059_67,-1,47.244,15.6464,0,1,left,7059,80
86_68_1,86_68,-1,637.032,17.8816,1018,1,thru,86,69
86_68_2,86_68,-1,637.032,17.8816,1018,1,thru,86,69
86_68_-1,86_68,-1,21.336000000000002,17.8816,214,1,left,86,7059
69_68_1,69_68,-1,167.64000000000001,17.8816,811,1,thru,69,86
69_68_2,69_68,-1,167.64000000000001,17.8816,811,1,thru,69,86
69_68_-1,69_68,-1,36.576,17.8816,1,1,left,69,7250
7059_68_1,7059_68,-1,195.9864,15.6464,0,1,right,7059,86
7059_68_-1,7059_68,-1,51.816,15.6464,20,1,left,7059,69
7250_68_1,7250_68,-1,243.84,13.4112,3,1,thru,7250,7059
68_69_1,68_69,-1,167.64000000000001,17.8816,1037,1,thru,68,5232
68_69_2,68_69,-1,167.64000000000001,17.8816,1037,1,thru,68,5232
5232_69_1,5232_69,-1,713.2320000000001,17.8816,905,1,thru,5232,68
5232_69_2,5232_69,-1,713.2320000000001,17.8816,905,1,thru,5232,68
5232_69_-1,5232_69,-1,21.336000000000002,17.8816,14,1,left,5232,5233
5233_69_1,5233_69,-1,30.48,13.4112,42,1,right,5233,5232
5233_69_2,5233_69,-1,30.48,13.4112,42,1,right,5233,5232
5233_69_-1,5233_69,-1,30.48,13.4112,28,1,left,5233,68
5238_70_1,5238_70,-1,676.6560000000001,13.4112,0,1,thru,5238,5231
5238_70_2,5238_70,-1,676.6560000000001,13.4112,0,1,thru,5238,5231
5238_70_-1,5238_70,-1,30.48,13.4112,0,1,left,5238,5233
5231_70_1,5231_70,-1,743.712,13.4112,0,1,thru,5231,5238
5231_70_2,5231_70,-1,743.712,13.4112,0,1,thru,5231,5238
5231_70_-1,5231_70,-1,30.48,13.4112,0,1,left,5231,5234
5233_70_1,5233_70,-1,594.36,13.4112,0,1,thru,5233,5234
5233_70_-1,5233_70,-1,27.432000000000002,13.4112,0,1,left,5233,5231
5234_70_1,5234_70,-1,78.3336,13.4112,0,1,thru,5234,5233
5234_70_-1,5234_70,-1,21.336000000000002,13.4112,0,1,left,5234,5238
91_71_1,91_71,-1,804.672,15.6464,641,1,thru,91,5281
91_71_2,91_71,-1,804.672,15.6464,641,1,thru,91,5281
91_71_-1,91_71,-1,36.576,15.6464,0,1,left,91,5229
5281_71_1,5281_71,-1,76.2,15.6464,1024,1,thru,5281,91
5281_71_2,5281_71,-1,76.2,15.6464,1024,1,thru,5281,91
5281_71_-1,5281_71,-1,24.384,15.6464,0,1,left,5281,5293
5229_71_1,5229_71,-1,186.8424,13.4112,0,1,thru,5229,5293
5229_71_-1,5229_71,-1,9.144,13.4112,0,1,left,5229,5281
5293_71_1,5293_71,-1,117.9576,15.6464,0,1,thru,5293,5229
5293_71_-1,5293_71,-1,30.48,15.6464,0,1,left,5293,91
5278_72_1,5278_72,-1,170.99280000000002,15.6464,558,1,thru,5278,201
5278_72_2,5278_72,-1,170.99280000000002,15.6464,558,1,thru,5278,201
201_72_1,201_72,-1,103.0224,15.6464,262,1,thru,201,5278
201_72_2,201_72,-1,103.0224,15.6464,262,1,thru,201,5278
5281_72_-1,5281_72,-1,76.2,13.4112,830,1,left,5281,201
5281_72_-2,5281_72,-2,76.2,13.4112,830,1,left,5281,201
7291_73_1,7291_73,-1,60.96,13.4112,0,1,thru,7291,7249
7249_73_1,7249_73,-1,231.64800000000002,13.4112,0,1,thru,7249,7291
7249_73_-1,7249_73,-1,25.908,13.4112,0,1,left,7249,5227
134_73_1,134_73,-1,60.96,15.6464,0,1,thru,134,5227
134_73_2,134_73,-1,60.96,15.6464,0,1,thru,134,5227
134_73_-1,134_73,-1,25.908,15.6464,0,1,left,134,7249
5227_73_1,5227_73,-1,94.488,15.6464,0,1,thru,5227,134
5227_73_2,5227_73,-1,94.488,15.6464,0,1,thru,5227,134
5227_73_-1,5227_73,-1,27.432000000000002,15.6464,0,1,left,5227,7291
92_74_1,92_74,-1,804.672,13.4112,95,1,right,92,52
92_74_-1,92_74,-1,24.384,13.4112,90,1,left,92,5227
7248_74_1,7248_74,-1,231.64800000000002,13.4112,28,1,right,7248,5227
7248_74_-1,7248_74,-1,73.152,13.4112,63,1,left,7248,52
5227_74_1,5227_74,-1,97.536,15.6464,316,1,thru,5227,52
5227_74_2,5227_74,-1,97.536,15.6464,316,1,thru,5227,52
5227_74_3,5227_74,-1,13.716000000000001,15.6464,38,1,right,5227,92
52_74_1,52_74,-1,201.168,15.6464,471,1,thru,52,5227
52_74_2,52_74,-1,201.168,15.6464,471,1,thru,52,5227
52_74_-1,52_74,-1,54.864000000000004,15.6464,47,1,left,52,92
7245_75_1,7245_75,-1,134.112,13.4112,34,1,thru,7245,65
65_75_1,65_75,-1,128.62560000000002,13.4112,5,1,thru,65,7245
65_75_2,65_75,-1,27.432000000000002,13.4112,47,1,right,65,52
65_75_-1,65_75,-1,27.432000000000002,13.4112,14,1,left,65,54
52_75_1,52_75,-1,198.12,15.6464,210,1,thru,52,54
52_75_2,52_75,-1,198.12,15.6464,210,1,thru,52,54
52_75_3,52_75,-1,15.24,15.6464,14,1,right,52,7245
52_75_-1,52_75,-1,59.436,15.6464,62,1,left,52,65
54_75_1,54_75,-1,133.5024,15.6464,825,1,thru,54,52
54_75_2,54_75,-1,133.5024,15.6464,825,1,thru,54,52
54_75_-1,54_75,-1,42.672000000000004,15.6464,12,1,left,54,7245
82_76_1,82_76,-1,204.216,15.6464,1013,1,thru,82,64
82_76_2,82_76,-1,204.216,15.6464,1013,1,thru,82,64
82_76_3,82_76,-1,204.216,15.6464,1013,1,thru,82,64
82_76_-1,82_76,-1,57.912000000000006,15.6464,277,1,left,82,54
82_76_-2,82_76,-2,57.912000000000006,15.6464,277,1,left,82,54
64_76_1,64_76,-1,228.60000000000002,15.6464,439,1,thru,64,82
64_76_2,64_76,-1,228.60000000000002,15.6464,439,1,thru,64,82
64_76_3,64_76,-1,228.60000000000002,15.6464,439,1,thru,64,82
64_76_-1,64_76,-1,60.96,15.6464,40,1,left,64,5226
64_76_-2,64_76,-2,60.96,15.6464,40,1,left,64,5226
54_76_1,54_76,-1,281.0256,15.6464,95,1,thru,54,5226
54_76_2,54_76,-1,281.0256,15.6464,95,1,thru,54,5226
54_76_3,54_76,-1,18.288,15.6464,65,1,right,54,82
54_76_-1,54_76,-1,24.384,15.6464,90,1,left,54,64
5226_76_1,5226_76,-1,320.04,15.6464,239,1,thru,5226,54
5226_76_2,5226_76,-1,320.04,15.6464,239,1,thru,5226,54
5226_76_3,5226_76,-1,19.812,15.6464,70,1,right,5226,64
5226_76_-1,5226_76,-1,16.764,15.6464,96,1,left,5226,82
298_80_1,298_80,-1,193.2432,15.6464,371,1,thru,298,67
298_80_2,298_80,-1,56.388000000000005,15.6464,86,1,right,298,85
298_80_-1,298_80,-1,193.2432,15.6464,219,1,left,298,90
67_80_1,67_80,-1,483.4128,15.6464,299,1,right,67,90
67_80_2,67_80,-1,483.4128,15.6464,299,1,right,67,90
67_80_-1,67_80,-1,64.00800000000001,15.6464,43,1,left,67,85
90_80_1,90_80,-1,370.332,20.1168,1304,1,thru,90,85
90_80_2,90_80,-1,370.332,20.1168,1304,1,thru,90,85
90_80_3,90_80,-1,370.332,20.1168,1304,1,thru,90,85
90_80_-1,90_80,-1,143.256,20.1168,311,1,left,90,67
85_80_1,85_80,-1,379.476,20.1168,1754,1,thru,85,90
85_80_2,85_80,-1,379.476,20.1168,1754,1,thru,85,90
85_80_3,85_80,-1,379.476,20.1168,1754,1,thru,85,90
85_80_4,85_80,-1,137.16,20.1168,225,1,right,85,67
93_82_1,93_82,-1,307.848,15.6464,2173,1,thru,93,76
93_82_2,93_82,-1,307.848,15.6464,2173,1,thru,93,76
93_82_3,93_82,-1,307.848,15.6464,2173,1,thru,93,76
93_82_-1,93_82,-1,28.956000000000003,15.6464,57,1,left,93,485
76_82_1,76_82,-1,204.216,15.6464,638,1,thru,76,93
76_82_2,76_82,-1,204.216,15.6464,638,1,thru,76,93
76_82_3,76_82,-1,204.216,15.6464,638,1,thru,76,93
76_82_-1,76_82,-1,18.288,15.6464,31,1,left,76,7243
485_82_1,485_82,-1,112.77600000000001,13.4112,5,1,thru,485,7243
485_82_-1,485_82,-1,9.144,13.4112,8,1,left,485,76
7243_82_1,7243_82,-1,243.84,13.4112,10,1,thru,7243,485
7243_82_-1,7243_82,-1,18.288,13.4112,72,1,left,7243,93
456_83_1,456_83,-1,141.732,20.1168,1276,1,thru,456,84
456_83_2,456_83,-1,141.732,20.1168,1276,1,thru,456,84
456_83_3,456_83,-1,141.732,20.1168,1276,1,thru,456,84
456_83_-1,456_83,-1,76.2,20.1168,260,1,left,456,297
456_83_-2,456_83,-2,76.2,20.1168,260,1,left,456,297
84_83_1,84_83,-1,220.98000000000002,20.1168,1030,1,thru,84,456
84_83_2,84_83,-1,220.98000000000002,20.1168,1030,1,thru,84,456
84_83_3,84_83,-1,220.98000000000002,20.1168,1030,1,thru,84,456
84_83_-1,84_83,-1,100.584,20.1168,279,1,left,84,90
84_83_-2,84_83,-2,100.584,20.1168,279,1,left,84,90
297_83_1,297_83,-1,362.71200000000005,20.1168,973,1,thru,297,90
297_83_2,297_83,-1,362.71200000000005,20.1168,973,1,thru,297,90
297_83_3,297_83,-1,362.71200000000005,20.1168,973,1,thru,297,90
297_83_4,297_83,-1,88.39200000000001,20.1168,88,1,right,297,456
297_83_-1,297_83,-1,91.44,20.1168,409,1,left,297,84
297_83_-2,297_83,-2,91.44,20.1168,409,1,left,297,84
90_83_1,90_83,-1,483.4128,20.1168,589,1,thru,90,297
90_83_2,90_83,-1,483.4128,20.1168,589,1,thru,90,297
90_83_3,90_83,-1,483.4128,20.1168,589,1,thru,90,297
90_83_-1,90_83,-1,60.96,20.1168,212,1,left,90,456
90_83_-2,90_83,-2,60.96,20.1168,212,1,left,90,456
83_84_1,83_84,-1,220.98000000000002,20.1168,1922,1,thru,83,299
83_84_2,83_84,-1,220.98000000000002,20.1168,1922,1,thru,83,299
83_84_3,83_84,-1,220.98000000000002,20.1168,1922,1,thru,83,299
299_84_1,299_84,-1,174.95520000000002,20.1168,1082,1,thru,299,83
299_84_2,299_84,-1,174.95520000000002,20.1168,1082,1,thru,299,83
299_84_-1,299_84,-1,53.34,20.1168,0,1,left,299,90
300_84_1,300_84,-1,345.03360000000004,20.1168,488,1,thru,300,90
300_84_2,300_84,-1,149.352,20.1168,437,1,right,300,83
300_84_-1,300_84,-1,149.352,20.1168,360,1,left,300,299
300_84_-2,300_84,-2,149.352,20.1168,360,1,left,300,299
301_85_1,301_85,-1,128.93040000000002,13.4112,21,1,thru,301,3021
301_85_-1,301_85,-1,22.86,13.4112,243,1,left,301,80
3021_85_1,3021_85,-1,46.3296,13.4112,0,1,thru,3021,301
3021_85_-1,3021_85,-1,10.668000000000001,13.4112,2,1,left,3021,86
80_85_1,80_85,-1,379.476,20.1168,990,1,thru,80,86
80_85_2,80_85,-1,379.476,20.1168,990,1,thru,80,86
80_85_3,80_85,-1,379.476,20.1168,990,1,thru,80,86
80_85_4,80_85,-1,59.436,20.1168,242,1,right,80,301
80_85_-1,80_85,-1,103.632,20.1168,47,1,left,80,3021
86_85_1,86_85,-1,479.4504,20.1168,1357,1,thru,86,80
86_85_2,86_85,-1,479.4504,20.1168,1357,1,thru,86,80
86_85_3,86_85,-1,479.4504,20.1168,1357,1,thru,86,80
86_85_-1,86_85,-1,51.816,20.1168,61,1,left,86,301
104_86_1,104_86,-1,414.528,17.8816,876,1,thru,104,68
104_86_2,104_86,-1,414.528,17.8816,876,1,thru,104,68
104_86_3,104_86,-1,57.912000000000006,17.8816,48,1,right,104,5287
104_86_-1,104_86,-1,45.72,17.8816,204,1,left,104,85
104_86_-2,104_86,-2,45.72,17.8816,204,1,left,104,85
68_86_1,68_86,-1,637.032,17.8816,566,1,thru,68,104
68_86_2,68_86,-1,637.032,17.8816,566,1,thru,68,104
68_86_3,68_86,-1,64.00800000000001,17.8816,229,1,right,68,85
68_86_-1,68_86,-1,64.00800000000001,17.8816,190,1,left,68,5287
68_86_-2,68_86,-2,64.00800000000001,17.8816,190,1,left,68,5287
85_86_1,85_86,-1,479.4504,20.1168,836,1,thru,85,5287
85_86_2,85_86,-1,479.4504,20.1168,836,1,thru,85,5287
85_86_3,85_86,-1,479.4504,20.1168,836,1,thru,85,5287
85_86_4,85_86,-1,24.384,20.1168,191,1,right,85,104
85_86_-1,85_86,-1,76.2,20.1168,201,1,left,85,68
5287_86_1,5287_86,-1,91.44,17.8816,919,1,thru,5287,85
5287_86_2,5287_86,-1,91.44,17.8816,919,1,thru,5287,85
5287_86_3,5287_86,-1,91.44,17.8816,919,1,thru,5287,85
5287_86_-1,5287_86,-1,76.2,17.8816,101,1,left,5287,104
7301_87_1,7301_87,-1,91.44,13.4112,10,1,thru,7301,7302
7302_87_1,7302_87,-1,91.44,13.4112,10,1,thru,7302,7301
5287_87_1,5287_87,-1,417.576,17.8816,821,1,thru,5287,88
5287_87_2,5287_87,-1,417.576,17.8816,821,1,thru,5287,88
5287_87_3,5287_87,-1,417.576,17.8816,821,1,thru,5287,88
5287_87_-1,5287_87,-1,32.004000000000005,17.8816,21,1,left,5287,7302
88_87_1,88_87,-1,292.608,17.8816,1248,1,thru,88,5287
88_87_2,88_87,-1,292.608,17.8816,1248,1,thru,88,5287
88_87_-1,88_87,-1,27.432000000000002,17.8816,28,1,left,88,7301
5239_88_1,5239_88,-1,60.96,15.6464,294,1,thru,5239,5238
5239_88_2,5239_88,-1,60.96,15.6464,294,1,thru,5239,5238
5239_88_-1,5239_88,-1,45.72,15.6464,171,1,left,5239,87
5238_88_1,5238_88,-1,128.01600000000002,13.4112,132,1,thru,5238,5239
5238_88_2,5238_88,-1,128.01600000000002,13.4112,132,1,thru,5238,5239
5238_88_-1,5238_88,-1,42.672000000000004,13.4112,92,1,left,5238,89
87_88_1,87_88,-1,292.608,17.8816,673,1,thru,87,89
87_88_2,87_88,-1,292.608,17.8816,673,1,thru,87,89
87_88_3,87_88,-1,292.608,17.8816,673,1,thru,87,89
87_88_-1,87_88,-1,36.576,17.8816,29,1,left,87,5238
89_88_1,89_88,-1,399.288,17.8816,1060,1,thru,89,87
89_88_2,89_88,-1,399.288,17.8816,1060,1,thru,89,87
89_88_-1,89_88,-1,45.72,17.8816,67,1,left,89,5239
7297_89_1,7297_89,-1,243.84,13.4112,28,1,thru,7297,7296
