mvmt_id,node_id,ib_link_id,ob_link_id,type,movement_name,num_lanes,volume,ib_lane_indices,ob_lane_indices,sumo_dir,is_turn_bay_connector,control,turning_speed_mps
205_206_208_EBT,206,205_206_bay,206_208,thru,EBT,3,696.0,"1,2,3","0,1,2",s,False,,26.8224
205_206_482_EBR,206,205_206_bay,206_482,right,EBR,1,287.0,0,0,r,False,,4.02336
206_205_to_206_205_bay,206_205_bay_node,206_205,206_205_bay,thru,TURN_BAY_CONNECTOR,5,0.0,"0,0,1,2,2","0,1,2,3,4",s,True,free,
206_205_441_WBL,205,206_205_bay,205_441,left,WBL,1,20.0,4,0,l,False,,6.7056
206_205_204_WBT,205,206_205_bay,205_204,thru,WBT,3,1304.0,"1,2,3","0,1,2",s,False,,26.8224
206_205_194_WBR,205,206_205_bay,205_194,right,WBR,1,20.0,0,0,r,False,,4.02336
206_208_to_206_208_bay,206_208_bay_node,206_208,206_208_bay,thru,TURN_BAY_CONNECTOR,5,0.0,"0,0,1,2,2","0,1,2,3,4",s,True,free,
206_208_196_EBL,208,206_208_bay,208_196,left,EBL,1,81.0,4,1,l,False,,6.7056
206_208_209_EBT,208,206_208_bay,208_209,thru,EBT,3,543.0,"1,2,3","0,1,2",s,False,,26.8224
206_208_232_EBR,208,206_208_bay,208_232,right,EBR,1,52.0,0,0,r,False,,4.02336
207_181_to_207_181_bay,207_181_bay_node,207_181,207_181_bay,thru,TURN_BAY_CONNECTOR,2,0.0,"0,0","0,1",s,True,free,
207_181_183_SBL,181,207_181_bay,181_183,left,SBL,1,10.0,1,1,l,False,,6.7056
207_181_180_SBR,181,207_181_bay,181_180,right,SBR,1,10.0,0,0,r,False,,4.02336
208_196_to_208_196_bay,208_196_bay_node,208_196,208_196_bay,thru,TURN_BAY_CONNECTOR,3,0.0,"0,1,1","0,1,2",s,True,free,
208_196_161_NBL,196,208_196_bay,196_161,left,NBL,1,137.0,2,1,l,False,,6.7056
208_196_180_NBT,196,208_196_bay,196_180,thru,NBT,2,1385.0,"0,1","0,1",s,False,,26.8224
208_196_309_NBR,196,208_196_bay,196_309,right,NBR,1,21.0,0,0,r,False,,4.02336
208_206_to_208_206_bay,208_206_bay_node,208_206,208_206_bay,thru,TURN_BAY_CONNECTOR,5,0.0,"0,0,1,2,2","0,1,2,3,4",s,True,free,
208_206_482_WBL,206,208_206_bay,206_482,left,WBL,1,300.0,4,1,l,False,,6.7056
208_206_205_WBT,206,208_206_bay,206_205,thru,WBT,3,994.0,"1,2,3","0,1,2",s,False,,26.8224
208_206_190_WBR,206,208_206_bay,206_190,right,WBR,1,121.0,0,0,r,False,,4.02336
208_209_210_EBT,209,208_209,209_210,thru,EBT,3,720.0,"0,1,2","0,1,2",s,False,,26.8224
208_232_to_208_232_bay,208_232_bay_node,208_232,208_232_bay,thru,TURN_BAY_CONNECTOR,3,0.0,"0,1,1","0,1,2",s,True,free,
208_232_236_SBL,232,208_232_bay,232_236,left,SBL,1,90.0,2,1,l,False,,6.7056
208_232_269_SBT,232,208_232_bay,232_269,thru,SBT,2,238.0,"0,1","0,1",s,False,,26.8224
208_232_231_SBR,232,208_232_bay,232_231,right,SBR,1,96.0,0,0,r,False,,4.02336
209_208_to_209_208_bay,209_208_bay_node,209_208,209_208_bay,thru,TURN_BAY_CONNECTOR,5,0.0,"0,0,1,2,2","0,1,2,3,4",s,True,free,
209_208_232_WBL,208,209_208_bay,208_232,left,WBL,1,166.0,4,1,l,False,,6.7056
209_208_206_WBT,208,209_208_bay,208_206,thru,WBT,3,1450.0,"1,2,3","0,1,2",s,False,,26.8224
209_208_196_WBR,208,209_208_bay,208_196,right,WBR,1,303.0,0,0,r,False,,4.02336
209_210_to_209_210_bay,209_210_bay_node,209_210,209_210_bay,thru,TURN_BAY_CONNECTOR,4,0.0,"0,1,2,2","0,1,2,3",s,True,free,
209_210_477_EBL,210,209_210_bay,210_477,left,EBL,1,124.0,3,2,l,False,,6.7056
209_210_213_EBT,210,209_210_bay,210_213,thru,EBT,3,437.0,"0,1,2","0,1,2",s,False,,26.8224
209_210_222_EBR,210,209_210_bay,210_222,right,EBR,1,19.0,0,0,r,False,,4.02336
20_249_to_20_249_bay,20_249_bay_node,20_249,20_249_bay,thru,TURN_BAY_CONNECTOR,3,0.0,"0,0,1","0,1,2",s,True,free,
20_249_5213_WBT,249,20_249_bay,249_5213,thru,WBT,2,0.0,"1,2","0,1",s,False,,26.8224
20_249_369_WBR,249,20_249_bay,249_369,right,WBR,1,0.0,0,0,r,False,,4.02336
20_37_to_20_37_bay,20_37_bay_node,20_37,20_37_bay,thru,TURN_BAY_CONNECTOR,3,0.0,"0,1,1","0,1,2",s,True,free,
20_37_7008_EBL,37,20_37_bay,37_7008,left,EBL,1,25.0,2,0,l,False,,6.7056
20_37_61_EBT,37,20_37_bay,37_61,thru,EBT,2,261.0,"0,1","0,1",s,False,,26.8224
20_37_7224_EBR,37,20_37_bay,37_7224,right,EBR,1,40.0,0,0,r,False,,4.02336
20_42_to_20_42_bay,20_42_bay_node,20_42,20_42_bay,thru,TURN_BAY_CONNECTOR,3,0.0,"0,0,1","0,1,2",s,True,free,
20_42_19_NBT,42,20_42_bay,42_19,thru,NBT,2,1428.0,"1,2","0,1",s,False,,26.8224
20_42_368_NBR,42,20_42_bay,42_368,right,NBR,1,38.0,0,0,r,False,,4.02336
20_51_to_20_51_bay,20_51_bay_node,20_51,20_51_bay,thru,TURN_BAY_CONNECTOR,5,0.0,"0,1,2,2,2","0,1,2,3,4",s,True,free,
20_51_53_SBL,51,20_51_bay,51_53,left,SBL,2,100.0,"3,4","1,0",l,False,,6.7056
20_51_66_SBT,51,20_51_bay,51_66,thru,SBT,3,440.0,"0,1,2","0,1,2",s,False,,26.8224
20_51_50_SBR,51,20_51_bay,51_50,right,SBR,1,149.0,0,0,r,False,,4.02336
210_209_208_WBT,209,210_209,209_208,thru,WBT,3,1922.0,"0,1,2","0,1,2",s,False,,26.8224
210_213_to_210_213_bay,210_213_bay_node,210_213,210_213_bay,thru,TURN_BAY_CONNECTOR,4,0.0,"0,1,2,2","0,1,2,3",s,True,free,
210_213_237_EBL,213,210_213_bay,213_237,left,EBL,1,30.0,3,0,l,False,,6.7056
210_213_215_EBT,213,210_213_bay,213_215,thru,EBT,3,862.0,"0,1,2","0,1,2",s,False,,26.8224
210_213_238_EBR,213,210_213_bay,213_238,right,EBR,1,30.0,0,0,r,False,,4.02336
210_222_to_210_222_bay,210_222_bay_node,210_222,210_222_bay,thru,TURN_BAY_CONNECTOR,4,0.0,"0,1,2,2","0,1,2,3",s,True,free,
210_222_255_SBL,222,210_222_bay,222_255,left,SBL,1,10.0,3,0,l,False,,6.7056
210_222_236_SBT,222,210_222_bay,222_236,thru,SBT,3,496.0,"0,1,2","0,1,2",s,False,,26.8224
210_222_260_SBR,222,210_222_bay,222_260,right,SBR,1,10.0,0,0,r,False,,4.02336
211_195_to_211_195_bay,211_195_bay_node,211_195,211_195_bay,thru,TURN_BAY_CONNECTOR,2,0.0,"0,0","0,1",s,True,free,
211_195_410_EBL,195,211_195_bay,195_410,left,EBL,1,40.0,1,1,l,False,,6.7056
211_195_212_EBT,195,211_195_bay,195_212,thru,EBT,1,10.0,0,0,s,False,,26.8224
211_195_198_EBR,195,211_195_bay,195_198,right,EBR,1,40.0,0,0,r,False,,4.02336
212_195_to_212_195_bay,212_195_bay_node,212_195,212_195_bay,thru,TURN_BAY_CONNECTOR,2,0.0,"0,0","0,1",s,True,free,
212_195_198_WBL,195,212_195_bay,195_198,left,WBL,1,40.0,1,1,l,False,,6.7056
212_195_211_WBT,195,212_195_bay,195_211,thru,WBT,1,10.0,0,0,s,False,,26.8224
212_195_410_WBR,195,212_195_bay,195_410,right,WBR,1,40.0,0,0,r,False,,4.02336
213_210_to_213_210_bay,213_210_bay_node,213_210,213_210_bay,thru,TURN_BAY_CONNECTOR,4,0.0,"0,1,2,2","0,1,2,3",s,True,free,
213_210_222_WBL,210,213_210_bay,210_222,left,WBL,1,85.0,3,2,l,False,,6.7056
213_210_209_WBT,210,213_210_bay,210_209,thru,WBT,3,1236.0,"0,1,2","0,1,2",s,False,,26.8224
213_210_477_WBR,210,213_210_bay,210_477,right,WBR,1,185.0,0,0,r,False,,4.02336
213_215_to_213_215_bay,213_215_bay_node,213_215,213_215_bay,thru,TURN_BAY_CONNECTOR,4,0.0,"0,1,2,2","0,1,2,3",s,True,free,
213_215_198_EBL,215,213_215_bay,215_198,left,EBL,1,128.0,3,2,l,False,,6.7056
213_215_216_EBT,215,213_215_bay,215_216,thru,EBT,3,466.0,"0,1,2","0,1,2",s,False,,26.8224
213_215_422_EBR,215,213_215_bay,215_422,right,EBR,1,57.0,0,0,r,False,,4.02336
214_188_to_214_188_bay,214_188_bay_node,214_188,214_188_bay,thru,TURN_BAY_CONNECTOR,2,0.0,"0,0","0,1",s,True,free,
214_188_186_NBL,188,214_188_bay,188_186,left,NBL,1,40.0,1,1,l,False,,6.7056
214_188_164_NBT,188,214_188_bay,188_164,thru,NBT,1,10.0,0,0,s,False,,26.8224
214_188_191_NBR,188,214_188_bay,188_191,right,NBR,1,40.0,0,0,r,False,,4.02336
215_198_195_NBT,198,215_198,198_195,thru,NBT,3,0.0,"0,1,2","0,0,1",s,False,,26.8224
215_213_to_215_213_bay,215_213_bay_node,215_213,215_213_bay,thru,TURN_BAY_CONNECTOR,4,0.0,"0,1,2,2","0,1,2,3",s,True,free,
215_213_238_WBL,213,215_213_bay,213_238,left,WBL,1,30.0,3,0,l,False,,6.7056
215_213_210_WBT,213,215_213_bay,213_210,thru,WBT,3,1958.0,"0,1,2","0,1,2",s,False,,26.8224
215_213_237_WBR,213,215_213_bay,213_237,right,WBR,1,30.0,0,0,r,False,,4.02336
215_216_to_215_216_bay,215_216_bay_node,215_216,215_216_bay,thru,TURN_BAY_CONNECTOR,4,0.0,"0,1,2,2","0,1,2,3",s,True,free,
215_216_439_EBL,216,215_216_bay,216_439,left,EBL,1,0.0,3,0,l,False,,6.7056
215_216_219_EBT,216,215_216_bay,216_219,thru,EBT,3,0.0,"0,1,2","0,1,2",s,False,,26.8224
216_215_to_216_215_bay,216_215_bay_node,216_215,216_215_bay,thru,TURN_BAY_CONNECTOR,4,0.0,"0,1,2,2","0,1,2,3",s,True,free,
216_215_422_WBL,215,216_215_bay,215_422,left,WBL,1,78.0,3,2,l,False,,6.7056
216_215_213_WBT,215,216_215_bay,215_213,thru,WBT,3,1165.0,"0,1,2","0,1,2",s,False,,26.8224
216_215_198_WBR,215,216_215_bay,215_198,right,WBR,1,125.0,0,0,r,False,,4.02336
216_219_to_216_219_bay,216_219_bay_node,216_219,216_219_bay,thru,TURN_BAY_CONNECTOR,5,0.0,"0,0,1,2,2","0,1,2,3,4",s,True,free,
216_219_310_EBL,219,216_219_bay,219_310,left,EBL,1,59.0,4,0,l,False,,6.7056
216_219_220_EBT,219,216_219_bay,219_220,thru,EBT,3,923.0,"1,2,3","0,1,2",s,False,,26.8224
216_219_241_EBR,219,216_219_bay,219_241,right,EBR,1,121.0,0,0,r,False,,4.02336
217_177_to_217_177_bay,217_177_bay_node,217_177,217_177_bay,thru,TURN_BAY_CONNECTOR,2,0.0,"0,0","0,1",s,True,free,
217_177_175_EBL,177,217_177_bay,177_175,left,EBL,1,56.0,1,1,l,False,,6.7056
217_177_218_EBT,177,217_177_bay,177_218,thru,EBT,1,14.0,0,0,s,False,,26.8224
217_177_409_EBR,177,217_177_bay,177_409,right,EBR,1,33.0,0,0,r,False,,4.02336
218_177_to_218_177_bay,218_177_bay_node,218_177,218_177_bay,thru,TURN_BAY_CONNECTOR,2,0.0,"0,0","0,1",s,True,free,
218_177_409_WBL,177,218_177_bay,177_409,left,WBL,1,47.0,1,2,l,False,,6.7056
218_177_217_WBT,177,218_177_bay,177_217,thru,WBT,1,22.0,0,0,s,False,,26.8224
218_177_175_WBR,177,218_177_bay,177_175,right,WBR,1,88.0,0,0,r,False,,4.02336
219_216_to_219_216_bay,219_216_bay_node,219_216,219_216_bay,thru,TURN_BAY_CONNECTOR,4,0.0,"0,1,2,2","0,1,2,3",s,True,free,
219_216_440_WBL,216,219_216_bay,216_440,left,WBL,1,0.0,3,0,l,False,,6.7056
219_216_215_WBT,216,219_216_bay,216_215,thru,WBT,3,0.0,"0,1,2","0,1,2",s,False,,26.8224
219_220_to_219_220_bay,219_220_bay_node,219_220,219_220_bay,thru,TURN_BAY_CONNECTOR,6,0.0,"0,0,1,2,3,4","0,1,2,3,4,5",s,True,free,
219_220_420_EBT,220,219_220_bay,220_420,thru,EBT,5,470.0,"1,2,3,4,5","0,0,1,1,2",s,False,,26.8224
219_220_383_EBR,220,219_220_bay,220_383,right,EBR,1,160.0,0,0,r,False,,4.02336
21_18_to_21_18_bay,21_18_bay_node,21_18,21_18_bay,thru,TURN_BAY_CONNECTOR,5,0.0,"0,0,1,1,1","0,1,2,3,4",s,True,free,
21_18_224_EBL,18,21_18_bay,18_224,left,EBL,2,100.0,"3,4","2,1",l,False,,6.7056
21_18_5213_EBT,18,21_18_bay,18_5213,thru,EBT,2,70.0,"1,2","0,1",s,False,,26.8224
21_18_33_EBR,18,21_18_bay,18_33,right,EBR,1,19.0,0,0,r,False,,4.02336
21_48_33_SBL,48,21_48,48_33,left,SBL,1,0.0,1,1,l,False,,6.7056
21_48_515_SBR,48,21_48,48_515,right,SBR,1,0.0,0,0,r,False,,4.02336
21_59_538_WBL,59,21_59,59_538,left,WBL,1,0.0,3,0,l,False,,6.7056
21_59_5208_WBT,59,21_59,59_5208,thru,WBT,2,0.0,"1,2","0,1",s,False,,26.8224
21_59_531_WBR,59,21_59,59_531,right,WBR,1,0.0,0,0,r,False,,4.02336
220_219_to_220_219_bay,220_219_bay_node,220_219,220_219_bay,thru,TURN_BAY_CONNECTOR,5,0.0,"0,0,1,2,2","0,1,2,3,4",s,True,free,
220_219_241_WBL,219,220_219_bay,219_241,left,WBL,1,244.0,4,0,l,False,,6.7056
220_219_216_WBT,219,220_219_bay,219_216,thru,WBT,3,1697.0,"1,2,3","0,1,2",s,False,,26.8224
220_219_310_WBR,219,220_219_bay,219_310,right,WBR,1,255.0,0,0,r,False,,4.02336
220_383_384_SBL,383,220_383,383_384,left,SBL,1,0.0,2,1,l,False,,6.7056
220_383_429_SBT,383,220_383,383_429,thru,SBT,2,0.0,"0,1","0,1",s,False,,26.8224
220_420_381_EBL,420,220_420,420_381,left,EBL,2,252.0,"3,4","1,0",l,False,,6.7056
220_420_405_EBT,420,220_420,420_405,thru,EBT,3,466.0,"0,1,2","0,1,2",s,False,,26.8224
221_204_to_221_204_bay,221_204_bay_node,221_204,221_204_bay,thru,TURN_BAY_CONNECTOR,6,0.0,"0,0,1,2,2,2","0,1,2,3,4,5",s,True,free,
221_204_203_NBL,204,221_204_bay,204_203,left,NBL,2,447.0,"4,5","2,1",l,False,,6.7056
221_204_406_NBT,204,221_204_bay,204_406,thru,NBT,3,803.0,"1,2,3","0,1,2",s,False,,26.8224
221_204_205_NBR,204,221_204_bay,204_205,right,NBR,1,202.0,0,0,r,False,,4.02336
221_226_to_221_226_bay,221_226_bay_node,221_226,221_226_bay,thru,TURN_BAY_CONNECTOR,4,0.0,"0,0,1,2","0,1,2,3",s,True,free,
221_226_481_SBT,226,221_226_bay,226_481,thru,SBT,3,365.0,"1,2,3","0,1,2",s,False,,26.8224
221_226_425_SBR,226,221_226_bay,226_425,right,SBR,1,20.0,0,0,r,False,,4.02336
222_210_to_222_210_bay,222_210_bay_node,222_210,222_210_bay,thru,TURN_BAY_CONNECTOR,5,0.0,"0,0,1,2,2","0,1,2,3,4",s,True,free,
222_210_209_NBL,210,222_210_bay,210_209,left,NBL,1,101.0,4,2,l,False,,6.7056
222_210_477_NBT,210,222_210_bay,210_477,thru,NBT,3,742.0,"1,2,3","0,1,2",s,False,,26.8224
222_210_213_NBR,210,222_210_bay,210_213,right,NBR,1,81.0,0,0,r,False,,4.02336
222_236_to_222_236_bay,222_236_bay_node,222_236,222_236_bay,thru,TURN_BAY_CONNECTOR,4,0.0,"0,1,2,2","0,1,2,3",s,True,free,
222_236_240_SBL,236,222_236_bay,236_240,left,SBL,1,70.0,3,1,l,False,,6.7056
222_236_423_SBT,236,222_236_bay,236_423,thru,SBT,3,340.0,"0,1,2","0,1,2",s,False,,26.8224
222_236_232_SBR,236,222_236_bay,236_232,right,SBR,1,144.0,0,0,r,False,,4.02336
224_17_to_224_17_bay,224_17_bay_node,224_17,224_17_bay,thru,TURN_BAY_CONNECTOR,6,0.0,"0,0,1,2,2,2","0,1,2,3,4,5",s,True,free,
224_17_317_NBL,17,224_17_bay,17_317,left,NBL,2,394.0,"4,5","1,0",l,False,,6.7056
224_17_10_NBT,17,224_17_bay,17_10,thru,NBT,3,1159.0,"1,2,3","0,1,2",s,False,,26.8224
224_17_496_NBR,17,224_17_bay,17_496,right,NBR,1,227.0,0,0,r,False,,4.02336
224_18_to_224_18_bay,224_18_bay_node,224_18,224_18_bay,thru,TURN_BAY_CONNECTOR,5,0.0,"0,1,2,3,3","0,1,2,3,4",s,True,free,
224_18_5213_SBL,18,224_18_bay,18_5213,left,SBL,1,47.0,4,1,l,False,,6.7056
224_18_33_SBT,18,224_18_bay,18_33,thru,SBT,3,1063.0,"1,2,3","0,1,2",s,False,,26.8224
224_18_21_SBR,18,224_18_bay,18_21,right,SBR,1,542.0,0,0,r,False,,4.02336
225_3_to_225_3_bay,225_3_bay_node,225_3,225_3_bay,thru,TURN_BAY_CONNECTOR,5,0.0,"0,1,2,2,2","0,1,2,3,4",s,True,free,
225_3_2_NBL,3,225_3_bay,3_2,left,NBL,2,32.0,"3,4","1,1",l,False,,6.7056
225_3_351_NBT,3,225_3_bay,3_351,thru,NBT,3,1120.0,"0,1,2","0,1,2",s,False,,26.8224
225_3_352_NBR,3,225_3_bay,3_352,right,NBR,1,78.0,0,0,r,False,,4.02336
225_7_to_225_7_bay,225_7_bay_node,225_7,225_7_bay,thru,TURN_BAY_CONNECTOR,4,0.0,"0,1,2,2","0,1,2,3",s,True,free,
225_7_326_SBL,7,225_7_bay,7_326,left,SBL,1,10.0,3,0,l,False,,6.7056
225_7_10_SBT,7,225_7_bay,7_10,thru,SBT,3,1063.0,"0,1,2","0,1,2",s,False,,26.8224
225_7_484_SBR,7,225_7_bay,7_484,right,SBR,1,26.0,0,0,r,False,,4.02336
226_221_to_226_221_bay,226_221_bay_node,226_221,226_221_bay,thru,TURN_BAY_CONNECTOR,5,0.0,"0,0,1,2,2","0,1,2,3,4",s,True,free,
226_221_545_NBL,221,226_221_bay,221_545,left,NBL,1,213.0,4,0,l,False,,6.7056
226_221_204_NBT,221,226_221_bay,221_204,thru,NBT,3,1229.0,"1,2,3","0,1,2",s,False,,26.8224
226_221_187_NBR,221,226_221_bay,221_187,right,NBR,1,53.0,0,0,r,False,,4.02336
227_147_5264_EBL,147,227_147,147_5264,left,EBL,1,25.0,1,2,l,False,,6.7056
227_147_424_EBT,147,227_147,147_424,thru,EBT,1,1.0,0,0,s,False,,26.8224
227_147_150_EBR,147,227_147,147_150,right,EBR,1,11.0,0,0,r,False,,4.02336
228_229_to_228_229_bay,228_229_bay_node,228_229,228_229_bay,thru,TURN_BAY_CONNECTOR,4,0.0,"0,0,1,1","0,1,2,3",s,True,free,
228_229_481_EBL,229,228_229_bay,229_481,left,EBL,1,216.0,3,2,l,False,,6.7056
228_229_231_EBT,229,228_229_bay,229_231,thru,EBT,2,981.0,"1,2","0,1",s,False,,26.8224
228_229_243_EBR,229,228_229_bay,229_243,right,EBR,1,113.0,0,0,r,False,,4.02336
228_746_to_228_746_bay,228_746_bay_node,228_746,228_746_bay,thru,TURN_BAY_CONNECTOR,3,0.0,"0,0,1","0,1,2",s,True,free,
228_746_745_WBT,746,228_746_bay,746_745,thru,WBT,2,395.0,"1,2","0,1",s,False,,26.8224
228_746_279_WBR,746,228_746_bay,746_279,right,WBR,1,504.0,0,0,r,False,,4.02336
229_228_to_229_228_bay,229_228_bay_node,229_228,229_228_bay,thru,TURN_BAY_CONNECTOR,4,0.0,"0,0,1,1","0,1,2,3",s,True,free,
229_228_273_WBL,228,229_228_bay,228_273,left,WBL,1,218.0,3,1,l,False,,6.7056
229_228_746_WBT,228,229_228_bay,228_746,thru,WBT,2,1002.0,"1,2","0,1",s,False,,26.8224
229_228_272_WBR,228,229_228_bay,228_272,right,WBR,1,127.0,0,0,r,False,,4.02336
229_231_to_229_231_bay,229_231_bay_node,229_231,229_231_bay,thru,TURN_BAY_CONNECTOR,4,0.0,"0,0,1,1","0,1,2,3",s,True,free,
229_231_482_EBL,231,229_231_bay,231_482,left,EBL,1,248.0,3,0,l,False,,6.7056
229_231_232_EBT,231,229_231_bay,231_232,thru,EBT,2,675.0,"1,2","0,1",s,False,,26.8224
229_231_354_EBR,231,229_231_bay,231_354,right,EBR,1,29.0,0,0,r,False,,4.02336
229_243_551_SBL,243,229_243,243_551,left,SBL,1,0.0,2,0,l,False,,6.7056
229_243_261_SBT,243,229_243,243_261,thru,SBT,2,0.0,"0,1","0,1",s,False,,26.8224
22_322_7010_EBL,322,22_322,322_7010,left,EBL,1,50.0,2,1,l,False,,6.7056
22_322_5216_EBT,322,22_322,322_5216,thru,EBT,2,106.0,"0,1","0,1",s,False,,26.8224
22_55_to_22_55_bay,22_55_bay_node,22_55,22_55_bay,thru,TURN_BAY_CONNECTOR,4,0.0,"0,0,1,1","0,1,2,3",s,True,free,
22_55_8055_SBL,55,22_55_bay,55_8055,left,SBL,1,51.0,3,2,l,False,,6.7056
22_55_5279_SBT,55,22_55_bay,55_5279,thru,SBT,2,307.0,"1,2","0,1",s,False,,26.8224
22_55_5214_SBR,55,22_55_bay,55_5214,right,SBR,1,152.0,0,0,r,False,,4.02336
230_184_to_230_184_bay,230_184_bay_node,230_184,230_184_bay,thru,TURN_BAY_CONNECTOR,2,0.0,"0,0","0,1",s,True,free,
230_184_183_NBL,184,230_184_bay,184_183,left,NBL,1,40.0,1,1,l,False,,6.7056
230_184_239_NBT,184,230_184_bay,184_239,thru,NBT,1,10.0,0,0,s,False,,26.8224
230_184_186_NBR,184,230_184_bay,184_186,right,NBR,1,40.0,0,0,r,False,,4.02336
231_229_to_231_229_bay,231_229_bay_node,231_229,231_229_bay,thru,TURN_BAY_CONNECTOR,4,0.0,"0,0,1,1","0,1,2,3",s,True,free,
231_229_243_WBL,229,231_229_bay,229_243,left,WBL,1,106.0,3,1,l,False,,6.7056
231_229_228_WBT,229,231_229_bay,229_228,thru,WBT,2,651.0,"1,2","0,1",s,False,,26.8224
231_229_481_WBR,229,231_229_bay,229_481,right,WBR,1,218.0,0,0,r,False,,4.02336
231_232_to_231_232_bay,231_232_bay_node,231_232,231_232_bay,thru,TURN_BAY_CONNECTOR,3,0.0,"0,1,1","0,1,2",s,True,free,
231_232_208_EBL,232,231_232_bay,232_208,left,EBL,1,133.0,2,1,l,False,,6.7056
231_232_236_EBT,232,231_232_bay,232_236,thru,EBT,2,596.0,"0,1","0,1",s,False,,26.8224
231_232_269_EBR,232,231_232_bay,232_269,right,EBR,1,43.0,0,0,r,False,,4.02336
232_208_to_232_208_bay,232_208_bay_node,232_208,232_208_bay,thru,TURN_BAY_CONNECTOR,4,0.0,"0,0,1,1","0,1,2,3",s,True,free,
232_208_206_NBL,208,232_208_bay,208_206,left,NBL,1,235.0,3,2,l,False,,6.7056
232_208_196_NBT,208,232_208_bay,208_196,thru,NBT,2,872.0,"1,2","0,1",s,False,,26.8224
232_208_209_NBR,208,232_208_bay,208_209,right,NBR,1,62.0,0,0,r,False,,4.02336
232_231_to_232_231_bay,232_231_bay_node,232_231,232_231_bay,thru,TURN_BAY_CONNECTOR,4,0.0,"0,0,1,1","0,1,2,3",s,True,free,
232_231_354_WBL,231,232_231_bay,231_354,left,WBL,1,105.0,3,0,l,False,,6.7056
232_231_229_WBT,231,232_231_bay,231_229,thru,WBT,2,1095.0,"1,2","0,1",s,False,,26.8224
232_231_482_WBR,231,232_231_bay,231_482,right,WBR,1,330.0,0,0,r,False,,4.02336
232_236_to_232_236_bay,232_236_bay_node,232_236,232_236_bay,thru,TURN_BAY_CONNECTOR,3,0.0,"0,1,1","0,1,2",s,True,free,
232_236_222_EBL,236,232_236_bay,236_222,left,EBL,1,204.0,2,2,l,False,,6.7056
232_236_240_EBT,236,232_236_bay,236_240,thru,EBT,2,592.0,"0,1","0,1",s,False,,26.8224
232_236_423_EBR,236,232_236_bay,236_423,right,EBR,1,82.0,0,0,r,False,,4.02336
234_193_to_234_193_bay,234_193_bay_node,234_193,234_193_bay,thru,TURN_BAY_CONNECTOR,2,0.0,"0,0","0,1",s,True,free,
234_193_183_EBL,193,234_193_bay,193_183,left,EBL,1,40.0,1,1,l,False,,6.7056
234_193_235_EBT,193,234_193_bay,193_235,thru,EBT,1,10.0,0,0,s,False,,26.8224
234_193_197_EBR,193,234_193_bay,193_197,right,EBR,1,40.0,0,0,r,False,,4.02336
235_193_197_WBL,193,235_193,193_197,left,WBL,1,40.0,1,1,l,False,,6.7056
235_193_234_WBT,193,235_193,193_234,thru,WBT,1,10.0,0,0,s,False,,26.8224
235_193_183_WBR,193,235_193,193_183,right,WBR,1,40.0,0,0,r,False,,4.02336
236_222_to_236_222_bay,236_222_bay_node,236_222,236_222_bay,thru,TURN_BAY_CONNECTOR,4,0.0,"0,1,2,2","0,1,2,3",s,True,free,
236_222_260_NBL,222,236_222_bay,222_260,left,NBL,1,10.0,3,0,l,False,,6.7056
236_222_210_NBT,222,236_222_bay,222_210,thru,NBT,3,1436.0,"0,1,2","0,1,2",s,False,,26.8224
236_222_255_NBR,222,236_222_bay,222_255,right,NBR,1,10.0,0,0,r,False,,4.02336
236_232_to_236_232_bay,236_232_bay_node,236_232,236_232_bay,thru,TURN_BAY_CONNECTOR,4,0.0,"0,0,1,1","0,1,2,3",s,True,free,
236_232_269_WBL,232,236_232_bay,232_269,left,WBL,1,157.0,3,1,l,False,,6.7056
236_232_231_WBT,232,236_232_bay,232_231,thru,WBT,2,1155.0,"1,2","0,1",s,False,,26.8224
236_232_208_WBR,232,236_232_bay,232_208,right,WBR,1,227.0,0,0,r,False,,4.02336
236_240_to_236_240_bay,236_240_bay_node,236_240,236_240_bay,thru,TURN_BAY_CONNECTOR,4,0.0,"0,0,1,1","0,1,2,3",s,True,free,
236_240_422_EBL,240,236_240_bay,240_422,left,EBL,1,105.0,3,1,l,False,,6.7056
236_240_244_EBT,240,236_240_bay,240_244,thru,EBT,2,476.0,"1,2","0,1",s,False,,26.8224
236_240_262_EBR,240,236_240_bay,240_262,right,EBR,1,57.0,0,0,r,False,,4.02336
237_213_to_237_213_bay,237_213_bay_node,237_213,237_213_bay,thru,TURN_BAY_CONNECTOR,2,0.0,"0,0","0,1",s,True,free,
237_213_215_SBL,213,237_213_bay,213_215,left,SBL,1,40.0,1,2,l,False,,6.7056
237_213_238_SBT,213,237_213_bay,213_238,thru,SBT,1,10.0,0,0,s,False,,26.8224
237_213_210_SBR,213,237_213_bay,213_210,right,SBR,1,50.0,0,0,r,False,,4.02336
238_213_to_238_213_bay,238_213_bay_node,238_213,238_213_bay,thru,TURN_BAY_CONNECTOR,2,0.0,"0,0","0,1",s,True,free,
238_213_210_NBL,213,238_213_bay,213_210,left,NBL,1,50.0,1,2,l,False,,6.7056
238_213_237_NBT,213,238_213_bay,213_237,thru,NBT,1,10.0,0,0,s,False,,26.8224
238_213_215_NBR,213,238_213_bay,213_215,right,NBR,1,40.0,0,0,r,False,,4.02336
239_184_to_239_184_bay,239_184_bay_node,239_184,239_184_bay,thru,TURN_BAY_CONNECTOR,2,0.0,"0,0","0,1",s,True,free,
