mvmt_id,node_id,ib_link_id,ob_link_id,type,movement_name,num_lanes,volume,ib_lane_indices,ob_lane_indices,sumo_dir,is_turn_bay_connector,control,turning_speed_mps
416_172_223_SBT,172,416_172,172_223,thru,SBT,2,467.0,"1,2","1,1",s,False,,26.8224
416_172_415_SBR,172,416_172,172_415,right,SBR,1,181.0,0,0,r,False,,4.02336
417_372_172_WBT,372,417_372,372_172,thru,WBT,5,1687.0,"1,2,3,4,5","0,0,1,1,2",s,False,,26.8224
417_372_308_WBR,372,417_372,372_308,right,WBR,1,308.0,0,0,r,False,,4.02336
418_159_to_418_159_bay,418_159_bay_node,418_159,418_159_bay,thru,TURN_BAY_CONNECTOR,3,0.0,"0,1,1","0,1,2",s,True,free,
418_159_160_SBL,159,418_159_bay,159_160,left,SBL,1,144.0,2,2,l,False,,6.7056
418_159_419_SBT,159,418_159_bay,159_419,thru,SBT,2,133.0,"0,1","0,1",s,False,,26.8224
418_159_157_SBR,159,418_159_bay,159_157,right,SBR,1,78.0,0,0,r,False,,4.02336
419_159_to_419_159_bay,419_159_bay_node,419_159,419_159_bay,thru,TURN_BAY_CONNECTOR,3,0.0,"0,1,1","0,1,2",s,True,free,
419_159_157_NBL,159,419_159_bay,159_157,left,NBL,1,287.0,2,2,l,False,,6.7056
419_159_418_NBT,159,419_159_bay,159_418,thru,NBT,2,471.0,"0,1","0,1",s,False,,26.8224
419_159_160_NBR,159,419_159_bay,159_160,right,NBR,1,60.0,0,0,r,False,,4.02336
41_40_541_WBL,40,41_40,40_541,left,WBL,1,15.0,2,0,l,False,,6.7056
41_40_39_WBT,40,41_40,40_39,thru,WBT,2,668.0,"0,1","0,1",s,False,,26.8224
41_40_540_WBR,40,41_40,40_540,right,WBR,1,32.0,0,0,r,False,,4.02336
41_43_to_41_43_bay,41_43_bay_node,41_43,41_43_bay,thru,TURN_BAY_CONNECTOR,4,0.0,"0,0,1,1","0,1,2,3",s,True,free,
41_43_31_EBL,43,41_43_bay,43_31,left,EBL,1,98.0,3,1,l,False,,6.7056
41_43_44_EBT,43,41_43_bay,43_44,thru,EBT,2,626.0,"1,2","0,1",s,False,,26.8224
41_43_60_EBR,43,41_43_bay,43_60,right,EBR,1,316.0,0,0,r,False,,4.02336
420_220_383_WBL,220,420_220,220_383,left,WBL,2,298.0,"3,4","1,0",l,False,,6.7056
420_220_219_WBT,220,420_220,220_219,thru,WBT,3,1044.0,"0,1,2","0,1,2",s,False,,26.8224
420_381_382_NBL,381,420_381,381_382,left,NBL,1,0.0,2,1,l,False,,6.7056
420_381_375_NBT,381,420_381,381_375,thru,NBT,2,0.0,"0,1","0,1",s,False,,26.8224
421_149_to_421_149_bay,421_149_bay_node,421_149,421_149_bay,thru,TURN_BAY_CONNECTOR,3,0.0,"0,1,1","0,1,2",s,True,free,
421_149_366_SBL,149,421_149_bay,149_366,left,SBL,1,30.0,2,0,l,False,,6.7056
421_149_174_SBT,149,421_149_bay,149_174,thru,SBT,2,749.0,"0,1","0,1",s,False,,26.8224
421_149_367_SBR,149,421_149_bay,149_367,right,SBR,1,50.0,0,0,r,False,,4.02336
421_165_163_NBL,165,421_165,165_163,left,NBL,2,338.0,"3,4","2,1",l,False,,6.7056
421_165_150_NBT,165,421_165,165_150,thru,NBT,3,1503.0,"0,1,2","0,1,2",s,False,,26.8224
421_165_166_NBR,165,421_165,165_166,right,NBR,1,118.0,0,0,r,False,,4.02336
422_215_to_422_215_bay,422_215_bay_node,422_215,422_215_bay,thru,TURN_BAY_CONNECTOR,4,0.0,"0,1,2,2","0,1,2,3",s,True,free,
422_215_213_NBL,215,422_215_bay,215_213,left,NBL,1,137.0,3,2,l,False,,6.7056
422_215_198_NBT,215,422_215_bay,215_198,thru,NBT,3,653.0,"0,1,2","0,1,2",s,False,,26.8224
422_215_216_NBR,215,422_215_bay,215_216,right,NBR,1,72.0,0,0,r,False,,4.02336
422_240_to_422_240_bay,422_240_bay_node,422_240,422_240_bay,thru,TURN_BAY_CONNECTOR,4,0.0,"0,0,1,1","0,1,2,3",s,True,free,
422_240_244_SBL,240,422_240_bay,240_244,left,SBL,1,68.0,3,1,l,False,,6.7056
422_240_262_SBT,240,422_240_bay,240_262,thru,SBT,2,210.0,"1,2","0,1",s,False,,26.8224
422_240_236_SBR,240,422_240_bay,240_236,right,SBR,1,83.0,0,0,r,False,,4.02336
423_236_232_NBL,236,423_236,236_232,left,NBL,1,125.0,3,1,l,False,,6.7056
423_236_222_NBT,236,423_236,236_222,thru,NBT,3,807.0,"0,1,2","0,1,2",s,False,,26.8224
423_236_240_NBR,236,423_236,236_240,right,NBR,1,153.0,0,0,r,False,,4.02336
423_248_to_423_248_bay,423_248_bay_node,423_248,423_248_bay,thru,TURN_BAY_CONNECTOR,4,0.0,"0,1,2,2","0,1,2,3",s,True,free,
423_248_266_SBL,248,423_248_bay,248_266,left,SBL,1,0.0,3,0,l,False,,6.7056
423_248_253_SBT,248,423_248_bay,248_253,thru,SBT,3,0.0,"0,1,2","0,1,2",s,False,,26.8224
424_147_150_WBL,147,424_147,147_150,left,WBL,1,10.0,1,2,l,False,,6.7056
424_147_5264_WBR,147,424_147,147_5264,right,WBR,1,4.0,0,0,r,False,,4.02336
425_226_to_425_226_bay,425_226_bay_node,425_226,425_226_bay,thru,TURN_BAY_CONNECTOR,3,0.0,"0,0,0","0,1,2",s,True,free,
425_226_221_EBL,226,425_226_bay,226_221,left,EBL,2,0.0,"1,2","2,1",l,False,,6.7056
425_226_481_EBR,226,425_226_bay,226_481,right,EBR,1,0.0,0,0,r,False,,4.02336
427_224_17_EBL,224,427_224,224_17,left,EBL,1,0.0,1,2,l,False,,6.7056
427_224_449_EBT,224,427_224,224_449,thru,EBT,1,0.0,0,0,s,False,,26.8224
428_152_to_428_152_bay,428_152_bay_node,428_152,428_152_bay,thru,TURN_BAY_CONNECTOR,2,0.0,"0,0","0,1",s,True,free,
428_152_153_SBL,152,428_152_bay,152_153,left,SBL,1,160.0,1,2,l,False,,6.7056
428_152_744_SBR,152,428_152_bay,152_744,right,SBR,1,19.0,0,0,r,False,,4.02336
429_268_289_SBT,268,429_268,268_289,thru,SBT,1,0.0,0,0,s,False,,26.8224
42_19_to_42_19_bay,42_19_bay_node,42_19,42_19_bay,thru,TURN_BAY_CONNECTOR,3,0.0,"0,1,1","0,1,2",s,True,free,
42_19_393_NBL,19,42_19_bay,19_393,left,NBL,1,391.0,2,0,l,False,,6.7056
42_19_12_NBT,19,42_19_bay,19_12,thru,NBT,2,1095.0,"0,1","0,1",s,False,,26.8224
42_20_to_42_20_bay,42_20_bay_node,42_20,42_20_bay,thru,TURN_BAY_CONNECTOR,5,0.0,"0,1,2,2,2","0,1,2,3,4",s,True,free,
42_20_37_SBL,20,42_20_bay,20_37,left,SBL,2,139.0,"3,4","1,0",l,False,,6.7056
42_20_51_SBT,20,42_20_bay,20_51,thru,SBT,3,525.0,"0,1,2","0,1,2",s,False,,26.8224
42_20_249_SBR,20,42_20_bay,20_249,right,SBR,1,78.0,0,0,r,False,,4.02336
430_107_to_430_107_bay,430_107_bay_node,430_107,430_107_bay,thru,TURN_BAY_CONNECTOR,3,0.0,"0,1,1","0,1,2",s,True,free,
430_107_456_EBL,107,430_107_bay,107_456,left,EBL,1,0.0,2,2,l,False,,6.7056
430_107_431_EBT,107,430_107_bay,107_431,thru,EBT,1,0.0,1,0,s,False,,26.8224
430_107_108_EBR,107,430_107_bay,107_108,right,EBR,1,0.0,0,0,r,False,,4.02336
431_107_430_WBT,107,431_107,107_430,thru,WBT,1,0.0,1,0,s,False,,26.8224
431_107_456_WBR,107,431_107,107_456,right,WBR,1,0.0,0,0,r,False,,4.02336
433_163_165_SBL,163,433_163,163_165,left,SBL,1,0.0,1,2,l,False,,6.7056
433_163_435_SBT,163,433_163,163_435,thru,SBT,1,0.0,0,0,s,False,,26.8224
434_197_407_WBT,197,434_197,197_407,thru,WBT,1,0.0,0,0,s,False,,26.8224
435_163_to_435_163_bay,435_163_bay_node,435_163,435_163_bay,thru,TURN_BAY_CONNECTOR,2,0.0,"0,0","0,1",s,True,free,
435_163_162_NBL,163,435_163_bay,163_162,left,NBL,1,0.0,1,2,l,False,,6.7056
435_163_433_NBT,163,435_163_bay,163_433,thru,NBT,1,0.0,0,0,s,False,,26.8224
436_198_437_WBT,198,436_198,198_437,thru,WBT,1,0.0,0,0,s,False,,26.8224
437_198_436_EBT,198,437_198,198_436,thru,EBT,1,0.0,0,0,s,False,,26.8224
439_216_to_439_216_bay,439_216_bay_node,439_216,439_216_bay,thru,TURN_BAY_CONNECTOR,2,0.0,"0,0","0,1",s,True,free,
439_216_219_SBL,216,439_216_bay,216_219,left,SBL,1,0.0,1,2,l,False,,6.7056
439_216_440_SBT,216,439_216_bay,216_440,thru,SBT,1,0.0,0,0,s,False,,26.8224
43_31_7214_NBL,31,43_31,31_7214,left,NBL,1,60.0,2,0,l,False,,6.7056
43_31_30_NBT,31,43_31,31_30,thru,NBT,1,372.0,1,0,s,False,,26.8224
43_31_7213_NBR,31,43_31,31_7213,right,NBR,1,85.0,0,0,r,False,,4.02336
43_41_to_43_41_bay,43_41_bay_node,43_41,43_41_bay,thru,TURN_BAY_CONNECTOR,3,0.0,"0,1,1","0,1,2",s,True,free,
43_41_7273_WBL,41,43_41_bay,41_7273,left,WBL,1,12.0,2,0,l,False,,6.7056
43_41_40_WBT,41,43_41_bay,41_40,thru,WBT,2,706.0,"0,1","0,1",s,False,,26.8224
43_41_5207_WBR,41,43_41_bay,41_5207,right,WBR,1,201.0,0,0,r,False,,4.02336
43_44_7212_EBL,44,43_44,44_7212,left,EBL,1,27.0,2,0,l,False,,6.7056
43_44_45_EBT,44,43_44,44_45,thru,EBT,2,408.0,"0,1","0,1",s,False,,26.8224
43_44_7209_EBR,44,43_44,44_7209,right,EBR,1,38.0,0,0,r,False,,4.02336
43_60_to_43_60_bay,43_60_bay_node,43_60,43_60_bay,thru,TURN_BAY_CONNECTOR,4,0.0,"0,1,2,2","0,1,2,3",s,True,free,
43_60_7208_SBL,60,43_60_bay,60_7208,left,SBL,1,16.0,3,0,l,False,,6.7056
43_60_5270_SBT,60,43_60_bay,60_5270,thru,SBT,3,462.0,"0,1,2","0,1,2",s,False,,26.8224
43_60_7207_SBR,60,43_60_bay,60_7207,right,SBR,1,11.0,0,0,r,False,,4.02336
440_216_to_440_216_bay,440_216_bay_node,440_216,440_216_bay,thru,TURN_BAY_CONNECTOR,2,0.0,"0,0","0,1",s,True,free,
440_216_215_NBL,216,440_216_bay,216_215,left,NBL,1,0.0,1,2,l,False,,6.7056
440_216_439_NBT,216,440_216_bay,216_439,thru,NBT,1,0.0,0,0,s,False,,26.8224
441_205_204_NBL,205,441_205,205_204,left,NBL,1,30.0,2,2,l,False,,6.7056
441_205_194_NBT,205,441_205,205_194,thru,NBT,1,10.0,1,0,s,False,,26.8224
441_205_206_NBR,205,441_205,205_206,right,NBR,1,30.0,0,0,r,False,,4.02336
444_746_to_444_746_bay,444_746_bay_node,444_746,444_746_bay,thru,TURN_BAY_CONNECTOR,2,0.0,"0,0","0,1",s,True,free,
444_746_745_NBL,746,444_746_bay,746_745,left,NBL,1,127.0,1,1,l,False,,6.7056
444_746_279_NBT,746,444_746_bay,746_279,thru,NBT,1,6.0,1,0,s,False,,26.8224
444_746_228_NBR,746,444_746_bay,746_228,right,NBR,1,306.0,0,0,r,False,,4.02336
445_245_256_WBL,245,445_245,245_256,left,WBL,2,212.0,"3,4","1,0",l,False,,6.7056
445_245_338_WBT,245,445_245,245_338,thru,WBT,3,1385.0,"0,1,2","0,1,2",s,False,,26.8224
445_254_450_NBL,254,445_254,254_450,left,NBL,1,0.0,2,1,l,False,,6.7056
445_254_2881_NBT,254,445_254,254_2881,thru,NBT,2,0.0,"0,1","0,1",s,False,,26.8224
446_126_130_SBL,126,446_126,126_130,left,SBL,1,0.0,1,2,l,False,,6.7056
446_126_447_SBT,126,446_126,126_447,thru,SBT,1,0.0,0,0,s,False,,26.8224
447_126_to_447_126_bay,447_126_bay_node,447_126,447_126_bay,thru,TURN_BAY_CONNECTOR,2,0.0,"0,0","0,1",s,True,free,
447_126_129_NBL,126,447_126_bay,126_129,left,NBL,1,0.0,1,2,l,False,,6.7056
447_126_446_NBT,126,447_126_bay,126_446,thru,NBT,1,0.0,0,0,s,False,,26.8224
448_268_289_SWL,268,448_268,268_289,left,SWL,1,0.0,0,1,l,False,,6.7056
449_224_to_449_224_bay,449_224_bay_node,449_224,449_224_bay,thru,TURN_BAY_CONNECTOR,2,0.0,"0,0","0,1",s,True,free,
449_224_18_WBL,224,449_224_bay,224_18,left,WBL,1,105.0,1,3,l,False,,6.7056
449_224_427_WBT,224,449_224_bay,224_427,thru,WBT,1,100.0,0,0,s,False,,26.8224
449_224_17_WBR,224,449_224_bay,224_17,right,WBR,1,92.0,0,0,r,False,,4.02336
44_43_to_44_43_bay,44_43_bay_node,44_43,44_43_bay,thru,TURN_BAY_CONNECTOR,4,0.0,"0,0,1,1","0,1,2,3",s,True,free,
44_43_60_WBL,43,44_43_bay,43_60,left,WBL,1,79.0,3,2,l,False,,6.7056
44_43_41_WBT,43,44_43_bay,43_41,thru,WBT,2,479.0,"1,2","0,1",s,False,,26.8224
44_43_31_WBR,43,44_43_bay,43_31,right,WBR,1,74.0,0,1,r,False,,4.02336
44_45_7211_EBL,45,44_45,45_7211,left,EBL,1,46.0,2,0,l,False,,6.7056
44_45_46_EBT,45,44_45,45_46,thru,EBT,2,592.0,"0,1","0,1",s,False,,26.8224
44_45_7210_EBR,45,44_45,45_7210,right,EBR,1,28.0,0,0,r,False,,4.02336
451_117_to_451_117_bay,451_117_bay_node,451_117,451_117_bay,thru,TURN_BAY_CONNECTOR,2,0.0,"0,0","0,1",s,True,free,
451_117_111_WBL,117,451_117_bay,117_111,left,WBL,1,1.0,1,1,l,False,,6.7056
451_117_452_WBT,117,451_117_bay,117_452,thru,WBT,1,3.0,0,0,s,False,,26.8224
451_117_91_WBR,117,451_117_bay,117_91,right,WBR,1,24.0,0,0,r,False,,4.02336
452_117_91_EBL,117,452_117,117_91,left,EBL,1,13.0,1,1,l,False,,6.7056
452_117_451_EBT,117,452_117,117_451,thru,EBT,1,53.0,0,0,s,False,,26.8224
452_117_111_EBR,117,452_117,117_111,right,EBR,1,49.0,0,0,r,False,,4.02336
453_203_to_453_203_bay,453_203_bay_node,453_203,453_203_bay,thru,TURN_BAY_CONNECTOR,3,0.0,"0,0,0","0,1,2",s,True,free,
453_203_204_SBL,203,453_203_bay,203_204,left,SBL,1,23.0,2,2,l,False,,6.7056
453_203_392_SBT,203,453_203_bay,203_392,thru,SBT,1,7.0,1,0,s,False,,26.8224
453_203_401_SBR,203,453_203_bay,203_401,right,SBR,1,111.0,0,0,r,False,,4.02336
454_247_14_NBL,247,454_247,247_14,left,NBL,1,31.0,0,1,l,False,,6.7056
454_247_5201_NBR,247,454_247,247_5201,right,NBR,1,31.0,0,0,r,False,,4.02336
455_246_to_455_246_bay,455_246_bay_node,455_246,455_246_bay,thru,TURN_BAY_CONNECTOR,2,0.0,"0,0","0,1",s,True,free,
455_246_7001_EBL,246,455_246_bay,246_7001,left,EBL,1,0.0,1,1,l,False,,6.7056
455_246_295_EBR,246,455_246_bay,246_295,right,EBR,1,0.0,0,0,r,False,,4.02336
456_107_to_456_107_bay,456_107_bay_node,456_107,456_107_bay,thru,TURN_BAY_CONNECTOR,4,0.0,"0,0,1,1","0,1,2,3",s,True,free,
456_107_431_SBL,107,456_107_bay,107_431,left,SBL,1,0.0,3,0,l,False,,6.7056
456_107_108_SBT,107,456_107_bay,107_108,thru,SBT,2,0.0,"1,2","0,1",s,False,,26.8224
456_107_430_SBR,107,456_107_bay,107_430,right,SBR,1,0.0,0,0,r,False,,4.02336
456_83_to_456_83_bay,456_83_bay_node,456_83,456_83_bay,thru,TURN_BAY_CONNECTOR,5,0.0,"0,1,2,2,2","0,1,2,3,4",s,True,free,
456_83_297_NBL,83,456_83_bay,83_297,left,NBL,2,260.0,"3,4","2,1",l,False,,6.7056
456_83_84_NBT,83,456_83_bay,83_84,thru,NBT,3,1276.0,"0,1,2","0,1,2",s,False,,26.8224
456_83_90_NBR,83,456_83_bay,83_90,right,NBR,1,281.0,0,0,r,False,,4.02336
457_519_520_NER,519,457_519,519_520,right,NER,1,0.0,0,0,r,False,,4.02336
458_174_to_458_174_bay,458_174_bay_node,458_174,458_174_bay,thru,TURN_BAY_CONNECTOR,2,0.0,"0,0","0,1",s,True,free,
458_174_149_EBL,174,458_174_bay,174_149,left,EBL,1,0.0,1,1,l,False,,6.7056
458_174_475_EBT,174,458_174_bay,174_475,thru,EBT,1,0.0,0,0,s,False,,26.8224
459_61_to_459_61_bay,459_61_bay_node,459_61,459_61_bay,thru,TURN_BAY_CONNECTOR,3,0.0,"0,1,1","0,1,2",s,True,free,
459_61_5217_SBL,61,459_61_bay,61_5217,left,SBL,1,15.0,2,1,l,False,,6.7056
459_61_460_SBT,61,459_61_bay,61_460,thru,SBT,1,3.0,1,0,s,False,,26.8224
459_61_37_SBR,61,459_61_bay,61_37,right,SBR,1,13.0,0,0,r,False,,4.02336
45_44_to_45_44_bay,45_44_bay_node,45_44,45_44_bay,thru,TURN_BAY_CONNECTOR,3,0.0,"0,1,1","0,1,2",s,True,free,
45_44_7209_WBL,44,45_44_bay,44_7209,left,WBL,1,45.0,2,0,l,False,,6.7056
45_44_43_WBT,44,45_44_bay,44_43,thru,WBT,2,637.0,"0,1","0,1",s,False,,26.8224
45_44_7212_WBR,44,45_44_bay,44_7212,right,WBR,1,48.0,0,0,r,False,,4.02336
45_46_to_45_46_bay,45_46_bay_node,45_46,45_46_bay,thru,TURN_BAY_CONNECTOR,3,0.0,"0,1,1","0,1,2",s,True,free,
45_46_512_EBL,46,45_46_bay,46_512,left,EBL,1,65.0,2,0,l,False,,6.7056
45_46_47_EBT,46,45_46_bay,46_47,thru,EBT,2,399.0,"0,1","0,1",s,False,,26.8224
460_61_to_460_61_bay,460_61_bay_node,460_61,460_61_bay,thru,TURN_BAY_CONNECTOR,2,0.0,"0,0","0,1",s,True,free,
460_61_37_NBL,61,460_61_bay,61_37,left,NBL,1,27.0,1,1,l,False,,6.7056
460_61_459_NBT,61,460_61_bay,61_459,thru,NBT,1,12.0,0,0,s,False,,26.8224
460_61_5217_NBR,61,460_61_bay,61_5217,right,NBR,1,13.0,0,0,r,False,,4.02336
462_225_7_WBL,225,462_225,225_7,left,WBL,1,134.0,1,2,l,False,,6.7056
462_225_463_WBT,225,462_225,225_463,thru,WBT,1,3.0,0,0,s,False,,26.8224
462_225_3_WBR,225,462_225,225_3,right,WBR,1,37.0,0,0,r,False,,4.02336
463_225_to_463_225_bay,463_225_bay_node,463_225,463_225_bay,thru,TURN_BAY_CONNECTOR,2,0.0,"0,0","0,1",s,True,free,
463_225_3_EBL,225,463_225_bay,225_3,left,EBL,1,17.0,1,2,l,False,,6.7056
463_225_462_EBT,225,463_225_bay,225_462,thru,EBT,1,4.0,0,0,s,False,,26.8224
463_225_7_EBR,225,463_225_bay,225_7,right,EBR,1,12.0,0,0,r,False,,4.02336
465_504_466_SBT,504,465_504,504_466,thru,SBT,1,0.0,0,0,s,False,,26.8224
466_504_465_NBT,504,466_504,504_465,thru,NBT,1,0.0,0,0,s,False,,26.8224
467_505_468_SBT,505,467_505,505_468,thru,SBT,1,0.0,0,0,s,False,,26.8224
468_505_to_468_505_bay,468_505_bay_node,468_505,468_505_bay,thru,TURN_BAY_CONNECTOR,2,0.0,"0,0","0,1",s,True,free,
468_505_504_NBL,505,468_505_bay,505_504,left,NBL,1,0.0,1,1,l,False,,6.7056
468_505_467_NBT,505,468_505_bay,505_467,thru,NBT,1,0.0,0,0,s,False,,26.8224
469_537_536_WBT,537,469_537,537_536,thru,WBT,2,0.0,"0,1","0,1",s,False,,26.8224
46_45_7210_WBL,45,46_45,45_7210,left,WBL,1,22.0,2,0,l,False,,6.7056
46_45_44_WBT,45,46_45,45_44,thru,WBT,2,688.0,"0,1","0,1",s,False,,26.8224
46_45_7211_WBR,45,46_45,45_7211,right,WBR,1,76.0,0,0,r,False,,4.02336
46_47_516_EBT,47,46_47,47_516,thru,EBT,2,494.0,"0,1","0,1",s,False,,26.8224
46_512_27_NBL,512,46_512,512_27,left,NBL,1,38.0,1,0,l,False,,6.7056
46_512_513_NBR,512,46_512,512_513,right,NBR,1,57.0,0,0,r,False,,4.02336
473_108_to_473_108_bay,473_108_bay_node,473_108,473_108_bay,thru,TURN_BAY_CONNECTOR,3,0.0,"0,0,0","0,1,2",s,True,free,
473_108_118_WBL,108,473_108_bay,108_118,left,WBL,1,0.0,2,1,l,False,,6.7056
473_108_363_WBT,108,473_108_bay,108_363,thru,WBT,1,0.0,1,0,s,False,,26.8224
473_108_107_WBR,108,473_108_bay,108_107,right,WBR,1,0.0,0,0,r,False,,4.02336
474_500_to_474_500_bay,474_500_bay_node,474_500,474_500_bay,thru,TURN_BAY_CONNECTOR,4,0.0,"0,0,1,1","0,1,2,3",s,True,free,
474_500_399_WBL,500,474_500_bay,500_399,left,WBL,1,72.0,3,0,l,False,,6.7056
474_500_398_WBT,500,474_500_bay,500_398,thru,WBT,2,1104.0,"1,2","0,1",s,False,,26.8224
474_500_400_WBR,500,474_500_bay,500_400,right,WBR,1,33.0,0,0,r,False,,4.02336
474_503_to_474_503_bay,474_503_bay_node,474_503,474_503_bay,thru,TURN_BAY_CONNECTOR,4,0.0,"0,0,1,1","0,1,2,3",s,True,free,
474_503_5_EBL,503,474_503_bay,503_5,left,EBL,1,98.0,3,2,l,False,,6.7056
474_503_504_EBT,503,474_503_bay,503_504,thru,EBT,2,135.0,"1,2","0,1",s,False,,26.8224
474_503_307_EBR,503,474_503_bay,503_307,right,EBR,1,93.0,0,0,r,False,,4.02336
475_174_to_475_174_bay,475_174_bay_node,475_174,475_174_bay,thru,TURN_BAY_CONNECTOR,2,0.0,"0,0","0,1",s,True,free,
475_174_183_WBL,174,475_174_bay,174_183,left,WBL,1,0.0,1,1,l,False,,6.7056
475_174_458_WBT,174,475_174_bay,174_458,thru,WBT,1,0.0,0,0,s,False,,26.8224
476_118_to_476_118_bay,476_118_bay_node,476_118,476_118_bay,thru,TURN_BAY_CONNECTOR,4,0.0,"0,0,1,1","0,1,2,3",s,True,free,
476_118_744_WBL,118,476_118_bay,118_744,left,WBL,1,106.0,3,1,l,False,,6.7056
476_118_296_WBT,118,476_118_bay,118_296,thru,WBT,2,672.0,"1,2","0,1",s,False,,26.8224
476_118_108_WBR,118,476_118_bay,118_108,right,WBR,1,405.0,0,0,r,False,,4.02336
476_119_to_476_119_bay,476_119_bay_node,476_119,476_119_bay,thru,TURN_BAY_CONNECTOR,3,0.0,"0,1,1","0,1,2",s,True,free,
476_119_278_EBL,119,476_119_bay,119_278,left,EBL,1,0.0,2,0,l,False,,6.7056
476_119_120_EBT,119,476_119_bay,119_120,thru,EBT,2,0.0,"0,1","0,1",s,False,,26.8224
477_210_to_477_210_bay,477_210_bay_node,477_210,477_210_bay,thru,TURN_BAY_CONNECTOR,4,0.0,"0,1,2,2","0,1,2,3",s,True,free,
477_210_213_SBL,210,477_210_bay,210_213,left,SBL,1,78.0,3,2,l,False,,6.7056
477_210_222_SBT,210,477_210_bay,210_222,thru,SBT,3,288.0,"0,1,2","0,1,2",s,False,,26.8224
477_210_209_SBR,210,477_210_bay,210_209,right,SBR,1,163.0,0,0,r,False,,4.02336
478_109_104_EBL,109,478_109,109_104,left,EBL,1,19.0,2,1,l,False,,6.7056
478_109_5240_EBT,109,478_109,109_5240,thru,EBT,2,2.0,"0,1","0,1",s,False,,26.8224
478_109_105_EBR,109,478_109,109_105,right,EBR,1,19.0,0,0,r,False,,4.02336
479_197_193_NBT,197,479_197,197_193,thru,NBT,2,0.0,"0,1","0,1",s,False,,26.8224
47_46_45_WBT,46,47_46,46_45,thru,WBT,3,662.0,"0,1,2","0,0,1",s,False,,26.8224
47_46_512_WBR,46,47_46,46_512,right,WBR,1,115.0,0,0,r,False,,4.02336
47_516_to_47_516_bay,47_516_bay_node,47_516,47_516_bay,thru,TURN_BAY_CONNECTOR,3,0.0,"0,1,1","0,1,2",s,True,free,
47_516_515_EBL,516,47_516_bay,516_515,left,EBL,1,28.0,2,0,l,False,,6.7056
47_516_49_EBT,516,47_516_bay,516_49,thru,EBT,2,470.0,"0,1","0,1",s,False,,26.8224
47_516_62_EBR,516,47_516_bay,516_62,right,EBR,1,80.0,0,0,r,False,,4.02336
480_506_to_480_506_bay,480_506_bay_node,480_506,480_506_bay,thru,TURN_BAY_CONNECTOR,5,0.0,"0,0,1,2,2","0,1,2,3,4",s,True,free,
480_506_507_SBL,506,480_506_bay,506_507,left,SBL,1,11.0,4,1,l,False,,6.7056
480_506_334_SBT,506,480_506_bay,506_334,thru,SBT,3,32.0,"1,2,3","1,1,2",s,False,,26.8224
480_506_505_SBR,506,480_506_bay,506_505,right,SBR,1,37.0,0,0,r,False,,4.02336
481_226_to_481_226_bay,481_226_bay_node,481_226,481_226_bay,thru,TURN_BAY_CONNECTOR,4,0.0,"0,1,2,2","0,1,2,3",s,True,free,
481_226_425_NBL,226,481_226_bay,226_425,left,NBL,1,50.0,3,0,l,False,,6.7056
481_226_221_NBT,226,481_226_bay,226_221,thru,NBT,3,1510.0,"0,1,2","0,1,2",s,False,,26.8224
481_229_to_481_229_bay,481_229_bay_node,481_229,481_229_bay,thru,TURN_BAY_CONNECTOR,4,0.0,"0,0,1,1","0,1,2,3",s,True,free,
481_229_231_SBL,229,481_229_bay,229_231,left,SBL,1,75.0,3,1,l,False,,6.7056
481_229_243_SBT,229,481_229_bay,229_243,thru,SBT,2,205.0,"1,2","0,1",s,False,,26.8224
481_229_228_SBR,229,481_229_bay,229_228,right,SBR,1,42.0,0,0,r,False,,4.02336
482_206_to_482_206_bay,482_206_bay_node,482_206,482_206_bay,thru,TURN_BAY_CONNECTOR,3,0.0,"0,0,0","0,1,2",s,True,free,
482_206_205_NBL,206,482_206_bay,206_205,left,NBL,1,96.0,2,2,l,False,,6.7056
482_206_190_NBT,206,482_206_bay,206_190,thru,NBT,1,75.0,1,0,s,False,,26.8224
482_206_208_NBR,206,482_206_bay,206_208,right,NBR,1,93.0,0,0,r,False,,4.02336
482_231_to_482_231_bay,482_231_bay_node,482_231,482_231_bay,thru,TURN_BAY_CONNECTOR,3,0.0,"0,0,0","0,1,2",s,True,free,
482_231_232_SBL,231,482_231_bay,231_232,left,SBL,1,27.0,2,1,l,False,,6.7056
482_231_354_SBT,231,482_231_bay,231_354,thru,SBT,1,32.0,1,0,s,False,,26.8224
482_231_229_SBR,231,482_231_bay,231_229,right,SBR,1,39.0,0,0,r,False,,4.02336
484_7_to_484_7_bay,484_7_bay_node,484_7,484_7_bay,thru,TURN_BAY_CONNECTOR,3,0.0,"0,0,0","0,1,2",s,True,free,
484_7_225_EBL,7,484_7_bay,7_225,left,EBL,1,1.0,2,2,l,False,,6.7056
484_7_326_EBT,7,484_7_bay,7_326,thru,EBT,1,8.0,1,0,s,False,,26.8224
484_7_10_EBR,7,484_7_bay,7_10,right,EBR,1,50.0,0,0,r,False,,4.02336
485_82_76_EBL,82,485_82,82_76,left,EBL,1,8.0,1,2,l,False,,6.7056
485_82_7243_EBT,82,485_82,82_7243,thru,EBT,1,5.0,0,0,s,False,,26.8224
485_82_93_EBR,82,485_82,82_93,right,EBR,1,10.0,0,0,r,False,,4.02336
486_13_to_486_13_bay,486_13_bay_node,486_13,486_13_bay,thru,TURN_BAY_CONNECTOR,5,0.0,"0,0,1,1,1","0,1,2,3,4",s,True,free,
