node_id,x_coord,y_coord,node_type,INTID,TYPE,X,Y,Z,DESCRIPTION,CBD,Inside Radius,Outside Radius,Roundabout Lanes,Circle Speed,INTID_base,TYPE_DESC
276,-111.97262103627844,33.336546106179654,External Node,276,1,6709,-4394,0,,,,,,,0,External Node
277,-111.97280934518763,33.33286076223487,External Node,277,1,6651,-5735,0,,,,,,,0,External Node
278,-111.97225601343106,33.39455965564821,External Node,278,1,6828,16716,0,,,,,,,0,External Node
279,-111.97178608875149,33.33636772436195,External Node,279,1,6964,-4459,0,,,,,,,0,External Node
280,-111.89449254448826,33.36631584609393,Unsignalized,280,3,30568,6439,0,,,,,,,0,Unsignalized
281,-111.92759308580924,33.37961507167174,External Node,281,1,20461,11276,0,,,,,,,0,External Node
282,-111.8929355742756,33.37574696701831,Bend,282,2,31042,9871,0,,,,,,,0,Bend
283,-111.89214563696619,33.396794703097015,Bend,283,2,31280,17530,0,,,,,,,0,Bend
284,-111.95610009037154,33.44486787151786,External Node,284,1,11763,35021,0,,,,,,,0,External Node
285,-111.96859642196715,33.37718145249598,External Node,285,1,7943,10392,0,,,,,,,0,External Node
286,-111.95455997174447,33.37361459435317,Bend,286,2,12228,9093,0,,,,,,,0,Bend
287,-111.95666690159176,33.363731906000424,External Node,287,1,11584,5497,0,,,,,,,0,External Node
288,-111.88340511316409,33.33504319595685,External Node,288,1,33959,-4939,0,,,,,,,0,External Node
289,-111.8937111766035,33.3357780772331,Bend,289,2,30811,-4673,0,,,,,,,0,Bend
290,-111.9113508235903,33.37390236874138,Bend,290,2,25420,9198,0,,,,,,,0,Bend
291,-111.97251075595469,33.34665387297157,External Node,291,1,6744,-716,0,,,,,,,0,External Node
292,-111.90503526131346,33.41349340875608,External Node,292,1,27344,23605,0,,,,,,,0,External Node
293,-111.90940426787903,33.37716127995705,Bend,293,2,26014,10384,0,,,,,,,0,Bend
294,-111.96238354296185,33.37977721656827,Bend,294,2,9840,11336,0,,,,,,,0,Bend
295,-111.9695853857451,33.426460714948554,Bend,295,2,7647,28324,0,,,,,,,0,Bend
296,-111.98307959888461,33.392863099252835,External Node,296,1,3524,16100,0,,,,,,,0,External Node
297,-111.98214719457977,33.407447803742606,External Node,297,1,3811,21407,0,,,,,,,0,External Node
298,-111.96942392778571,33.407545402086434,External Node,298,1,7694,21441,0,,,,,,,0,External Node
299,-111.97819728870675,33.41101356036418,External Node,299,1,5017,22704,0,,,,,,,0,External Node
300,-111.98164750537687,33.41053139400616,External Node,300,1,3964,22529,0,,,,,,,0,External Node
301,-111.9662058267108,33.40639478096952,External Node,301,1,8676,21022,0,,,,,,,0,External Node
302,-111.93229870380576,33.42339579320875,External Node,302,1,19024,27207,0,,,,,,,0,External Node
303,-111.89052171053538,33.407443145902654,Signalized,303,0,31774,21405,0,,,,,,,0,Signalized
304,-111.9733454966697,33.4136506026031,External Node,304,1,6498,23663,0,,,,,,,0,External Node
305,-111.97128832349807,33.407470674270385,External Node,305,1,7125,21414,0,,,,,,,0,External Node
306,-111.96091044997002,33.4385820261077,Signalized,306,0,10295,32734,0,,,,,,,0,Signalized
307,-111.95772199592079,33.441998555182735,Bend,307,2,11268,33977,0,,,,,,,0,Bend
308,-111.89192742860364,33.3809433598769,Bend,308,2,31349,11762,0,,,,,,,0,Bend
309,-111.94416192994046,33.354851408990335,External Node,309,1,15402,2265,0,,,,,,,0,External Node
310,-111.89803984877082,33.350097359781934,External Node,310,1,29487,537,0,,,,,,,0,External Node
311,-111.96834865986405,33.33709695240031,External Node,311,1,8014,-4194,0,,,,,,,0,External Node
312,-111.95484819545976,33.44633007303413,External Node,312,1,12145,35553,0,,,,,,,0,External Node
313,-111.95099924120309,33.44395900030625,External Node,313,1,13319,34690,0,,,,,,,0,External Node
314,-111.94524260583297,33.440521707175165,External Node,314,1,15075,33439,0,,,,,,,0,External Node
315,-111.97198682532485,33.37771913032767,External Node,315,1,6908,10588,0,,,,,,,0,External Node
316,-111.96738769563144,33.37703337200418,External Node,316,1,8312,10338,0,,,,,,,0,External Node
317,-111.9297514764063,33.43605080679565,Unsignalized,317,3,19801,31812,0,,,,,,,0,Unsignalized
318,-111.96976032646243,33.37993752228479,External Node,318,1,7588,11395,0,,,,,,,0,External Node
319,-111.93480245996173,33.44016210993841,Bend,319,2,18260,33308,0,,,,,,,0,Bend
320,-111.9378344848309,33.43915077549675,Bend,320,2,17335,32940,0,,,,,,,0,Bend
321,-111.89166860529515,33.334985907247315,Bend,321,2,31435,-4961,0,,,,,,,0,Bend
322,-111.89051049246073,33.429345707315896,Signalized,322,0,31774,29375,0,,,,,,,0,Signalized
323,-111.96859093796242,33.37997356823725,External Node,323,1,7945,11408,0,,,,,,,0,External Node
324,-111.89336176417922,33.37495839369171,External Node,324,1,30912,9584,0,,,,,,,0,External Node
325,-111.95250266000477,33.38833120412451,Bend,325,2,12857,14448,0,,,,,,,0,Bend
326,-111.92221475289104,33.444052763017,External Node,326,1,22100,34724,0,,,,,,,0,External Node
327,-111.91802867006182,33.444156682433324,External Node,327,1,23377,34762,0,,,,,,,0,External Node
328,-111.90937385892752,33.44673566145761,External Node,328,1,26017,35701,0,,,,,,,0,External Node
329,-111.94304934759249,33.43679541809619,Unsignalized,329,3,15744,32083,0,,,,,,,0,Unsignalized
330,-111.94083666812082,33.433951235304434,Bend,330,2,16419,31048,0,,,,,,,0,Bend
331,-111.94964074781986,33.43560214227347,Unsignalized,331,3,13733,31649,0,,,,,,,0,Unsignalized
332,-111.95239080731346,33.435840877893845,External Node,332,1,12894,31736,0,,,,,,,0,External Node
333,-111.9466219644143,33.43562169387865,External Node,333,1,14654,31656,0,,,,,,,0,External Node
334,-111.9495688416724,33.4368388039692,Unsignalized,334,3,13755,32099,0,,,,,,,0,Unsignalized
335,-111.89052913565568,33.39293299983219,Signalized,335,0,31774,16125,0,,,,,,,0,Signalized
336,-111.95288593210577,33.436761427967014,External Node,336,1,12743,32071,0,,,,,,,0,External Node
337,-111.94713669361664,33.43654226513874,External Node,337,1,14497,31991,0,,,,,,,0,External Node
338,-111.894631546545,33.334956680496624,Bend,338,2,30530,-4972,0,,,,,,,0,Bend
339,-111.96357169148574,33.437465710070704,External Node,339,1,9483,32328,0,,,,,,,0,External Node
340,-111.96089851599919,33.38694743517167,Signalized,340,0,10294,13945,0,,,,,,,0,Signalized
341,-111.93957232050174,33.38513624586774,Signalized,341,0,16804,13285,0,,,,,,,0,Signalized
342,-111.92653452247855,33.38502609482901,Signalized,342,0,20784,13245,0,,,,,,,0,Signalized
343,-111.9587531542022,33.4368126667082,External Node,343,1,10953,32090,0,,,,,,,0,External Node
344,-111.9092708887997,33.38510613330094,Signalized,344,0,26054,13275,0,,,,,,,0,Signalized
345,-111.95459673444543,33.362160304309256,External Node,345,1,12216,4925,0,,,,,,,0,External Node
346,-111.95712422742383,33.43731312287093,External Node,346,1,11450,32272,0,,,,,,,0,External Node
347,-111.96304452544518,33.439216380402414,External Node,347,1,9644,32965,0,,,,,,,0,External Node
348,-111.96114154132731,33.37796645552426,External Node,348,1,10219,10677,0,,,,,,,0,External Node
349,-111.93017740857657,33.43907925078113,External Node,349,1,19671,32914,0,,,,,,,0,External Node
350,-111.93095740844191,33.44175319747089,Bend,350,2,19433,33887,0,,,,,,,0,Bend
351,-111.92641261642723,33.45705445032266,External Node,351,1,20819,39455,0,,,,,,,0,External Node
352,-111.9177617185024,33.451301740068146,External Node,352,1,23458,37362,0,,,,,,,0,External Node
353,-111.88576067687015,33.37856940928689,External Node,353,1,33232,10899,0,,,,,,,0,External Node
354,-111.95438397690687,33.332826500289414,External Node,354,1,12279,-5749,0,,,,,,,0,External Node
355,-111.96740454528747,33.378314002913136,Signalized,355,0,8307,10804,0,,,,,,,0,Signalized
356,-111.9378217315343,33.45105286024078,External Node,356,1,17339,37271,0,,,,,,,0,External Node
357,-111.93517613854884,33.446845527084854,Bend,357,2,18146,35740,0,,,,,,,0,Bend
358,-111.93271759735093,33.44436395494627,Bend,358,2,18896,34837,0,,,,,,,0,Bend
359,-111.9315113542106,33.44244024417184,Bend,359,2,19264,34137,0,,,,,,,0,Bend
360,-111.935054823502,33.46105600746134,External Node,360,1,18183,40911,0,,,,,,,0,External Node
361,-111.93219590230783,33.458412291144185,External Node,361,1,19055,39949,0,,,,,,,0,External Node
362,-111.93756294537299,33.45842879363419,External Node,362,1,17418,39955,0,,,,,,,0,External Node
363,-111.98153705290078,33.39999234925597,External Node,363,1,3996,18694,0,,,,,,,0,External Node
364,-111.9308436420215,33.42249436582951,External Node,364,1,19468,26879,0,,,,,,,0,External Node
365,-111.972280829524,33.391278371989905,External Node,365,1,6820,15522,0,,,,,,,0,External Node
366,-111.92646056214564,33.371191931020086,External Node,366,1,20807,8211,0,,,,,,,0,External Node
367,-111.93147174180986,33.37218976005226,External Node,367,1,19277,8574,0,,,,,,,0,External Node
368,-111.9064611238711,33.432134274954954,External Node,368,1,26907,30388,0,,,,,,,0,External Node
369,-111.91776894075504,33.43158125917484,External Node,369,1,23457,30186,0,,,,,,,0,External Node
370,-111.89488411209608,33.369454359584,Bend,370,2,30448,7581,0,,,,,,,0,Bend
371,-111.89409533289529,33.36827514536636,External Node,371,1,30689,7152,0,,,,,,,0,External Node
372,-111.8926099449716,33.37853072608859,Signalized,372,0,31141,10884,0,,,,,,,0,Signalized
373,-111.8948353324382,33.361605628299536,Unsignalized,373,3,30464,4725,0,,,,,,,0,Unsignalized
374,-111.96218079845612,33.380893006963085,External Node,374,1,9902,11742,0,,,,,,,0,External Node
375,-111.89349577990066,33.36181129694673,Unsignalized,375,3,30873,4800,0,,,,,,,0,Unsignalized
376,-111.97936790467662,33.42553424807388,External Node,376,1,4662,27988,0,,,,,,,0,External Node
377,-111.8927880204243,33.36932175011092,Bend,377,2,31088,7533,0,,,,,,,0,Bend
378,-111.89347629797047,33.368321657393345,External Node,378,1,30878,7169,0,,,,,,,0,External Node
379,-111.89457827200698,33.35098118205604,Unsignalized,379,3,30544,859,0,,,,,,,0,Unsignalized
380,-111.89426673820326,33.35194568247675,External Node,380,1,30639,1210,0,,,,,,,0,External Node
381,-111.89308850860236,33.35065365522043,Unsignalized,381,3,30999,740,0,,,,,,,0,Unsignalized
382,-111.8934871989691,33.35233840932326,External Node,382,1,30877,1353,0,,,,,,,0,External Node
383,-111.89426599718482,33.34653181318722,Unsignalized,383,3,30640,-760,0,,,,,,,0,Unsignalized
384,-111.8939095510058,33.34555335083969,External Node,384,1,30749,-1116,0,,,,,,,0,External Node
385,-111.8935394201047,33.34582529491687,External Node,385,1,30862,-1017,0,,,,,,,0,External Node
386,-111.93082660690744,33.43543801887068,Bend,386,2,19473,31589,0,,,,,,,0,Bend
387,-111.92154385772409,33.43700651991125,Bend,387,2,22305,32160,0,,,,,,,0,Bend
388,-111.95206116533537,33.39226110352465,Bend,388,2,12992,15878,0,,,,,,,0,Bend
389,-111.92156704754251,33.43543734677353,Bend,389,2,22298,31589,0,,,,,,,0,Bend
390,-111.93085277181292,33.4365784890371,Bend,390,2,19465,32004,0,,,,,,,0,Bend
391,-111.89417972627551,33.3629190296633,Unsignalized,391,3,30664,5203,0,,,,,,,0,Unsignalized
392,-111.96596576271804,33.348109442387646,External Node,392,1,8743,-187,0,,,,,,,0,External Node
393,-111.91231374518364,33.43657370561824,External Node,393,1,25121,32003,0,,,,,,,0,External Node
394,-111.9336915210948,33.42463522187552,External Node,394,1,18599,27658,0,,,,,,,0,External Node
395,-111.95644816913806,33.42044252106372,External Node,395,1,11655,26133,0,,,,,,,0,External Node
396,-111.956507892377,33.423448959389084,External Node,396,1,11637,27227,0,,,,,,,0,External Node
397,-111.88339300025085,33.39417513215935,External Node,397,1,33952,16578,0,,,,,,,0,External Node
398,-111.96660016139421,33.445970399200924,External Node,398,1,8560,35423,0,,,,,,,0,External Node
399,-111.96100658938316,33.44223700122526,External Node,399,1,10266,34064,0,,,,,,,0,External Node
400,-111.96103795366386,33.44851918421386,External Node,400,1,10257,36350,0,,,,,,,0,External Node
401,-111.96914567116411,33.34919963228216,Bend,401,2,7772,210,0,,,,,,,0,Bend
402,-111.97088769927204,33.349204640182684,Signalized,402,0,7240,212,0,,,,,,,0,Signalized
403,-111.97403774516752,33.34918445785802,Bend,403,2,6278,205,0,,,,,,,0,Bend
404,-111.933308057348,33.425465149929224,External Node,404,1,18716,27960,0,,,,,,,0,External Node
405,-111.8919397434311,33.349444071501935,Bend,405,2,31350,300,0,,,,,,,0,Bend
406,-111.9631799634004,33.35046252370807,Bend,406,2,9594,669,0,,,,,,,0,Bend
407,-111.9332538786339,33.356525343188906,External Node,407,1,18733,2874,0,,,,,,,0,External Node
408,-111.92766340879511,33.32380002656849,External Node,408,1,20441,-9034,0,,,,,,,0,External Node
409,-111.9113370635991,33.36431682499591,Bend,409,2,25425,5710,0,,,,,,,0,Bend
410,-111.91132111619319,33.36275037601747,Bend,410,2,25430,5140,0,,,,,,,0,Bend
411,-111.89404767851954,33.36514498772278,Unsignalized,411,3,30704,6013,0,,,,,,,0,Unsignalized
412,-111.89415784107952,33.36070401248223,External Node,412,1,30671,4397,0,,,,,,,0,External Node
413,-111.89443944665427,33.36078380164736,External Node,413,1,30585,4426,0,,,,,,,0,External Node
414,-111.94600854330939,33.37878489459783,External Node,414,1,14839,10974,0,,,,,,,0,External Node
415,-111.89515835772787,33.37851233728525,Bend,415,2,30363,10877,0,,,,,,,0,Bend
416,-111.89339885308594,33.3795917777031,Bend,416,2,30900,11270,0,,,,,,,0,Bend
417,-111.8919253398682,33.37854697817493,Bend,417,2,31350,10890,0,,,,,,,0,Bend
418,-111.95251401354618,33.37950142316019,Bend,418,2,12853,11235,0,,,,,,,0,Bend
419,-111.95252670181918,33.377412831834405,Bend,419,2,12849,10475,0,,,,,,,0,Bend
420,-111.89308582948696,33.34941698388403,Signalized,420,0,31000,290,0,,,,,,,0,Signalized
421,-111.92873641205814,33.37781235394704,Bend,421,2,20112,10620,0,,,,,,,0,Bend
422,-111.9112072474382,33.348058721037994,Bend,422,2,25466,-206,0,,,,,,,0,Bend
423,-111.92845153293614,33.33414966551472,Bend,423,2,20200,-5268,0,,,,,,,0,Bend
424,-111.92594508668074,33.38301441254212,External Node,424,1,20964,12513,0,,,,,,,0,External Node
425,-111.96557337594658,33.34025255170394,External Node,425,1,8862,-3046,0,,,,,,,0,External Node
426,-111.89279082766875,33.37703579757261,Unsignalized,426,3,31086,10340,0,,,,,,,0,Unsignalized
427,-111.92691646012648,33.43361306815535,External Node,427,1,20666,30925,0,,,,,,,0,External Node
428,-111.97408048461553,33.37902386058627,External Node,428,1,6269,11063,0,,,,,,,0,External Node
429,-111.89376596255826,33.33761936434617,Bend,429,2,30794,-4003,0,,,,,,,0,Bend
430,-111.98028407100247,33.4036230951831,External Node,430,1,4379,20015,0,,,,,,,0,External Node
431,-111.97688630435002,33.40360229815728,External Node,431,1,5416,20007,0,,,,,,,0,External Node
432,-111.89417711502857,33.3754615764101,Bend,432,2,30663,9767,0,,,,,,,0,Bend
433,-111.9353235593269,33.379620800927356,External Node,433,1,18101,11278,0,,,,,,,0,External Node
434,-111.92477224318992,33.356601868953526,External Node,434,1,21323,2902,0,,,,,,,0,External Node
435,-111.93532355581516,33.377155715551105,External Node,435,1,18101,10381,0,,,,,,,0,External Node
436,-111.90468149048023,33.3568513866933,External Node,436,1,27458,2994,0,,,,,,,0,External Node
437,-111.92040698820149,33.35658493674036,External Node,437,1,22656,2896,0,,,,,,,0,External Node
438,-111.97177630975185,33.35213391624438,External Node,438,1,6969,1278,0,,,,,,,0,External Node
439,-111.90700151987467,33.35222679090386,External Node,439,1,26750,1311,0,,,,,,,0,External Node
440,-111.90677426099894,33.34618628992894,External Node,440,1,26820,-887,0,,,,,,,0,External Node
441,-111.95865740046229,33.348844795984455,External Node,441,1,10975,80,0,,,,,,,0,External Node
442,-111.92937918535304,33.41549757642663,External Node,442,1,19915,24333,0,,,,,,,0,External Node
443,-111.92932688106686,33.41360686177036,External Node,443,1,19931,23645,0,,,,,,,0,External Node
444,-111.971830348956,33.33260272736276,External Node,444,1,6950,-5829,0,,,,,,,0,External Node
445,-111.8926344293679,33.33496975299321,Signalized,445,0,31140,-4967,0,,,,,,,0,Signalized
446,-111.91137780561897,33.39507130738094,External Node,446,1,25410,16901,0,,,,,,,0,External Node
447,-111.91137896906125,33.39080619791754,External Node,447,1,25410,15349,0,,,,,,,0,External Node
448,-111.89341550654366,33.33789681130214,External Node,448,1,30901,-3902,0,,,,,,,0,External Node
449,-111.92410422707238,33.433676055225035,External Node,449,1,21524,30948,0,,,,,,,0,External Node
450,-111.89304894136362,33.33762736757524,External Node,450,1,31013,-4000,0,,,,,,,0,External Node
451,-111.9381184341644,33.40257047206728,External Node,451,1,17248,19629,0,,,,,,,0,External Node
452,-111.94181431312201,33.40261430020986,External Node,452,1,16120,19645,0,,,,,,,0,External Node
453,-111.96594358536609,33.35022552879258,External Node,453,1,8750,583,0,,,,,,,0,External Node
454,-111.94841399766915,33.42979275313805,External Node,454,1,14107,29535,0,,,,,,,0,External Node
455,-111.97748288256962,33.431165806472464,External Node,455,1,5238,30037,0,,,,,,,0,External Node
456,-111.97825060292587,33.406165839623526,Bend,456,2,5000,20940,0,,,,,,,0,Bend
457,-111.92551526704123,33.41882806493914,External Node,457,1,21094,25545,0,,,,,,,0,External Node
458,-111.93042061101285,33.36752062056959,External Node,458,1,19598,6875,0,,,,,,,0,External Node
459,-111.90057808277419,33.43151994150254,External Node,459,1,28702,30165,0,,,,,,,0,External Node
460,-111.90048149521837,33.42715040142834,External Node,460,1,28732,28575,0,,,,,,,0,External Node
461,-111.94502603845929,33.43852384339754,External Node,461,1,15141,32712,0,,,,,,,0,External Node
462,-111.92434841504466,33.44682031933233,External Node,462,1,21449,35731,0,,,,,,,0,External Node
463,-111.9293967705794,33.44671073375781,External Node,463,1,19909,35691,0,,,,,,,0,External Node
464,-111.9456944741888,33.436506670031804,External Node,464,1,14937,31978,0,,,,,,,0,External Node
465,-111.95398525001539,33.44263124417926,External Node,465,1,12408,34207,0,,,,,,,0,External Node
466,-111.95476476405652,33.43974560152053,External Node,466,1,12170,33157,0,,,,,,,0,External Node
467,-111.94995962159655,33.44112032485314,External Node,467,1,13636,33657,0,,,,,,,0,External Node
468,-111.95146703621359,33.43878973316602,External Node,468,1,13176,32809,0,,,,,,,0,External Node
469,-111.8840460386153,33.414695706521584,External Node,469,1,33749,24045,0,,,,,,,0,External Node
470,-111.91995434871016,33.435783422001016,External Node,470,1,22790,31715,0,,,,,,,0,External Node
471,-111.93351103720505,33.43660053865355,External Node,471,1,18654,32012,0,,,,,,,0,External Node
472,-111.93360939231954,33.4353831233794,External Node,472,1,18624,31569,0,,,,,,,0,External Node
473,-111.97373930891555,33.40013242281585,External Node,473,1,6376,18744,0,,,,,,,0,External Node
474,-111.95726018586724,33.44351284988808,Bend,474,2,11409,34528,0,,,,,,,0,Bend
475,-111.92732229845438,33.36752870710347,External Node,475,1,20544,6878,0,,,,,,,0,External Node
476,-111.97506620696466,33.39286593219619,Bend,476,2,5970,16100,0,,,,,,,0,Bend
477,-111.92859748723482,33.35233699495031,Bend,477,2,20155,1350,0,,,,,,,0,Bend
478,-111.96559747977155,33.40016216576909,External Node,478,1,8861,18754,0,,,,,,,0,External Node
479,-111.92858091458008,33.35497522305071,Bend,479,2,20160,2310,0,,,,,,,0,Bend
480,-111.94758634676334,33.44076332947829,External Node,480,1,14360,33527,0,,,,,,,0,External Node
481,-111.96315588204548,33.3365870715259,Bend,481,2,9600,-4380,0,,,,,,,0,Bend
482,-111.95441663979693,33.34738900112539,Bend,482,2,12270,-450,0,,,,,,,0,Bend
483,-111.97698204167091,33.42563125898216,External Node,483,1,5390,28023,0,,,,,,,0,External Node
484,-111.92822340749063,33.44405599469572,External Node,484,1,20267,34725,0,,,,,,,0,External Node
485,-111.92754759072506,33.41285102938348,External Node,485,1,20474,23370,0,,,,,,,0,External Node
486,-111.95946911812119,33.43010162034904,Bend,486,2,10734,29648,0,,,,,,,0,Bend
487,-111.97272092512009,33.34807185904992,Bend,487,2,6680,-200,0,,,,,,,0,Bend
488,-111.97950121525228,33.41699302838319,External Node,488,1,4620,24880,0,,,,,,,0,External Node
489,-111.97667960374864,33.41680163502747,External Node,489,1,5481,24810,0,,,,,,,0,External Node
490,-111.9714665504486,33.34743740730938,Bend,490,2,7063,-431,0,,,,,,,0,Bend
491,-111.97223098038268,33.35095757076051,Bend,491,2,6830,850,0,,,,,,,0,Bend
492,-111.93497950222539,33.425954330085915,External Node,492,1,18206,28138,0,,,,,,,0,External Node
493,-111.90716467650904,33.41525820646799,External Node,493,1,26694,24247,0,,,,,,,0,External Node
494,-111.92539992935137,33.424519422789025,External Node,494,1,21129,27616,0,,,,,,,0,External Node
495,-111.97841959139011,33.376867880603626,External Node,495,1,4944,10279,0,,,,,,,0,External Node
496,-111.92322218935617,33.43621523525158,Unsignalized,496,3,21793,31872,0,,,,,,,0,Unsignalized
497,-111.9297789674315,33.4156322527959,External Node,497,1,19793,24382,0,,,,,,,0,External Node
498,-111.97822001698431,33.42388028122407,Unsignalized,498,3,5012,27386,0,,,,,,,0,Unsignalized
499,-111.93764415477739,33.43151375678042,External Node,499,1,17393,30161,0,,,,,,,0,External Node
500,-111.961043589124,33.44541381456362,Signalized,500,0,10255,35220,0,,,,,,,0,Signalized
501,-111.96314914111821,33.37696569511408,External Node,501,1,9606,10313,0,,,,,,,0,External Node
502,-111.96525170968297,33.42362852539837,External Node,502,1,8969,27293,0,,,,,,,0,External Node
503,-111.95660764381684,33.442636315425716,Signalized,503,0,11608,34209,0,,,,,,,0,Signalized
504,-111.9545257242146,33.440853130033986,Signalized,504,0,12243,33560,0,,,,,,,0,Signalized
505,-111.95076904739922,33.439867084684415,Signalized,505,0,13389,33201,0,,,,,,,0,Signalized
506,-111.94880551179072,33.43934517341818,Signalized,506,0,13988,33011,0,,,,,,,0,Signalized
507,-111.94543236207275,33.43743280777804,Signalized,507,0,15017,32315,0,,,,,,,0,Signalized
508,-111.96525100241331,33.42157567659101,External Node,508,1,8969,26546,0,,,,,,,0,External Node
509,-111.94281908030226,33.42737487572154,Signalized,509,0,15814,28655,0,,,,,,,0,Signalized
510,-111.965488729022,33.37945496488654,External Node,510,1,8892,11219,0,,,,,,,0,External Node
511,-111.94006604996079,33.42737501429373,Signalized,511,0,16654,28655,0,,,,,,,0,Signalized
512,-111.9350188315723,33.42547890482925,Signalized,512,0,18194,27965,0,,,,,,,0,Signalized
513,-111.9335112612663,33.42502545310924,Signalized,513,0,18654,27800,0,,,,,,,0,Signalized
514,-111.93203650466506,33.42388495290104,Signalized,514,0,19104,27385,0,,,,,,,0,Signalized
515,-111.93049622621035,33.42303298555562,Signalized,515,0,19574,27075,0,,,,,,,0,Signalized
516,-111.92898876571536,33.42196115062861,Signalized,516,0,20034,26685,0,,,,,,,0,Signalized
517,-111.92633440419287,33.42017470790809,Signalized,517,0,20844,26035,0,,,,,,,0,Signalized
518,-111.95461776082088,33.36835737925192,Bend,518,2,12210,7180,0,,,,,,,0,Bend
519,-111.92518751960242,33.41915781406664,Signalized,519,0,21194,25665,0,,,,,,,0,Signalized
520,-111.9225006387902,33.41676669794435,Signalized,520,0,22014,24795,0,,,,,,,0,Signalized
521,-111.92050200470536,33.414705381546796,Signalized,521,0,22624,24045,0,,,,,,,0,Signalized
522,-111.91774937421879,33.41470502492128,Signalized,522,0,23464,24045,0,,,,,,,0,Signalized
523,-111.9136859673558,33.41470438685227,Signalized,523,0,24704,24045,0,,,,,,,0,Signalized
524,-111.9123751909618,33.4147041526334,Signalized,524,0,25104,24045,0,,,,,,,0,Signalized
525,-111.90913101941867,33.414703513387245,Signalized,525,0,26094,24045,0,,,,,,,0,Signalized
526,-111.90716485487133,33.414703084678415,Signalized,526,0,26694,24045,0,,,,,,,0,Signalized
527,-111.90503484330102,33.41470258508075,Signalized,527,0,27344,24045,0,,,,,,,0,Signalized
528,-111.90152851661813,33.41470168301784,Signalized,528,0,28414,24045,0,,,,,,,0,Signalized
529,-111.93483855384163,33.43121423519676,External Node,529,1,18249,30052,0,,,,,,,0,External Node
530,-111.89618710322283,33.41470011838218,Signalized,530,0,30044,24045,0,,,,,,,0,Signalized
531,-111.93132506848458,33.42985385527763,External Node,531,1,19321,29557,0,,,,,,,0,External Node
532,-111.89215646625547,33.414698785463976,Signalized,532,0,31274,24045,0,,,,,,,0,Signalized
533,-111.89094399824936,33.41469835888444,Signalized,533,0,31644,24045,0,,,,,,,0,Signalized
534,-111.88927275858504,33.41469775147344,Signalized,534,0,32154,24045,0,,,,,,,0,Signalized
535,-111.9354678418734,33.42999681779657,External Node,535,1,18057,29609,0,,,,,,,0,External Node
536,-111.88645458979344,33.41469667622198,Signalized,536,0,33014,24045,0,,,,,,,0,Signalized
537,-111.88484888900204,33.41469603495053,Signalized,537,0,33504,24045,0,,,,,,,0,Signalized
538,-111.9312857955832,33.42857872558448,External Node,538,1,19333,29093,0,,,,,,,0,External Node
539,-111.92813683478552,33.42017482361325,External Node,539,1,20294,26035,0,,,,,,,0,External Node
540,-111.94424105593409,33.423291068852905,External Node,540,1,15380,27169,0,,,,,,,0,External Node
541,-111.94415229874404,33.42065012727506,External Node,541,1,15407,26208,0,,,,,,,0,External Node
542,-111.92476800701974,33.419515035888104,External Node,542,1,21322,25795,0,,,,,,,0,External Node
543,-111.94728235084362,33.423249588022735,External Node,543,1,14452,27154,0,,,,,,,0,External Node
544,-111.94729182831364,33.42069383096562,External Node,544,1,14449,26224,0,,,,,,,0,External Node
545,-111.96480247206523,33.34555943444669,External Node,545,1,9098,-1115,0,,,,,,,0,External Node
546,-111.9307657277094,33.40794577401168,External Node,546,1,19492,21585,0,,,,,,,0,External Node
547,-111.93075594073814,33.40709934921914,External Node,547,1,19495,21277,0,,,,,,,0,External Node
548,-111.93845281761658,33.40745114693201,Bend,548,2,17146,21405,0,,,,,,,0,Bend
549,-111.92707622312057,33.407459168100516,Bend,549,2,20618,21408,0,,,,,,,0,Bend
550,-111.9755896118364,33.33448130592935,External Node,550,1,5802,-5145,0,,,,,,,0,External Node
551,-111.96109012416527,33.32600708408047,External Node,551,1,10230,-8230,0,,,,,,,0,External Node
552,-111.96468128207307,33.32600628371666,External Node,552,1,9133,-8230,0,,,,,,,0,External Node
744,-111.97840717150389,33.37824745336069,Signalized,744,0,4948,10781,0,,,,,,,0,Signalized
745,-111.97304576875803,33.334490351565954,Signalized,745,0,6579,-5142,0,,,,,,,0,Signalized
746,-111.9715495956401,33.33452652455716,Signalized,746,0,7036,-5129,0,,,,,,,0,Signalized
747,-111.97824200191674,33.42194284605437,Signalized,747,0,5005,26681,0,,,,,,,0,Signalized
1990,-111.90047989556858,33.41470139399212,Unsignalized,1990,3,28734,24045,0,,,,,,,0,Unsignalized
2881,-111.89314927081688,33.34686671536454,Unsignalized,2881,3,30981,-638,0,,,,,,,0,Unsignalized
3021,-111.96603927505456,33.40796950171491,External Node,3021,1,8727,21595,0,,,,,,,0,External Node
5201,-111.94483842121359,33.431463940141796,Bend,5201,2,15198,30143,0,,,,,,,0,Bend
5202,-111.94329790731805,33.43086495996165,Bend,5202,2,15668,29925,0,,,,,,,0,Bend
5203,-111.94380252502349,33.42960079022435,Bend,5203,2,15514,29465,0,,,,,,,0,Bend
5204,-111.94199005749216,33.42947723723035,Bend,5204,2,16067,29420,0,,,,,,,0,Bend
5205,-111.93861097160665,33.429798906422306,Bend,5205,2,17098,29537,0,,,,,,,0,Bend
5206,-111.94340874633973,33.42451679004633,Bend,5206,2,15634,27615,0,,,,,,,0,Bend
5207,-111.94245819388186,33.42292293732806,Bend,5207,2,15924,27035,0,,,,,,,0,Bend
