link_id,from_node_id,to_node_id,lanes,length_m,free_speed_mps,geometry,main_link_id,is_turn_bay_link
160_159_bay,160_159_bay_node,159,4,54.864,20.1168,"POLYGON ((-111.951911 33.378342, -111.952501 33.378342, -111.952501 33.37821, -111.951911 33.37821, -111.951911 33.378342))",160_159,True
160_162,160,160_162_bay_node,3,562.176599,20.1168,"POLYGON ((-111.946005 33.37823, -111.939962 33.378255, -111.939962 33.378354, -111.946006 33.378329, -111.946005 33.37823))",160_162,False
160_162_bay,160_162_bay_node,162,5,50.292,20.1168,"POLYGON ((-111.939961 33.378222, -111.939421 33.378225, -111.939422 33.37839, -111.939962 33.378387, -111.939961 33.378222))",160_162,True
160_180,160,160_180_bay_node,2,1525.95907,20.1168,"POLYGON ((-111.946045 33.378279, -111.945981 33.364517, -111.945902 33.364517, -111.945966 33.378279, -111.946045 33.378279))",160_180,False
160_180_bay,160_180_bay_node,180,4,85.344,20.1168,"POLYGON ((-111.94602 33.364516, -111.946017 33.363747, -111.945859 33.363747, -111.945863 33.364517, -111.94602 33.364516))",160_180,True
160_414,160,414,1,56.066948,13.4112,"POLYGON ((-111.945986 33.378279, -111.945989 33.378785, -111.946028 33.378785, -111.946025 33.378279, -111.945986 33.378279))",160_414,False
161_171,161,171,2,790.045048,17.8816,"POLYGON ((-111.955184 33.354847, -111.957653 33.354539, -111.960057 33.352883, -111.962478 33.351543, -111.962435 33.351488, -111.96001 33.35283, -111.957621 33.354479, -111.955172 33.354782, -111.955184 33.354847))",161_171,False
161_196,161,161_196_bay_node,2,797.7087,17.8816,"POLYGON ((-111.955178 33.354781, -111.946605 33.354808, -111.946605 33.354874, -111.955178 33.354847, -111.955178 33.354781))",161_196,False
161_196_bay,161_196_bay_node,196,3,68.58,17.8816,"POLYGON ((-111.946605 33.354791, -111.945868 33.354794, -111.945868 33.354893, -111.946605 33.35489, -111.946605 33.354791))",161_196,True
162_160,162,162_160_bay_node,3,569.796599,20.1168,"POLYGON ((-111.939422 33.378357, -111.945547 33.378331, -111.945546 33.378232, -111.939421 33.378258, -111.939422 33.378357))",162_160,False
162_160_bay,162_160_bay_node,160,5,42.672,20.1168,"POLYGON ((-111.945547 33.378364, -111.946006 33.378362, -111.946005 33.378197, -111.945546 33.378199, -111.945547 33.378364))",162_160,True
162_163,162,162_163_bay_node,3,327.855811,20.1168,"POLYGON ((-111.939421 33.378258, -111.935897 33.378277, -111.935897 33.378376, -111.939422 33.378357, -111.939421 33.378258))",162_163,False
162_163_bay,162_163_bay_node,163,4,53.34,20.1168,"POLYGON ((-111.935896 33.37826, -111.935323 33.378263, -111.935324 33.378395, -111.935897 33.378392, -111.935896 33.37826))",162_163,True
162_274,162,274,2,241.660134,13.4112,"POLYGON ((-111.939461 33.378307, -111.939421 33.376127, -111.939343 33.376128, -111.939382 33.378308, -111.939461 33.378307))",162_274,False
162_7046,162,7046,2,153.623292,13.4112,"POLYGON ((-111.939382 33.378308, -111.939425 33.379693, -111.939503 33.379691, -111.939461 33.378306, -111.939382 33.378308))",162_7046,False
163_162,163,163_162_bay_node,3,344.619811,20.1168,"POLYGON ((-111.935324 33.378379, -111.939029 33.378359, -111.939028 33.37826, -111.935323 33.37828, -111.935324 33.378379))",163_162,False
163_162_bay,163_162_bay_node,162,4,36.576,20.1168,"POLYGON ((-111.939029 33.378375, -111.939422 33.378373, -111.939421 33.378241, -111.939028 33.378243, -111.939029 33.378375))",163_162,True
163_165,163,163_165_bay_node,3,551.510625,20.1168,"POLYGON ((-111.935323 33.37828, -111.929395 33.378309, -111.929395 33.378408, -111.935324 33.378379, -111.935323 33.37828))",163_165,False
163_165_bay,163_165_bay_node,165,5,60.96,20.1168,"POLYGON ((-111.929394 33.378276, -111.928739 33.37828, -111.92874 33.378444, -111.929396 33.378441, -111.929394 33.378276))",163_165,True
163_433,163,433,1,143.212066,13.4112,"POLYGON ((-111.935304 33.378329, -111.935304 33.379621, -111.935343 33.379621, -111.935343 33.378329, -111.935304 33.378329))",163_433,False
163_435,163,435,1,130.109686,13.4112,"POLYGON ((-111.935343 33.378329, -111.935343 33.377156, -111.935304 33.377156, -111.935304 33.378329, -111.935343 33.378329))",163_435,False
164_188,164,164_188_bay_node,1,48.756333,13.4112,"POLYGON ((-111.902704 33.364573, -111.902694 33.364133, -111.902655 33.364134, -111.902665 33.364573, -111.902704 33.364573))",164_188,False
164_188_bay,164_188_bay_node,188,2,33.528,13.4112,"POLYGON ((-111.902714 33.364133, -111.902707 33.363831, -111.902629 33.363832, -111.902635 33.364134, -111.902714 33.364133))",164_188,True
165_150,165,165_150_bay_node,3,137.417331,20.1168,"POLYGON ((-111.928682 33.378353, -111.928422 33.379573, -111.928538 33.379591, -111.928798 33.378371, -111.928682 33.378353))",165_150,False
165_150_bay,165_150_bay_node,150,4,39.624,20.1168,"POLYGON ((-111.928403 33.379571, -111.928328 33.379922, -111.928483 33.379945, -111.928558 33.379594, -111.928403 33.379571))",165_150,True
165_163,165,165_163_bay_node,3,559.130625,20.1168,"POLYGON ((-111.92874 33.378411, -111.934751 33.378382, -111.93475 33.378283, -111.928739 33.378313, -111.92874 33.378411))",165_163,False
165_163_bay,165_163_bay_node,163,4,53.34,20.1168,"POLYGON ((-111.934751 33.378398, -111.935324 33.378395, -111.935323 33.378263, -111.93475 33.378266, -111.934751 33.378398))",165_163,True
165_166,165,165_166_bay_node,3,700.820903,20.1168,"POLYGON ((-111.928739 33.378313, -111.921206 33.37835, -111.921206 33.378449, -111.92874 33.378411, -111.928739 33.378313))",165_166,False
165_166_bay,165_166_bay_node,166,4,53.34,20.1168,"POLYGON ((-111.921206 33.378334, -111.920632 33.378337, -111.920633 33.378468, -111.921206 33.378466, -111.921206 33.378334))",165_166,True
165_421,165,421,3,60.941986,20.1168,"POLYGON ((-111.928799 33.378362, -111.928795 33.377812, -111.928677 33.377813, -111.928681 33.378362, -111.928799 33.378362))",165_421,False
166_165,166,166_165_bay_node,3,685.580903,20.1168,"POLYGON ((-111.920633 33.378452, -111.928003 33.378415, -111.928002 33.378316, -111.920632 33.378353, -111.920633 33.378452))",166_165,False
166_165_bay,166_165_bay_node,165,5,68.58,20.1168,"POLYGON ((-111.928003 33.378448, -111.92874 33.378444, -111.928739 33.37828, -111.928002 33.378283, -111.928003 33.378448))",166_165,True
166_168,166,166_168_bay_node,3,981.758661,20.1168,"POLYGON ((-111.920632 33.378353, -111.910079 33.378405, -111.910079 33.378504, -111.920633 33.378452, -111.920632 33.378353))",166_168,False
166_168_bay,166_168_bay_node,168,4,68.58,20.1168,"POLYGON ((-111.910078 33.378389, -111.909341 33.378392, -111.909342 33.378524, -111.910079 33.378521, -111.910078 33.378389))",166_168,True
166_176,166,176,1,75.062177,13.4112,"POLYGON ((-111.920652 33.378402, -111.92061 33.377726, -111.92057 33.377727, -111.920613 33.378403, -111.920652 33.378402))",166_176,False
166_200,166,200,1,79.626758,13.4112,"POLYGON ((-111.920613 33.378403, -111.920655 33.379121, -111.920695 33.379119, -111.920652 33.378402, -111.920613 33.378403))",166_200,False
168_166,168,168_166_bay_node,3,996.998661,20.1168,"POLYGON ((-111.909342 33.378508, -111.92006 33.378455, -111.920059 33.378356, -111.909341 33.378409, -111.909342 33.378508))",168_166,False
168_166_bay,168_166_bay_node,166,4,53.34,20.1168,"POLYGON ((-111.92006 33.378471, -111.920633 33.378468, -111.920632 33.378337, -111.920059 33.378339, -111.92006 33.378471))",168_166,True
168_170,168,168_170_bay_node,3,750.788719,20.1168,"POLYGON ((-111.909341 33.378409, -111.90127 33.378445, -111.901271 33.378544, -111.909342 33.378508, -111.909341 33.378409))",168_170,False
168_170_bay,168_170_bay_node,170,4,53.34,20.1168,"POLYGON ((-111.90127 33.378429, -111.900697 33.378432, -111.900698 33.378563, -111.901271 33.378561, -111.90127 33.378429))",168_170,True
168_293,168,293,2,143.937211,20.1168,"POLYGON ((-111.909381 33.37846, -111.909444 33.377163, -111.909365 33.37716, -111.909302 33.378457, -111.909381 33.37846))",168_293,False
168_5262,168,5262,3,634.427953,17.8816,"POLYGON ((-111.909283 33.378458, -111.909212 33.384179, -111.90933 33.384181, -111.909401 33.378459, -111.909283 33.378458))",168_5262,False
169_340,169,169_340_bay_node,2,104.750713,13.4112,"POLYGON ((-111.962373 33.386478, -111.961531 33.386987, -111.961472 33.386978, -111.961462 33.387043, -111.96155 33.387051, -111.962418 33.386531, -111.962373 33.386478))",169_340,False
169_340_bay,169_340_bay_node,340,4,53.34,13.4112,"POLYGON ((-111.961477 33.386945, -111.960909 33.386882, -111.960888 33.387013, -111.961457 33.387076, -111.961477 33.386945))",169_340,True
16_143,16,143,2,51.552238,13.4112,"POLYGON ((-111.942826 33.429363, -111.942892 33.429825, -111.94297 33.429817, -111.942904 33.429355, -111.942826 33.429363))",16_143,False
16_509,16,16_509_bay_node,1,193.681753,13.4112,"POLYGON ((-111.942883 33.429353, -111.942485 33.428561, -111.942687 33.428033, -111.942761 33.427715, -111.942722 33.427709, -111.942649 33.428025, -111.942446 33.428563, -111.942847 33.429365, -111.942883 33.429353))",16_509,False
16_509_bay,16_509_bay_node,509,2,38.1,13.4112,"POLYGON ((-111.94278 33.427719, -111.942858 33.427381, -111.94278 33.427369, -111.942703 33.427706, -111.94278 33.427719))",16_509,True
16_5204,16,5204,2,82.405056,13.4112,"POLYGON ((-111.942859 33.429326, -111.941984 33.429445, -111.941996 33.42951, -111.942871 33.429392, -111.942859 33.429326))",16_5204,False
16_7203,16,7203,1,53.608513,13.4112,"POLYGON ((-111.942869 33.429375, -111.943436 33.429287, -111.943429 33.429255, -111.942862 33.429343, -111.942869 33.429375))",16_7203,False
170_168,170,170_168_bay_node,3,735.548719,20.1168,"POLYGON ((-111.900698 33.378547, -111.908605 33.378511, -111.908604 33.378412, -111.900697 33.378448, -111.900698 33.378547))",170_168,False
170_168_bay,170_168_bay_node,168,5,68.58,20.1168,"POLYGON ((-111.908605 33.378544, -111.909342 33.378541, -111.909341 33.378376, -111.908604 33.378379, -111.908605 33.378544))",170_168,True
170_182,170,182,1,83.807564,13.4112,"POLYGON ((-111.900717 33.378497, -111.900701 33.377741, -111.900662 33.377742, -111.900678 33.378498, -111.900717 33.378497))",170_182,False
170_192,170,192,1,120.078286,13.4112,"POLYGON ((-111.900678 33.378498, -111.900703 33.379581, -111.900743 33.37958, -111.900717 33.378497, -111.900678 33.378498))",170_192,False
170_415,170,415,3,515.258205,20.1168,"POLYGON ((-111.900697 33.378448, -111.895158 33.378463, -111.895159 33.378562, -111.900698 33.378547, -111.900697 33.378448))",170_415,False
171_1,171,1,1,381.467709,13.4112,"POLYGON ((-111.962445 33.351528, -111.963326 33.352093, -111.963093 33.353407, -111.963054 33.354573, -111.963093 33.354574, -111.963132 33.35341, -111.963362 33.352081, -111.962469 33.351502, -111.962445 33.351528))",171_1,False
171_161,171,161,2,790.045048,17.8816,"POLYGON ((-111.962435 33.351488, -111.96001 33.35283, -111.957621 33.354479, -111.955172 33.354782, -111.955184 33.354847, -111.957653 33.354539, -111.960057 33.352883, -111.962478 33.351543, -111.962435 33.351488))",171_161,False
171_406,171,406,3,139.301079,17.8816,"POLYGON ((-111.962501 33.351548, -111.962888 33.351171, -111.963148 33.350909, -111.963238 33.350471, -111.963122 33.350454, -111.963041 33.350868, -111.962798 33.351107, -111.962412 33.351483, -111.962501 33.351548))",171_406,False
172_223,172,223,2,105.974369,17.8816,"POLYGON ((-111.893763 33.378535, -111.893907 33.377587, -111.893829 33.377579, -111.893685 33.378527, -111.893763 33.378535))",172_223,False
172_372,172,372,5,103.599366,20.1168,"POLYGON ((-111.893724 33.378449, -111.89261 33.378448, -111.89261 33.378613, -111.893724 33.378614, -111.893724 33.378449))",172_372,False
172_415,172,415,3,133.477435,20.1168,"POLYGON ((-111.893725 33.378581, -111.895159 33.378562, -111.895157 33.378463, -111.893723 33.378482, -111.893725 33.378581))",172_415,False
173_11,173,173_11_bay_node,1,137.430605,13.4112,"POLYGON ((-111.917977 33.438743, -111.918001 33.439982, -111.91804 33.439982, -111.918017 33.438743, -111.917977 33.438743))",173_11,False
173_11_bay,173_11_bay_node,11,2,51.816,13.4112,"POLYGON ((-111.917981 33.439983, -111.91799 33.44045, -111.918069 33.440449, -111.91806 33.439982, -111.917981 33.439983))",173_11,True
174_149,174,174_149_bay_node,2,460.700066,20.1168,"POLYGON ((-111.928659 33.367526, -111.928664 33.371681, -111.928743 33.371681, -111.928737 33.367526, -111.928659 33.367526))",174_149,False
174_149_bay,174_149_bay_node,149,3,51.816,20.1168,"POLYGON ((-111.928644 33.371681, -111.928645 33.372148, -111.928763 33.372148, -111.928762 33.371681, -111.928644 33.371681))",174_149,True
174_183,174,174_183_bay_node,2,329.691475,20.1168,"POLYGON ((-111.928737 33.367526, -111.928698 33.364552, -111.92862 33.364553, -111.928659 33.367526, -111.928737 33.367526))",174_183,False
174_183_bay,174_183_bay_node,183,4,83.82,20.1168,"POLYGON ((-111.928738 33.364552, -111.928728 33.363796, -111.92857 33.363798, -111.92858 33.364553, -111.928738 33.364552))",174_183,True
174_458,174,458,1,160.27661,13.4112,"POLYGON ((-111.928698 33.367543, -111.930421 33.367537, -111.930421 33.367504, -111.928698 33.36751, -111.928698 33.367543))",174_458,False
174_475,174,475,1,127.976919,13.4112,"POLYGON ((-111.928698 33.36751, -111.927322 33.367512, -111.927322 33.367545, -111.928698 33.367543, -111.928698 33.36751))",174_475,False
175_177,175,175_177_bay_node,2,245.27159,20.1168,"POLYGON ((-111.911387 33.372209, -111.911383 33.369997, -111.911304 33.369997, -111.911309 33.37221, -111.911387 33.372209))",175_177,False
175_177_bay,175_177_bay_node,177,3,53.34,20.1168,"POLYGON ((-111.911402 33.369997, -111.911401 33.369516, -111.911283 33.369516, -111.911284 33.369997, -111.911402 33.369997))",175_177,True
175_185,175,185,1,64.655658,13.4112,"POLYGON ((-111.911347 33.372193, -111.910653 33.372218, -111.910654 33.372251, -111.911349 33.372226, -111.911347 33.372193))",175_185,False
175_242,175,242,1,94.554864,13.4112,"POLYGON ((-111.911349 33.372226, -111.912364 33.372188, -111.912362 33.372155, -111.911347 33.372193, -111.911349 33.372226))",175_242,False
175_290,175,290,2,187.69857,20.1168,"POLYGON ((-111.911309 33.37221, -111.911312 33.373902, -111.91139 33.373902, -111.911387 33.372209, -111.911309 33.37221))",175_290,False
176_166,176,166,3,75.062177,13.4112,"POLYGON ((-111.920531 33.377729, -111.920574 33.378405, -111.920691 33.3784, -111.920649 33.377724, -111.920531 33.377729))",176_166,False
177_175,177,177_175_bay_node,2,245.27159,20.1168,"POLYGON ((-111.911303 33.369516, -111.911308 33.371728, -111.911386 33.371728, -111.911382 33.369516, -111.911303 33.369516))",177_175,False
177_175_bay,177_175_bay_node,175,3,53.34,20.1168,"POLYGON ((-111.911288 33.371729, -111.911289 33.37221, -111.911407 33.372209, -111.911406 33.371728, -111.911288 33.371729))",177_175,True
177_217,177,217,1,103.311214,13.4112,"POLYGON ((-111.911342 33.369533, -111.912452 33.36955, -111.912453 33.369517, -111.911343 33.3695, -111.911342 33.369533))",177_217,False
177_218,177,218,1,84.107429,13.4112,"POLYGON ((-111.911342 33.3695, -111.910439 33.369489, -111.910438 33.369522, -111.911342 33.369533, -111.911342 33.3695))",177_218,False
177_409,177,409,3,576.502318,20.1168,"POLYGON ((-111.911401 33.369516, -111.911396 33.364317, -111.911278 33.364317, -111.911283 33.369516, -111.911401 33.369516))",177_409,False
178_180,178,178_180_bay_node,2,739.200142,15.6464,"POLYGON ((-111.954604 33.363708, -111.946659 33.363714, -111.946659 33.36378, -111.954604 33.363773, -111.954604 33.363708))",178_180,False
178_180_bay,178_180_bay_node,180,4,67.056,15.6464,"POLYGON ((-111.946659 33.363681, -111.945938 33.363681, -111.945938 33.363813, -111.946659 33.363812, -111.946659 33.363681))",178_180,True
178_287,178,287,2,191.968079,17.8816,"POLYGON ((-111.954604 33.363773, -111.956667 33.363765, -111.956667 33.363699, -111.954603 33.363708, -111.954604 33.363773))",178_287,False
178_345,178,345,1,175.207991,13.4112,"POLYGON ((-111.954623 33.36374, -111.954616 33.36216, -111.954577 33.36216, -111.954584 33.363741, -111.954623 33.36374))",178_345,False
178_518,178,518,1,511.910395,13.4112,"POLYGON ((-111.954584 33.363741, -111.954598 33.368357, -111.954637 33.368357, -111.954623 33.36374, -111.954584 33.363741))",178_518,False
17_10,17,17_10_bay_node,3,414.39166,17.8816,"POLYGON ((-111.92632 33.436109, -111.926345 33.439846, -111.926463 33.439845, -111.926438 33.436108, -111.92632 33.436109))",17_10,False
17_10_bay,17_10_bay_node,10,5,53.34,17.8816,"POLYGON ((-111.926306 33.439846, -111.926309 33.440327, -111.926506 33.440326, -111.926503 33.439845, -111.926306 33.439846))",17_10,True
17_224,17,17_224_bay_node,3,207.487246,17.8816,"POLYGON ((-111.926438 33.436109, -111.926448 33.434237, -111.92633 33.434237, -111.92632 33.436108, -111.926438 33.436109))",17_224,False
17_224_bay,17_224_bay_node,224,5,65.532,17.8816,"POLYGON ((-111.926487 33.434237, -111.92649 33.433646, -111.926294 33.433646, -111.92629 33.434237, -111.926487 33.434237))",17_224,True
17_317,17,317,2,313.607809,13.4112,"POLYGON ((-111.926379 33.436141, -111.929752 33.436084, -111.929751 33.436018, -111.926378 33.436075, -111.926379 33.436141))",17_317,False
17_496,17,496,2,293.672267,13.4112,"POLYGON ((-111.926377 33.436075, -111.923221 33.436182, -111.923224 33.436248, -111.92638 33.436141, -111.926377 33.436075))",17_496,False
180_160,180,180_160_bay_node,2,1548.81907,20.1168,"POLYGON ((-111.945899 33.363747, -111.945963 33.377716, -111.946042 33.377716, -111.945977 33.363747, -111.945899 33.363747))",180_160,False
180_160_bay,180_160_bay_node,160,4,62.484,20.1168,"POLYGON ((-111.945924 33.377716, -111.945927 33.378279, -111.946084 33.378279, -111.946081 33.377715, -111.945924 33.377716))",180_160,True
180_178,180,180_178_bay_node,2,752.916142,15.6464,"POLYGON ((-111.945938 33.36378, -111.95403 33.363774, -111.95403 33.363708, -111.945938 33.363714, -111.945938 33.36378))",180_178,False
180_178_bay,180_178_bay_node,178,3,53.34,15.6464,"POLYGON ((-111.95403 33.36379, -111.954604 33.36379, -111.954604 33.363691, -111.95403 33.363691, -111.95403 33.36379))",180_178,True
180_181,180,180_181_bay_node,2,644.446985,20.1168,"POLYGON ((-111.945938 33.363714, -111.939011 33.363735, -111.939011 33.363801, -111.945938 33.36378, -111.945938 33.363714))",180_181,False
180_181_bay,180_181_bay_node,181,3,41.148,20.1168,"POLYGON ((-111.939011 33.363719, -111.938569 33.36372, -111.938569 33.363819, -111.939012 33.363818, -111.939011 33.363719))",180_181,True
180_196,180,180_196_bay_node,2,933.931998,20.1168,"POLYGON ((-111.945977 33.363747, -111.945911 33.355324, -111.945833 33.355324, -111.945899 33.363747, -111.945977 33.363747))",180_196,False
180_196_bay,180_196_bay_node,196,3,53.34,20.1168,"POLYGON ((-111.945931 33.355324, -111.945927 33.354843, -111.945809 33.354843, -111.945813 33.355324, -111.945931 33.355324))",180_196,True
181_180,181,181_180_bay_node,2,620.062985,20.1168,"POLYGON ((-111.938569 33.363802, -111.945234 33.363782, -111.945233 33.363716, -111.938569 33.363736, -111.938569 33.363802))",181_180,False
181_180_bay,181_180_bay_node,180,4,65.532,20.1168,"POLYGON ((-111.945234 33.363815, -111.945938 33.363813, -111.945938 33.363681, -111.945233 33.363683, -111.945234 33.363815))",181_180,True
181_183,181,181_183_bay_node,2,839.140803,20.1168,"POLYGON ((-111.938569 33.363736, -111.92955 33.363761, -111.92955 33.363827, -111.938569 33.363802, -111.938569 33.363736))",181_183,False
181_183_bay,181_183_bay_node,183,4,83.82,20.1168,"POLYGON ((-111.92955 33.363728, -111.928649 33.363731, -111.928649 33.363863, -111.92955 33.36386, -111.92955 33.363728))",181_183,True
181_207,181,207,1,136.520857,13.4112,"POLYGON ((-111.938549 33.363769, -111.93853 33.365, -111.938569 33.365001, -111.938589 33.36377, -111.938549 33.363769))",181_207,False
182_170,182,170,2,83.807564,13.4112,"POLYGON ((-111.900642 33.377742, -111.900658 33.378498, -111.900737 33.378497, -111.900721 33.377741, -111.900642 33.377742))",182_170,False
183_174,183,183_174_bay_node,2,360.171475,20.1168,"POLYGON ((-111.92861 33.363797, -111.928652 33.367045, -111.928731 33.367045, -111.928688 33.363796, -111.92861 33.363797))",183_174,False
183_174_bay,183_174_bay_node,174,3,53.34,20.1168,"POLYGON ((-111.928633 33.367046, -111.928639 33.367527, -111.928757 33.367525, -111.928751 33.367044, -111.928633 33.367046))",183_174,True
183_181,183,181,2,922.960803,20.1168,"POLYGON ((-111.928649 33.36383, -111.938569 33.363802, -111.938569 33.363736, -111.928649 33.363764, -111.928649 33.36383))",183_181,False
183_184,183,183_184_bay_node,2,751.388716,20.1168,"POLYGON ((-111.928649 33.363764, -111.920573 33.363755, -111.920573 33.363821, -111.928649 33.36383, -111.928649 33.363764))",183_184,False
183_184_bay,183_184_bay_node,184,3,53.34,20.1168,"POLYGON ((-111.920573 33.363739, -111.92 33.363738, -111.92 33.363837, -111.920573 33.363838, -111.920573 33.363739))",183_184,True
183_193,183,183_193_bay_node,2,617.327414,20.1168,"POLYGON ((-111.928688 33.363797, -111.928664 33.358229, -111.928585 33.358229, -111.92861 33.363797, -111.928688 33.363797))",183_193,False
183_193_bay,183_193_bay_node,193,3,38.1,20.1168,"POLYGON ((-111.928684 33.358229, -111.928682 33.357885, -111.928564 33.357886, -111.928566 33.358229, -111.928684 33.358229))",183_193,True
184_183,184,184_183_bay_node,2,742.244716,20.1168,"POLYGON ((-111.92 33.363821, -111.927977 33.363829, -111.927977 33.363763, -111.92 33.363755, -111.92 33.363821))",184_183,False
184_183_bay,184_183_bay_node,183,4,62.484,20.1168,"POLYGON ((-111.927977 33.363862, -111.928649 33.363863, -111.928649 33.363731, -111.927978 33.36373, -111.927977 33.363862))",184_183,True
184_186,184,184_186_bay_node,2,742.243276,20.1168,"POLYGON ((-111.92 33.363755, -111.912022 33.363743, -111.912022 33.363809, -111.92 33.363821, -111.92 33.363755))",184_186,False
184_186_bay,184_186_bay_node,186,4,64.008,20.1168,"POLYGON ((-111.912022 33.36371, -111.911334 33.363709, -111.911334 33.363841, -111.912022 33.363842, -111.912022 33.36371))",184_186,True
184_230,184,230,1,272.407489,13.4112,"POLYGON ((-111.920019 33.363788, -111.920013 33.361331, -111.919974 33.361331, -111.91998 33.363788, -111.920019 33.363788))",184_230,False
184_239,184,239,1,171.549523,13.4112,"POLYGON ((-111.91998 33.363788, -111.919983 33.365335, -111.920022 33.365335, -111.920019 33.363788, -111.91998 33.363788))",184_239,False
185_175,185,175,2,64.655658,13.4112,"POLYGON ((-111.910655 33.372267, -111.91135 33.372242, -111.911346 33.372177, -111.910652 33.372201, -111.910655 33.372267))",185_175,False
186_184,186,186_184_bay_node,2,752.911276,20.1168,"POLYGON ((-111.911334 33.363808, -111.919426 33.36382, -111.919426 33.363754, -111.911334 33.363742, -111.911334 33.363808))",186_184,False
186_184_bay,186_184_bay_node,184,3,53.34,20.1168,"POLYGON ((-111.919426 33.363836, -111.92 33.363837, -111.92 33.363738, -111.919426 33.363738, -111.919426 33.363836))",186_184,True
186_188,186,186_188_bay_node,2,752.934387,20.1168,"POLYGON ((-111.911334 33.363742, -111.903241 33.363795, -111.903242 33.36386, -111.911334 33.363808, -111.911334 33.363742))",186_188,False
186_188_bay,186_188_bay_node,188,3,53.34,20.1168,"POLYGON ((-111.903241 33.363778, -111.902668 33.363782, -111.902669 33.363881, -111.903242 33.363877, -111.903241 33.363778))",186_188,True
186_409,186,409,3,60.027673,20.1168,"POLYGON ((-111.911275 33.363776, -111.911278 33.364317, -111.911396 33.364317, -111.911393 33.363775, -111.911275 33.363776))",186_409,False
186_410,186,410,3,113.661527,20.1168,"POLYGON ((-111.911393 33.363775, -111.91138 33.36275, -111.911262 33.362751, -111.911275 33.363776, -111.911393 33.363775))",186_410,False
187_221,187,187_221_bay_node,1,47.211221,13.4112,"POLYGON ((-111.961938 33.345577, -111.962445 33.345573, -111.962445 33.34554, -111.961937 33.345544, -111.961938 33.345577))",187_221,False
187_221_bay,187_221_bay_node,221,3,73.152,13.4112,"POLYGON ((-111.962445 33.345606, -111.963231 33.345601, -111.96323 33.345502, -111.962444 33.345507, -111.962445 33.345606))",187_221,True
188_164,188,164,1,82.284333,13.4112,"POLYGON ((-111.902649 33.363831, -111.902665 33.364573, -111.902704 33.364573, -111.902688 33.363831, -111.902649 33.363831))",188_164,False
188_186,188,188_186_bay_node,2,743.790387,20.1168,"POLYGON ((-111.902668 33.363864, -111.910663 33.363813, -111.910662 33.363747, -111.902668 33.363798, -111.902668 33.363864))",188_186,False
188_186_bay,188_186_bay_node,186,4,62.484,20.1168,"POLYGON ((-111.910663 33.363846, -111.911335 33.363841, -111.911333 33.363709, -111.910662 33.363714, -111.910663 33.363846))",188_186,True
188_191,188,188_191_bay_node,2,707.821983,20.1168,"POLYGON ((-111.902668 33.363798, -111.89506 33.363842, -111.895061 33.363908, -111.902668 33.363864, -111.902668 33.363798))",188_191,False
188_191_bay,188_191_bay_node,191,5,86.868,20.1168,"POLYGON ((-111.89506 33.363793, -111.894126 33.363798, -111.894128 33.363963, -111.895061 33.363958, -111.89506 33.363793))",188_191,True
188_214,188,214,1,86.549501,13.4112,"POLYGON ((-111.902688 33.363831, -111.902672 33.36305, -111.902632 33.363051, -111.902649 33.363831, -111.902688 33.363831))",188_214,False
189_490,189,490,1,76.647426,17.8816,"POLYGON ((-111.97166 33.346765, -111.971448 33.347433, -111.971486 33.347442, -111.971698 33.346774, -111.97166 33.346765))",189_490,False
18_21,18,18_21_bay_node,2,194.10417,15.6464,"POLYGON ((-111.926336 33.428809, -111.928419 33.428688, -111.928414 33.428622, -111.926331 33.428743, -111.926336 33.428809))",18_21,False
18_21_bay,18_21_bay_node,21,5,68.58,15.6464,"POLYGON ((-111.928423 33.428737, -111.929159 33.428694, -111.929145 33.428529, -111.928409 33.428572, -111.928423 33.428737))",18_21,True
18_224,18,18_224_bay_node,3,494.246789,15.6464,"POLYGON ((-111.926275 33.428777, -111.926328 33.433234, -111.926446 33.433233, -111.926393 33.428776, -111.926275 33.428777))",18_224,False
18_224_bay,18_224_bay_node,224,4,45.72,15.6464,"POLYGON ((-111.926308 33.433234, -111.926313 33.433647, -111.926471 33.433645, -111.926466 33.433233, -111.926308 33.433234))",18_224,True
18_33,18,18_33_bay_node,3,424.137604,15.6464,"POLYGON ((-111.926393 33.428776, -111.926408 33.424951, -111.92629 33.424951, -111.926275 33.428776, -111.926393 33.428776))",18_33,False
18_33_bay,18_33_bay_node,33,4,50.292,15.6464,"POLYGON ((-111.926427 33.424951, -111.926429 33.424498, -111.926272 33.424497, -111.92627 33.424951, -111.926427 33.424951))",18_33,True
18_5213,18,5213,2,337.265175,17.8816,"POLYGON ((-111.926322 33.428745, -111.924316 33.429246, -111.922795 33.42921, -111.922793 33.429276, -111.924326 33.429312, -111.926345 33.428808, -111.926322 33.428745))",18_5213,False
190_206,190,190_206_bay_node,2,220.982912,15.6464,"POLYGON ((-111.954536 33.351986, -111.954476 33.349993, -111.954397 33.349995, -111.954457 33.351987, -111.954536 33.351986))",190_206,False
190_206_bay,190_206_bay_node,206,3,83.82,15.6464,"POLYGON ((-111.954495 33.349993, -111.954473 33.349237, -111.954355 33.34924, -111.954378 33.349995, -111.954495 33.349993))",190_206,True
191_145,191,145,2,850.439051,20.1168,"POLYGON ((-111.894127 33.363848, -111.884986 33.363883, -111.884986 33.363949, -111.894127 33.363914, -111.894127 33.363848))",191_145,False
