Lanes,3700,4,4,3,4,,,
Name,3700,67th,67th Ave,Union Hills Dr,Union Hills Dr,,,
Distance,3700,5248,1280,5270,1245,,,
Speed,3700,40,40,40,40,,,
Time,3700,89.5,21.8,89.8,21.2,,,
Grade,3700,0,0,0,0,,,
Median,3700,12,12,12,12,,,
Offset,3700,0,0,0,0,,,
TWLTL,3700,0,0,0,0,,,
Crosswalk Width,3700,16,16,16,16,,,
Mandatory Distance,3700,500,500,500,500,,,
Mandatory Distance2,3700,1761,1761,1761,1761,,,
Positioning Distance,3700,1174,1174,1174,1174,,,
Positioning Distance2,3700,2348,2348,2348,2348,,,
Curve Pt X,3700,,,,11058,,,
Curve Pt Y,3700,,,,13488,,,
Curve Pt Z,3700,,,,8693,,,
Link Is Hidden,3700,false,false,false,false,,,
Street Name Is Hidden,3700,false,false,false,false,,,
Up ID,3725,3700,3750,202,118,,,
Lanes,3725,4,4,2,2,,,
Name,3725,67th Ave,67th Ave,Sack Dr,Sack Dr,,,
Distance,3725,1280,1340,621,1356,,,
Speed,3725,40,40,25,25,,,
Time,3725,21.8,22.8,16.9,37.0,,,
Grade,3725,0,0,0,0,,,
Median,3725,12,12,12,12,,,
Offset,3725,0,0,0,0,,,
TWLTL,3725,0,0,0,0,,,
Crosswalk Width,3725,16,16,16,16,,,
Mandatory Distance,3725,500,500,500,500,,,
Mandatory Distance2,3725,1761,1761,1101,1101,,,
Positioning Distance,3725,1174,1174,734,734,,,
Positioning Distance2,3725,2348,2348,1468,1468,,,
Curve Pt X,3725,,,,11411,,,
Curve Pt Y,3725,,,,14787,,,
Curve Pt Z,3725,,,,9546,,,
Link Is Hidden,3725,false,false,false,false,,,
Street Name Is Hidden,3725,false,false,false,false,,,
Up ID,3750,3725,3775,300,206,,,
Lanes,3750,4,4,2,3,,,
Name,3750,67th Ave,67th Ave,Utopia Rd,Utopia Rd,,,
Distance,3750,1340,1330,1552,880,,,
Speed,3750,40,40,25,25,,,
Time,3750,22.8,22.7,42.3,24.0,,,
Grade,3750,0,0,0,0,,,
Median,3750,12,12,12,12,,,
Offset,3750,0,0,0,0,,,
TWLTL,3750,0,0,0,0,,,
Crosswalk Width,3750,16,16,16,16,,,
Mandatory Distance,3750,500,500,500,500,,,
Mandatory Distance2,3750,1761,1761,1101,1101,,,
Positioning Distance,3750,1174,1174,734,734,,,
Positioning Distance2,3750,2348,2348,1468,1468,,,
Curve Pt X,3750,,,,,,,
Curve Pt Y,3750,,,,,,,
Curve Pt Z,3750,,,,,,,
Link Is Hidden,3750,false,false,false,false,,,
Street Name Is Hidden,3750,false,false,false,false,,,
Up ID,3775,3750,102,208,209,,,
Lanes,3775,4,4,2,2,,,
Name,3775,67th Ave,67th Ave.,Behrend,Behrend,,,
Distance,3775,1330,1330,1039,869,,,
Speed,3775,40,40,25,25,,,
Time,3775,22.7,22.7,28.3,23.7,,,
Grade,3775,0,0,0,0,,,
Median,3775,12,12,12,12,,,
Offset,3775,0,0,0,0,,,
TWLTL,3775,0,0,0,0,,,
Crosswalk Width,3775,16,16,16,16,,,
Mandatory Distance,3775,500,500,500,500,,,
Mandatory Distance2,3775,1761,1761,1101,1101,,,
Positioning Distance,3775,1174,1174,734,734,,,
Positioning Distance2,3775,2348,2348,1468,1468,,,
Curve Pt X,3775,,,10124,,,,
Curve Pt Y,3775,,,17464,,,,
Curve Pt Z,3775,,,11326,,,,
Link Is Hidden,3775,false,false,false,false,,,
Street Name Is Hidden,3775,false,false,false,false,,,
Up ID,3825,277,3900,218,219,,,
Lanes,3825,3,5,3,3,,,
Name,3825,67th Ave.,67th Ave.,Arrowhead Loop Rd,Arrowhead Loop Rd,,,
Distance,3825,858,3600,1508,365,,,
Speed,3825,40,40,25,25,,,
Time,3825,14.6,61.4,41.1,10.0,,,
Grade,3825,0,0,0,0,,,
Median,3825,12,12,12,12,,,
Offset,3825,0,0,0,0,,,
TWLTL,3825,0,0,0,0,,,
Crosswalk Width,3825,16,16,16,16,,,
Mandatory Distance,3825,500,500,500,500,,,
Mandatory Distance2,3825,1761,1761,1101,1101,,,
Positioning Distance,3825,1174,1174,734,734,,,
Positioning Distance2,3825,2348,2348,1468,1468,,,
Curve Pt X,3825,,,,,,,
Curve Pt Y,3825,,,,,,,
Curve Pt Z,3825,,,,,,,
Link Is Hidden,3825,false,false,false,false,,,
Street Name Is Hidden,3825,false,false,false,false,,,
Up ID,3900,3825,3925,384,222,,,
Lanes,3900,3,4,3,3,,,
Name,3900,67th Ave.,67th Ave,Deer Valley Rd.,Deer Valley Rd.,,,
Distance,3900,3600,984,2620,525,,,
Speed,3900,40,40,35,25,,,
Time,3900,61.4,16.8,51.0,14.3,,,
Grade,3900,0,0,0,0,,,
Median,3900,12,12,12,12,,,
Offset,3900,0,0,0,0,,,
TWLTL,3900,0,0,0,0,,,
Crosswalk Width,3900,16,16,16,16,,,
Mandatory Distance,3900,500,500,500,500,,,
Mandatory Distance2,3900,1761,1761,1539,1101,,,
Positioning Distance,3900,1174,1174,1026,734,,,
Positioning Distance2,3900,2348,2348,2052,1468,,,
Curve Pt X,3900,,,,,,,
Curve Pt Y,3900,,,,,,,
Curve Pt Z,3900,,,,,,,
Link Is Hidden,3900,false,false,false,false,,,
Street Name Is Hidden,3900,false,false,false,false,,,
Up ID,3912,233,,,,,,
Lanes,3912,1,,,,,,
Name,3912,71st Ave.,,,,,,
Distance,3912,522,,,,,,
Speed,3912,25,,,,,,
Time,3912,14.2,,,,,,
Grade,3912,0,,,,,,
Median,3912,0,,,,,,
Offset,3912,0,,,,,,
TWLTL,3912,0,,,,,,
Crosswalk Width,3912,16,,,,,,
Mandatory Distance,3912,200,,,,,,
Mandatory Distance2,3912,1101,,,,,,
Positioning Distance,3912,734,,,,,,
Positioning Distance2,3912,1468,,,,,,
Curve Pt X,3912,,,,,,,
Curve Pt Y,3912,,,,,,,
Curve Pt Z,3912,,,,,,,
Link Is Hidden,3912,false,,,,,,
Street Name Is Hidden,3912,false,,,,,,
Up ID,3925,3900,3950,224,223,,,
Lanes,3925,3,3,3,3,,,
Name,3925,67th Ave,67th Ave,Hillcrest Blvd,Hillcrest Blvd,,,
Distance,3925,984,1700,840,851,,,
Speed,3925,40,40,25,25,,,
Time,3925,16.8,29.0,22.9,23.2,,,
Grade,3925,0,0,0,0,,,
Median,3925,24,24,12,12,,,
Offset,3925,0,0,0,0,,,
TWLTL,3925,0,1,0,0,,,
Crosswalk Width,3925,16,16,16,16,,,
Mandatory Distance,3925,500,500,500,500,,,
Mandatory Distance2,3925,1761,1761,1101,1101,,,
Positioning Distance,3925,1174,1174,734,734,,,
Positioning Distance2,3925,2348,2348,1468,1468,,,
Curve Pt X,3925,,,10260,10939,,,
Curve Pt Y,3925,,,25050,25054,,,
Curve Pt Z,3925,,,16649,16649,,,
Link Is Hidden,3925,false,false,false,false,,,
Street Name Is Hidden,3925,false,false,false,false,,,
Up ID,3950,3925,3975,226,,,,
Lanes,3950,4,3,2,,,,
Name,3950,67th Ave,67th Ave,Mountain Ridge High School,,,,
Distance,3950,1700,1240,853,,,,
Speed,3950,40,40,25,,,,
Time,3950,29.0,21.1,23.3,,,,
Grade,3950,0,0,0,,,,
Median,3950,24,24,12,,,,
Offset,3950,0,0,0,,,,
TWLTL,3950,1,1,0,,,,
Crosswalk Width,3950,16,16,16,,,,
Mandatory Distance,3950,500,500,500,,,,
Mandatory Distance2,3950,1761,1761,1101,,,,
Positioning Distance,3950,1174,1174,734,,,,
Positioning Distance2,3950,2348,2348,1468,,,,
Curve Pt X,3950,,,,,,,
Curve Pt Y,3950,,,,,,,
Curve Pt Z,3950,,,,,,,
Link Is Hidden,3950,false,false,false,,,,
Street Name Is Hidden,3950,false,false,false,,,,
Up ID,3975,3950,3999,228,75,,,
Lanes,3975,3,3,2,2,,,
Name,3975,67th Ave,67th Ave,Patrick Ln,,,,
Distance,3975,1240,1183,843,152,,,
Speed,3975,40,40,25,25,,,
Time,3975,21.1,20.2,23.0,4.1,,,
Grade,3975,0,0,0,0,,,
Median,3975,12,12,12,12,,,
Offset,3975,0,0,0,0,,,
TWLTL,3975,1,1,0,0,,,
Crosswalk Width,3975,16,16,16,16,,,
Mandatory Distance,3975,500,500,500,500,,,
Mandatory Distance2,3975,1761,1761,1101,1101,,,
Positioning Distance,3975,1174,1174,734,734,,,
Positioning Distance2,3975,2348,2348,1468,1468,,,
Curve Pt X,3975,,,,,,,
Curve Pt Y,3975,,,,,,,
Curve Pt Z,3975,,,,,,,
Link Is Hidden,3975,false,false,false,false,,,
Street Name Is Hidden,3975,false,false,false,false,,,
Up ID,3999,3975,231,74,237,,,
Lanes,3999,3,3,2,2,,,
Name,3999,67th Ave,67th Ave,Parkside Ln,Parkside Ln,,,
Distance,3999,1183,857,699,893,,,
Speed,3999,40,40,25,25,,,
Time,3999,20.2,14.6,19.1,24.4,,,
Grade,3999,0,0,0,0,,,
Median,3999,12,12,12,12,,,
Offset,3999,0,0,0,0,,,
TWLTL,3999,1,0,0,0,,,
Crosswalk Width,3999,16,16,16,16,,,
Mandatory Distance,3999,500,500,500,500,,,
Mandatory Distance2,3999,1761,1761,1101,1101,,,
Positioning Distance,3999,1174,1174,734,734,,,
Positioning Distance2,3999,2348,2348,1468,1468,,,
Curve Pt X,3999,,,,,,,
Curve Pt Y,3999,,,,,,,
Curve Pt Z,3999,,,,,,,
Link Is Hidden,3999,false,false,false,false,,,
Street Name Is Hidden,3999,false,false,false,false,,,
Up ID,4400,,,,3700,,,
Lanes,4400,,,,2,,,
Name,4400,,,,Union Hills Dr,,,
Distance,4400,,,,5270,,,
Speed,4400,,,,35,,,
Time,4400,,,,102.7,,,
Grade,4400,,,,0,,,
Median,4400,,,,12,,,
Offset,4400,,,,0,,,
TWLTL,4400,,,,0,,,
Crosswalk Width,4400,,,,16,,,
Mandatory Distance,4400,,,,200,,,
Mandatory Distance2,4400,,,,1539,,,
Positioning Distance,4400,,,,1026,,,
Positioning Distance2,4400,,,,2052,,,
Curve Pt X,4400,,,,,,,
Curve Pt Y,4400,,,,,,,
Curve Pt Z,4400,,,,,,,
Link Is Hidden,4400,,,,false,,,
Street Name Is Hidden,4400,,,,false,,,

[Lanes]
Lane Group Data
RECORDNAME,INTID,NBL,NBT,NBR,SBL,SBT,SBR,EBL,EBT,EBR,WBL,WBT,WBR,PED,HOLD
Up Node,102,3775,3775,3775,103,103,103,211,211,211,251,251,251,,
Dest Node,102,211,103,251,251,3775,211,103,251,3775,3775,211,103,,
Lanes,102,0,3,1,2,2,0,1,2,1,0,0,0,,
Shared,102,0,0,,0,0,,0,3,,0,0,,,
Width,102,12,12,12,12,12,12,12,12,12,12,12,12,,
Storage,102,150,,,,,,,,275,,,,,
Taper,102,25,,,,,,,,25,,,,,
StLanes,102,1,,,,,,,,1,,,,,
Grade,102,,,,,,,,,,,,,,
Speed,102,,40,,,40,,,45,,,45,,,
Phase1,102,,5,,6,5,,,8,,,,,,
Phase2,102,,,,,6,,,,,,,,,
PermPhase1,102,,,5,,,,8,,8,,,,,
LostTime,102,4,5.1,5.1,7.4,5.1,4,5.9,5.9,5.9,4,4,4,,
Lost Time Adjust,102,0,0,0,0,0,0,0,0,0,0,0,0,,
IdealFlow,102,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,,
SatFlow,102,0,5085,1583,3433,3539,0,1610,3166,1441,0,0,0,,
SatFlowPerm,102,0,5085,1583,3433,3539,0,1610,3166,1441,0,0,0,,
Allow RTOR,102,1,1,1,1,1,1,1,1,1,1,1,1,,
SatFlowRTOR,102,0,0,194,0,0,0,0,3,133,0,0,0,,
Volume,102,0,533,348,1003,1048,0,323,446,200,0,0,0,,
Peds,102,0,0,0,0,0,0,0,0,0,0,0,0,,
Bicycles,102,0,0,0,0,0,0,0,0,0,0,0,0,,
PHF,102,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,,
Growth,102,100,100,100,100,100,100,100,100,100,100,100,100,,
HeavyVehicles,102,2,2,2,2,2,2,2,2,2,2,2,2,,
BusStops,102,0,0,0,0,0,0,0,0,0,0,0,0,,
Midblock,102,,0,,,0,,,0,,,0,,,
Distance,102,,1330,,,420,,,732,,,943,,,
TravelTime,102,,22.7,,,7.2,,,11.1,,,14.3,,,
Right Channeled,102,,,0,,,0,,,0,,,0,,
Alignment,102,0,0,1,0,0,1,0,0,1,0,0,1,,
Enter Blocked,102,0,0,0,0,0,0,0,0,0,0,0,0,,
HeadwayFact,102,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,
Turning Speed,102,15,60,9,15,60,9,15,60,9,15,60,9,,
FirstDetect,102,,50,50,50,50,,50,50,50,,,,,
LastDetect,102,,0,0,0,0,,0,0,0,,,,,
DetectPhase1,102,,5,5,6,5,,8,8,8,,,,,
DetectPhase2,102,,0,0,0,6,,0,0,0,,,,,
DetectPhase3,102,,0,0,0,0,,0,0,0,,,,,
DetectPhase4,102,,0,0,0,0,,0,0,0,,,,,
SwitchPhase,102,,0,0,0,0,,0,0,0,,,,,
numDetects,102,,1,1,1,1,,1,1,1,,,,,
DetectPos1,102,,0,0,0,0,,0,0,0,,,,,
DetectSize1,102,,50,50,50,50,,50,50,50,,,,,
DetectType1,102,,3,3,3,3,,3,3,3,,,,,
DetectExtend1,102,,0,0,0,0,,0,0,0,,,,,
DetectQueue1,102,,0,0,0,0,,0,0,0,,,,,
DetectDelay1,102,,0,0,0,0,,0,0,0,,,,,
Exit Lanes,102,,0,,,0,,,0,,,0,,,
CBD,102,,0,,,,,,,,,,,,
Traffic in shared lane,102,,,,,,,20,,10,,,,,
Lane Group Flow,102,0,579,378,1090,1139,0,281,577,195,0,0,0,,
Up Node,103,102,102,102,277,277,277,215,215,215,216,216,216,,
Dest Node,103,215,277,216,216,102,215,277,216,102,102,215,277,,
Lanes,103,1,2,0,0,4,1,0,0,0,1,2,1,,
Shared,103,0,0,,0,0,,0,0,,0,3,,,
Width,103,12,12,12,12,12,12,12,12,12,12,12,12,,
Storage,103,,,,350,,350,,,,,,440,,
Taper,103,,,,25,,25,,,,,,25,,
StLanes,103,,,,1,,1,,,,,,1,,
Grade,103,,,,,,,,,,,,,,
Speed,103,,40,,,40,,,40,,,40,,,
Phase1,103,4,1,,,1,,,,,,2,,,
Phase2,103,,4,,,,,,,,,3,,,
PermPhase1,103,1,,,,,1,,,,2,,2,,
PermPhase2,103,4,,,,,,,,,3,,3,,
LostTime,103,5.1,3.1,4,4,3.1,5.1,4,2,4,5.9,3.9,5.9,,
Lost Time Adjust,103,0,-2,0,0,-2,0,0,-2,0,0,-2,0,,
IdealFlow,103,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,,
SatFlow,103,1770,3539,0,0,6408,1583,0,0,0,1610,3002,1441,,
SatFlowPerm,103,164,3539,0,0,6408,1583,0,0,0,1610,3002,1441,,
Allow RTOR,103,1,1,1,1,1,1,1,1,1,1,1,1,,
SatFlowRTOR,103,0,0,0,0,0,454,0,0,0,0,44,198,,
Volume,103,161,697,0,0,1533,418,0,0,0,511,141,395,,
Peds,103,0,0,0,0,0,0,0,0,0,0,0,0,,
Bicycles,103,0,0,0,0,0,0,0,0,0,0,0,0,,
PHF,103,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,,
Growth,103,100,100,100,100,100,100,100,100,100,100,100,100,,
HeavyVehicles,103,2,2,2,2,2,2,2,2,2,2,2,2,,
BusStops,103,0,0,0,0,0,0,0,0,0,0,0,0,,
Midblock,103,,0,,,0,,,0,,,0,,,
Distance,103,,420,,,392,,,578,,,1007,,,
TravelTime,103,,7.2,,,6.7,,,9.9,,,17.2,,,
Right Channeled,103,,,0,,,0,,,0,,,0,,
Alignment,103,0,0,1,0,0,1,0,0,1,0,0,1,,
Enter Blocked,103,0,0,0,0,0,0,0,0,0,0,0,0,,
HeadwayFact,103,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,
Turning Speed,103,15,60,9,15,60,9,15,60,9,15,60,9,,
FirstDetect,103,50,50,,,50,50,,,,50,50,50,,
LastDetect,103,0,0,,,0,0,,,,0,0,0,,
DetectPhase1,103,4,1,,,1,1,,,,2,2,2,,
DetectPhase2,103,0,4,,,0,0,,,,3,3,3,,
DetectPhase3,103,0,0,,,0,0,,,,0,0,0,,
DetectPhase4,103,0,0,,,0,0,,,,0,0,0,,
SwitchPhase,103,0,0,,,0,0,,,,0,0,0,,
numDetects,103,1,1,,,1,1,,,,1,1,1,,
DetectPos1,103,0,0,,,0,0,,,,0,0,0,,
DetectSize1,103,50,50,,,50,50,,,,50,50,50,,
DetectType1,103,3,3,,,3,3,,,,3,3,3,,
DetectExtend1,103,0,0,,,0,0,,,,0,0,0,,
DetectQueue1,103,0,0,,,0,0,,,,0,0,0,,
DetectDelay1,103,0,0,,,0,0,,,,0,0,0,,
Exit Lanes,103,,0,,,0,,,0,,,0,,,
CBD,103,,0,,,,,,,,,,,,
Traffic in shared lane,103,,,,,,,,,,47,,38,,
Lane Group Flow,103,175,758,0,0,1666,454,0,0,0,294,577,266,,
Up Node,3700,3600,3600,3600,3725,3725,3725,4400,4400,4400,2915,2915,2915,,
Dest Node,3700,4400,3725,2915,2915,3600,4400,3725,2915,3600,3600,4400,3725,,
Lanes,3700,1,3,0,1,2,1,1,2,0,1,2,1,,
Shared,3700,0,2,,0,0,,0,2,,0,0,,,
Width,3700,12,12,12,12,12,12,12,12,12,12,12,12,,
Storage,3700,250,,,250,,,240,,,230,,,,
Taper,3700,25,,,25,,,25,,,25,,,,
StLanes,3700,1,,,1,,,1,,,1,,,,
Grade,3700,,,,,,,,,,,,,,
Speed,3700,,40,,,40,,,40,,,40,,,
Phase1,3700,7,4,,3,8,,1,6,,5,2,,,
PermPhase1,3700,4,,,8,,8,,,,,,2,,
LostTime,3700,5,3.8,3,5,3.8,3.8,5,3.1,3,5,3.1,3.1,,
Lost Time Adjust,3700,-1,-2.7,-1,-1,-2.7,-2.7,-1,-2.9,-1,-1,-2.9,-2.9,,
IdealFlow,3700,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,,
SatFlow,3700,1770,4877,0,1770,3539,1583,1770,3483,0,1770,3539,1583,,
SatFlowPerm,3700,292,4877,0,246,3539,1583,1770,3483,0,1770,3539,1583,,
Allow RTOR,3700,1,1,1,1,1,1,1,1,1,1,1,1,,
SatFlowRTOR,3700,0,75,0,0,0,136,0,11,0,0,0,141,,
Volume,3700,80,557,207,186,699,76,88,1010,118,101,340,100,,
Peds,3700,0,0,0,0,0,0,0,0,0,0,0,0,,
Bicycles,3700,0,0,0,0,0,0,0,0,0,0,0,0,,
PHF,3700,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,,
Growth,3700,100,100,100,100,100,100,100,100,100,100,100,100,,
HeavyVehicles,3700,2,2,2,2,2,2,2,2,2,2,2,2,,
BusStops,3700,0,0,0,0,0,0,0,0,0,0,0,0,,
Midblock,3700,,0,,,0,,,0,,,0,,,
Distance,3700,,5248,,,1280,,,5270,,,1245,,,
TravelTime,3700,,89.5,,,21.8,,,89.8,,,21.2,,,
Right Channeled,3700,,,0,,,0,,,0,,,0,,
Alignment,3700,0,0,1,0,0,1,0,0,1,0,0,1,,
Enter Blocked,3700,0,0,0,0,0,0,0,0,0,0,0,0,,
HeadwayFact,3700,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,
Turning Speed,3700,15,60,9,15,60,9,15,60,9,15,60,9,,
FirstDetect,3700,80,0,,80,0,0,80,0,,80,0,0,,
LastDetect,3700,50,0,,50,0,0,50,0,,50,0,0,,
DetectPhase1,3700,7,4,,3,8,8,1,6,,5,2,2,,
DetectPhase2,3700,0,0,,0,0,0,0,0,,0,0,0,,
DetectPhase3,3700,0,0,,0,0,0,0,0,,0,0,0,,
DetectPhase4,3700,0,0,,0,0,0,0,0,,0,0,0,,
SwitchPhase,3700,0,0,,0,0,0,0,0,,0,0,0,,
numDetects,3700,1,0,,1,0,0,2,0,,2,0,0,,
DetectPos1,3700,50,,,50,,,5,,,5,,,,
DetectSize1,3700,30,,,30,,,40,,,40,,,,
DetectType1,3700,3,,,3,,,1,,,1,,,,
DetectExtend1,3700,0,,,0,,,0,,,0,,,,
DetectQueue1,3700,0,,,0,,,0,,,0,,,,
DetectDelay1,3700,0,,,0,,,0,,,0,,,,
DetectPos2,3700,,,,,,,50,,,50,,,,
DetectSize2,3700,,,,,,,30,,,30,,,,
DetectType2,3700,,,,,,,3,,,3,,,,
DetectExtend2,3700,,,,,,,0,,,0,,,,
Exit Lanes,3700,,0,,,0,,,0,,,0,,,
CBD,3700,,0,,,,,,,,,,,,
Lane Group Flow,3700,87,830,0,202,760,83,96,1226,0,110,370,109,,
Up Node,3725,3700,3700,3700,3750,3750,3750,202,202,202,118,118,118,,
Dest Node,3725,202,3750,118,118,3700,202,3750,118,3700,3700,202,3750,,
Lanes,3725,1,3,0,1,3,0,1,1,0,1,1,0,,
Shared,3725,0,2,,0,2,,0,2,,0,2,,,
Width,3725,12,12,12,12,12,12,12,12,12,12,12,12,,
Storage,3725,185,,,190,,,100,,,100,,,,
Taper,3725,25,,,25,,,25,,,25,,,,
StLanes,3725,1,,,1,,,1,,,1,,,,
Grade,3725,,,,,,,,,,,,,,
Speed,3725,,40,,,40,,,25,,,25,,,
Phase1,3725,,4,,,8,,,6,,,2,,,
PermPhase1,3725,4,,,8,,,6,,,2,,,,
LostTime,3725,3.5,3.5,3,3.5,3.5,3,3.5,3.5,3,3.5,3.5,3,,
Lost Time Adjust,3725,-2.1,-2.1,-1,-2.1,-2.1,-1,-3,-3,-1,-3,-3,-1,,
IdealFlow,3725,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,,
SatFlow,3725,1770,5055,0,1770,5080,0,1770,1626,0,1770,1589,0,,
SatFlowPerm,3725,520,5055,0,624,5080,0,1343,1626,0,1395,1589,0,,
Allow RTOR,3725,1,1,1,1,1,1,1,1,1,1,1,1,,
SatFlowRTOR,3725,0,21,0,0,3,0,0,11,0,0,54,0,,
Volume,3725,8,711,32,186,891,6,14,2,10,15,1,50,,
Peds,3725,0,0,0,0,0,0,0,0,0,0,0,0,,
Bicycles,3725,0,0,0,0,0,0,0,0,0,0,0,0,,
PHF,3725,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,,
Growth,3725,100,100,100,100,100,100,100,100,100,100,100,100,,
HeavyVehicles,3725,2,2,2,2,2,2,2,2,2,2,2,2,,
BusStops,3725,0,0,0,0,0,0,0,0,0,0,0,0,,
Midblock,3725,,0,,,0,,,0,,,0,,,
Distance,3725,,1280,,,1340,,,621,,,1356,,,
TravelTime,3725,,21.8,,,22.8,,,16.9,,,37.0,,,
Right Channeled,3725,,,0,,,0,,,0,,,0,,
Alignment,3725,0,0,1,0,0,1,0,0,1,0,0,1,,
Enter Blocked,3725,0,0,0,0,0,0,0,0,0,0,0,0,,
HeadwayFact,3725,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,
Turning Speed,3725,15,60,9,15,60,9,15,60,9,15,60,9,,
FirstDetect,3725,0,0,,0,0,,35,35,,35,35,,,
LastDetect,3725,0,0,,0,0,,5,5,,5,5,,,
DetectPhase1,3725,4,4,,8,8,,6,6,,2,2,,,
DetectPhase2,3725,0,0,,0,0,,0,0,,0,0,,,
DetectPhase3,3725,0,0,,0,0,,0,0,,0,0,,,
DetectPhase4,3725,0,0,,0,0,,0,0,,0,0,,,
SwitchPhase,3725,0,0,,0,0,,0,0,,0,0,,,
numDetects,3725,0,0,,0,0,,1,1,,1,1,,,
DetectPos1,3725,,,,,,,5,5,,5,5,,,
DetectSize1,3725,,,,,,,30,30,,30,30,,,
DetectType1,3725,,,,,,,3,3,,3,3,,,
DetectExtend1,3725,,,,,,,0,0,,0,0,,,
DetectQueue1,3725,,,,,,,0,0,,0,0,,,
DetectDelay1,3725,,,,,,,0,0,,0,0,,,
Exit Lanes,3725,,0,,,0,,,0,,,0,,,
CBD,3725,,0,,,,,,,,,,,,
Lane Group Flow,3725,9,808,0,202,975,0,15,13,0,16,55,0,,
Up Node,3750,3725,3725,3725,3775,3775,3775,300,300,300,206,206,206,,
Dest Node,3750,300,3775,206,206,3725,300,3775,206,3725,3725,300,3775,,
Lanes,3750,1,3,0,1,3,0,0,1,1,1,1,1,,
Shared,3750,0,2,,0,2,,0,1,,0,0,,,
Width,3750,12,12,12,12,12,12,12,12,12,12,12,12,,
Storage,3750,230,,,225,,,105,,105,165,,125,,
Taper,3750,25,,,25,,,25,,25,25,,25,,
StLanes,3750,1,,,1,,,0,,1,1,,1,,
Grade,3750,,,,,,,,,,,,,,
Speed,3750,,40,,,40,,,25,,,25,,,
Phase1,3750,,1,,,1,,,2,,,2,,,
PermPhase1,3750,1,,,1,,,2,,2,2,,2,,
LostTime,3750,3.2,3.2,3,3.2,3.2,3,3.6,3.6,3.6,3.6,3.6,3.6,,
Lost Time Adjust,3750,-2.3,-2.3,-1,-2.3,-2.3,-1,-2.9,-2.9,-2.9,-2.9,-2.9,-2.9,,
IdealFlow,3750,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,,
SatFlow,3750,1770,5050,0,1770,5050,0,0,1809,1583,1770,1863,1583,,
SatFlowPerm,3750,408,5050,0,594,5050,0,0,1479,1583,717,1863,1583,,
Allow RTOR,3750,1,1,1,1,1,1,1,1,1,1,1,1,,
SatFlowRTOR,3750,0,12,0,0,12,0,0,0,71,0,0,102,,
Volume,3750,27,718,35,143,1000,51,120,81,65,34,37,94,,
Peds,3750,0,0,0,0,0,0,0,0,0,0,0,0,,
Bicycles,3750,0,0,0,0,0,0,0,0,0,0,0,0,,
PHF,3750,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,,
Growth,3750,100,100,100,100,100,100,100,100,100,100,100,100,,
HeavyVehicles,3750,2,2,2,2,2,2,2,2,2,2,2,2,,
BusStops,3750,0,0,0,0,0,0,0,0,0,0,0,0,,
Midblock,3750,,0,,,0,,,0,,,0,,,
Distance,3750,,1340,,,1330,,,1552,,,880,,,
TravelTime,3750,,22.8,,,22.7,,,42.3,,,24.0,,,
Right Channeled,3750,,,0,,,0,,,0,,,0,,
Alignment,3750,0,0,1,0,0,1,0,0,1,0,0,1,,
Enter Blocked,3750,0,0,0,0,0,0,0,0,0,0,0,0,,
HeadwayFact,3750,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,
Turning Speed,3750,15,60,9,15,60,9,15,60,9,15,60,9,,
FirstDetect,3750,0,0,,0,0,,40,35,26,35,35,26,,
LastDetect,3750,0,0,,0,0,,0,5,20,5,5,20,,
DetectPhase1,3750,1,1,,1,1,,2,2,2,2,2,2,,
DetectPhase2,3750,0,0,,0,0,,0,0,0,0,0,0,,
DetectPhase3,3750,0,0,,0,0,,0,0,0,0,0,0,,
DetectPhase4,3750,0,0,,0,0,,0,0,0,0,0,0,,
SwitchPhase,3750,0,0,,0,0,,0,0,0,0,0,0,,
numDetects,3750,0,0,,0,0,,1,1,1,1,1,1,,
DetectPos1,3750,,,,,,,0,5,20,5,5,20,,
DetectSize1,3750,,,,,,,40,30,6,30,30,6,,
DetectType1,3750,,,,,,,3,3,3,3,3,3,,
DetectExtend1,3750,,,,,,,0,0,0,0,0,0,,
DetectQueue1,3750,,,,,,,0,0,0,0,0,0,,
DetectDelay1,3750,,,,,,,0,0,0,0,0,0,,
